CODGEO;P17_POP;P12_POP;SUPERF;NAIS1217;DECE1217;P17_MEN;NAISD19;DECESD19;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_RP_PROP;NBMENFISC17;PIMP17;MED17;TP6017;P17_EMPLT;P17_EMPLT_SAL;P12_EMPLT;P17_POP1564;P17_CHOM1564;P17_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;INSEE_COM;REG;DEP
29001;991.0;996.0;31.73;62.0;51.0;436.0;8.0;7.0;708.0;436.0;215.0;57.0;354.0;409.0;;19040.0;;134.201917900891;63.1553212800883;147.318588593019;613.0;66.0;466.0;95.0;26.0;4.0;10.0;43.0;8.0;12.0;13.0;1.0;29001;53;29
29002;1387.0;1396.0;34.04;59.0;130.0;582.200344484024;11.0;31.0;674.0080331840239;582.200344484024;37.3284009;54.4792878;434.88533562563;564.0;;19830.0;;277.97149536847803;211.095489174456;278.125662350465;833.010849944275;71.2122148588865;636.989669207648;99.0;27.0;11.0;10.0;39.0;8.0;12.0;19.0;4.0;29002;53;29
29003;3692.0;3742.0;18.37;92.0;374.0;1961.0;13.0;80.0;3830.0;1961.0;1643.98287493513;225.01712506486803;1538.0;1924.0;44.0;20110.0;11.0;1238.0950495213401;920.582739120512;1317.6911602606401;1812.9059829059802;182.0;1226.2234432234402;471.0;18.0;20.0;33.0;323.0;77.0;77.0;115.0;24.0;29003;53;29
29004;5659.0;5552.0;77.51;268.0;328.0;2569.55330513129;51.0;75.0;3065.12384776695;2569.55330513129;169.654780361757;325.915762273901;2011.9141023003;2467.0;44.0;19810.0;10.0;1410.21140177646;1095.72101942373;1430.5047290624402;3449.7160199013897;276.813705002435;2620.33274979755;428.0;88.0;26.0;49.0;203.0;56.0;62.0;88.0;22.0;29004;53;29
29005;1149.0;1137.0;7.29;49.0;36.0;502.99999999990797;12.0;4.0;555.236940298415;502.99999999990797;23.5578358208954;28.679104477611798;418.45094206327104;512.0;;22770.0;;159.804400457089;120.824605067894;204.86509375000702;692.9982570043311;46.2249936660765;503.176809776112;72.0;9.0;6.0;7.0;40.0;7.0;10.0;15.0;4.0;29005;53;29
29006;3568.0;3453.0;10.53;116.0;225.0;1842.99999998557;17.0;49.0;4202.19758974204;1842.99999998557;2294.50665327643;64.69093648004029;1379.72356331637;1905.0;63.0;25100.0;8.0;1101.9222312242698;869.5518758075509;1195.12246155179;1809.6362613213698;149.461211112811;1266.4550031521699;468.0;5.0;28.0;41.0;349.0;64.0;45.0;104.0;17.0;29006;53;29
29008;1001.0;1055.0;34.54;33.0;71.0;456.00000000000097;2.0;7.0;689.041916167666;456.00000000000097;181.812874251497;51.2290419161676;395.58582487325;463.0;;20630.0;;188.58857519813202;102.32467051731199;183.462610118544;556.097117212037;47.9121653075729;433.28957660963204;113.0;38.0;3.0;4.0;52.0;12.0;16.0;26.0;1.0;29008;53;29
29010;1609.0;1563.0;20.08;92.0;36.0;562.0;15.0;8.0;621.0;562.0;18.0;41.0;454.0;554.0;;20300.0;;671.493149093164;559.850416601;653.9950690460511;1057.0;68.0;857.0;115.0;37.0;5.0;18.0;48.0;13.0;7.0;32.0;8.0;29010;53;29
29011;3458.0;3512.0;7.27;148.0;403.0;1301.0;30.0;69.0;1360.0;1301.0;9.0;50.0;1037.0;1312.0;68.0;26310.0;;981.947960951564;901.5659492145711;1036.25590884595;1949.0;119.0;1415.0;166.0;8.0;11.0;11.0;94.0;14.0;42.0;27.0;9.0;29011;53;29
29012;205.0;186.0;17.47;8.0;15.0;104.509803921568;0.0;3.0;163.18202614378998;104.509803921568;44.75;13.9222222222222;87.42647058823499;90.0;;16630.0;;38.1469845611201;12.9852778314589;32.0617731807268;121.593137254902;16.078431372548998;83.4068627450977;28.0;15.0;1.0;1.0;9.0;2.0;2.0;5.0;0.0;29012;53;29
29015;3568.0;3402.0;28.31;237.0;186.0;1353.00000000002;42.0;46.0;1441.2821052631698;1353.00000000002;14.206315789473601;74.075789473684;1124.00192436664;1332.0;54.0;21950.0;6.0;947.539951664126;774.356676733213;1035.3718098803301;2157.2477924030604;122.10443105537901;1627.71317958875;267.0;48.0;12.0;40.0;131.0;35.0;36.0;72.0;15.0;29015;53;29
29016;1024.0;1032.0;46.69;50.0;67.0;497.0;9.0;11.0;766.0;497.0;206.0;63.0;391.0;449.0;;18470.0;;207.28711994756802;125.28964515065901;258.53627721186297;590.0;67.0;429.0;114.0;34.0;7.0;6.0;53.0;18.0;14.0;26.0;4.0;29016;53;29
29017;875.0;846.0;14.06;55.0;26.0;356.713953488371;13.0;6.0;407.04728682170503;356.713953488371;25.1666666666667;25.1666666666667;316.06279069767396;345.0;;21760.0;;132.615242994026;88.06030903134001;151.320793472764;522.367441860464;32.5209302325581;406.511627906976;63.0;20.0;1.0;8.0;26.0;1.0;8.0;17.0;2.0;29017;53;29
29018;444.0;461.0;18.69;27.0;34.0;218.44393592677397;4.0;2.0;365.302091955143;218.44393592677397;90.59431703048729;56.26383899788161;177.803203661328;214.0;;17960.0;;233.79079803090698;198.244190105066;326.690244303207;265.180778032038;31.496567505721;188.979405034326;51.0;12.0;7.0;1.0;23.0;7.0;8.0;11.0;3.0;29018;53;29
29019;140064.0;139676.0;49.51;8421.0;6239.0;74722.6208589915;1449.0;1246.0;83179.25097054;74722.6208589915;2753.5987853607203;5703.031326187729;32172.3528882826;62813.0;47.0;19640.0;17.0;80061.2139519726;73767.5889180743;81515.4098324752;96075.4868942088;11358.0389935391;64871.8216807783;10933.0;31.0;418.0;803.0;7611.0;1832.0;2070.0;2725.0;853.0;29019;53;29
29020;5630.0;5497.0;67.87;336.0;304.0;2300.45483496873;51.0;58.0;2629.67441992333;2300.45483496873;72.0776606113631;257.141924343241;1605.31739570644;2246.0;42.0;20000.0;10.0;2857.9284509972;2545.7729247520897;2898.45366066534;3481.25731287368;279.05517345925;2677.95330879737;499.0;91.0;40.0;60.0;237.0;85.0;71.0;134.0;46.0;29020;53;29
29021;1922.0;1982.0;14.28;60.0;167.0;981.1057046979871;8.0;26.0;2072.10570469798;981.1057046979871;969.745762711863;121.25423728813499;804.614093959731;1004.0;49.0;21250.0;12.0;396.124075389759;274.483636199897;387.053954837621;1034.49161073825;110.657718120805;723.503355704698;180.0;29.0;10.0;13.0;99.0;15.0;29.0;45.0;5.0;29021;53;29
29022;2543.0;2602.0;11.64;76.0;258.0;1358.5862621280198;10.0;47.0;2440.4507341246;1358.5862621280198;963.790532284442;118.073939712138;1100.6921349207198;1291.0;48.0;20920.0;10.0;453.854177253915;308.380444956824;511.00370141887396;1251.19672822692;142.294667392692;845.8298464141859;208.0;9.0;11.0;15.0;142.0;29.0;31.0;61.0;5.0;29022;53;29
29023;3161.0;3150.0;9.02;87.0;231.0;1623.87613728833;15.0;54.0;2957.9943100787896;1623.87613728833;1157.3803376365402;176.737835153922;1211.1705574287598;1675.0;62.0;25010.0;7.0;743.7115720349381;541.548622763383;683.337942346968;1627.12136220194;150.462454702321;1179.35875039964;362.0;32.0;26.0;22.0;247.0;43.0;35.0;81.0;11.0;29023;53;29
29024;7174.0;7423.0;25.81;278.0;657.0;3632.0;55.0;123.0;4451.0;3632.0;209.0;610.0;2286.0;3535.0;45.0;19720.0;15.0;5597.181434321079;5051.19050845419;5325.78552420675;4066.0;415.0;2816.0;870.0;29.0;71.0;61.0;565.0;172.0;144.0;292.0;94.0;29024;53;29
29025;1556.0;1600.0;37.66;78.0;79.0;685.0;11.0;11.0;869.0;685.0;96.0;88.0;557.0;679.0;;20300.0;;192.968867262057;106.96953821573999;219.93172934913102;935.0;59.0;717.0;129.0;41.0;5.0;11.0;58.0;11.0;14.0;26.0;1.0;29025;53;29
29026;5214.0;5181.0;20.81;245.0;391.0;2428.45105743645;27.0;72.0;2811.74250776528;2428.45105743645;77.56015230183459;305.731298026999;1352.0896551916999;2226.0;43.0;19820.0;14.0;4313.822029925061;4007.89083256327;4588.38439908136;3268.11117472775;292.949078789444;2366.64735822179;533.0;16.0;33.0;31.0;336.0;97.0;117.0;159.0;64.0;29026;53;29
29027;3673.0;3692.0;42.58;143.0;292.0;1744.99999999995;23.0;57.0;2212.0453117989605;1744.99999999995;287.643786451323;179.40152534768902;1299.85086753887;1660.0;41.0;19500.0;14.0;2224.45276797951;1967.58181602262;2431.89280280179;2060.25527024754;226.738625528489;1507.51220575698;363.0;56.0;26.0;29.0;181.0;50.0;71.0;103.0;32.0;29027;53;29
29028;944.0;993.0;19.08;22.0;123.0;465.052394496126;4.0;32.0;845.646966167034;465.052394496126;324.246803917033;56.3477677538746;410.831039084022;441.0;;18730.0;;156.745260511306;103.06364652208799;164.081703019469;432.728124923526;47.9650451722462;293.00386290002604;82.0;7.0;5.0;10.0;48.0;9.0;12.0;14.0;1.0;29028;53;29
29029;1158.0;1109.0;29.81;58.0;65.0;521.999999999999;9.0;13.0;676.5526717557241;521.999999999999;63.041221374045705;91.51145038167931;400.043747960017;506.0;;20480.0;;432.617064580964;358.48308986142604;412.74338672118597;698.420171556561;53.0757672495068;519.817942982855;99.0;28.0;8.0;4.0;49.0;11.0;10.0;23.0;8.0;29029;53;29
29030;3779.0;3866.0;37.44;184.0;273.0;1695.99999999996;31.0;53.0;2615.42138364776;1695.99999999996;652.100628930817;267.320754716981;1303.8731721116098;1713.0;45.0;20240.0;10.0;1226.1282592838302;941.110135520616;1248.39027683389;2228.64723923801;205.559911594142;1689.1882843171697;320.0;97.0;25.0;25.0;142.0;41.0;31.0;100.0;28.0;29030;53;29
29031;4333.0;4106.0;34.83;175.0;276.0;2096.00000000004;43.0;53.0;3941.13149847099;2096.00000000004;1506.7054026503602;338.426095820593;1670.2292202042402;2237.0;54.0;22500.0;8.0;903.336076202857;665.437691453899;898.1359999131489;2426.3049453904396;199.771441314201;1743.49909598293;431.0;30.0;23.0;35.0;279.0;52.0;64.0;82.0;11.0;29031;53;29
29032;2055.0;2188.0;13.02;107.0;103.0;871.620475635229;21.0;28.0;1115.56591468041;871.620475635229;142.30150610969;101.643932935493;698.0896642175211;921.0;59.0;23250.0;;339.155568403833;270.10843812266;369.645386591569;1187.6708792254901;83.1055360327381;867.205623020031;176.0;9.0;9.0;20.0;112.0;30.0;26.0;23.0;8.0;29032;53;29
29033;531.0;576.0;20.42;17.0;28.0;238.000000000001;4.0;8.0;339.41880341880403;238.000000000001;71.58974358974359;29.8290598290598;198.193334097556;239.0;;17760.0;;132.759101849997;92.3130243969953;124.82368899967501;320.244818172917;25.570110152530198;240.69634041101003;64.0;31.0;2.0;5.0;24.0;12.0;2.0;13.0;2.0;29033;53;29
29034;660.0;669.0;28.48;47.0;22.0;279.999999998409;8.0;9.0;387.280104710451;279.999999998409;60.15706806282721;47.123036649214605;222.79326794452498;270.0;;18960.0;;123.94761482930299;82.77057378265009;79.236560599827;377.672404714032;37.1460290524554;283.27472405955297;47.0;16.0;3.0;3.0;21.0;5.0;4.0;10.0;1.0;29034;53;29
29035;1100.0;1057.0;10.82;74.0;21.0;394.999999909873;17.0;5.0;429.406698474467;394.999999909873;15.179425837320599;19.2272727272728;321.943508604174;390.0;;21590.0;;100.91771517822501;73.7011380554155;112.58284273352;696.3329518534649;41.3725838824911;562.993268440158;55.0;19.0;1.0;6.0;26.0;8.0;3.0;11.0;1.0;29035;53;29
29036;611.0;652.0;28.39;29.0;49.0;307.496732026143;2.0;14.0;487.49673202614304;307.496732026143;114.0;66.0;257.352598896789;298.0;;17560.0;;75.7793848806407;23.9639549298165;77.96714238302509;344.58822036466904;42.8654276831464;231.07338376286498;64.0;25.0;3.0;8.0;23.0;7.0;5.0;7.0;0.0;29036;53;29
29037;4092.0;3731.0;24.13;165.0;246.0;1831.99999999999;32.0;52.0;3049.75368139223;1831.99999999999;1038.06827309237;179.685408299866;1530.0219034792801;1944.0;60.0;23680.0;7.0;825.544131874104;623.561269440944;733.054992598681;2379.49448710972;182.301859328854;1725.6024744169902;404.0;19.0;21.0;40.0;265.0;52.0;59.0;71.0;14.0;29037;53;29
29038;1036.0;1108.0;39.9;58.0;57.0;470.67078189302003;6.0;6.0;693.434418256657;470.67078189302003;183.941757827235;38.82187853640129;379.26954732511706;437.0;;18430.0;;172.497350941379;109.877468016753;229.390206182165;625.909465020577;75.8539094650234;479.82716049383697;122.0;33.0;9.0;14.0;51.0;12.0;15.0;16.0;4.0;29038;53;29
29039;19050.0;18557.0;41.08;678.0;1395.0;10016.0115469878;131.0;292.0;13341.4395627545;10016.0115469878;2060.4654394795602;1264.96257628714;6233.78549298271;10331.0;51.0;21210.0;11.0;8095.95501196842;6971.74147824895;7996.699659024441;11147.1953159079;1196.4948930114801;7853.44977183864;2098.0;61.0;140.0;161.0;1436.0;380.0;300.0;576.0;147.0;29039;53;29
29040;2713.0;2719.0;8.45;76.0;211.0;1276.00000000001;9.0;36.0;1964.34692823955;1276.00000000001;556.4481156427449;131.898812596799;1001.2311385002499;1298.0;61.0;24350.0;;612.2516434126239;448.439404666507;563.664227046675;1499.16023602612;132.497714527121;1003.75517912014;258.0;28.0;18.0;16.0;159.0;29.0;37.0;69.0;5.0;29040;53;29
29042;7477.0;7692.0;80.37;313.0;590.0;3714.3851351351204;48.0;117.0;7204.74529668135;3714.3851351351204;3096.54068355522;393.819477991007;2736.2232545045003;3752.0;51.0;20890.0;11.0;3579.0046502478704;3056.1242028111897;3620.3959004808703;4105.09325348074;387.420889639639;2966.78885135134;805.0;38.0;38.0;82.0;530.0;115.0;117.0;202.0;37.0;29042;53;29
29043;1786.0;1767.0;5.42;91.0;143.0;731.0000000000031;21.0;34.0;831.558111380149;731.0000000000031;62.9757869249397;37.5823244552059;615.831395083452;763.0;;23400.0;;700.699082051383;603.351397799822;674.040032265724;1060.96388938688;67.48554868366139;804.421742174523;160.0;12.0;9.0;13.0;87.0;22.0;39.0;39.0;15.0;29043;53;29
29044;2168.0;1746.0;45.96;68.0;56.0;607.999999999979;9.0;23.0;795.7285714285499;607.999999999979;108.420779220779;79.3077922077919;481.57593748117205;582.0;;19300.0;;1309.7693090113498;1216.4324070568598;670.7077580418489;1595.2846664984197;77.23062541575491;1384.6902899888198;115.0;31.0;8.0;15.0;45.0;11.0;16.0;17.0;3.0;29044;53;29
29045;2261.0;2385.0;33.02;122.0;82.0;915.409528172242;23.0;13.0;1028.3911027116098;915.409528172242;36.1170607134031;76.8645138259604;768.4168575355029;911.0;59.0;23370.0;;639.591359111417;551.596511133817;717.9775038306191;1460.1433806688099;88.1956023820433;1056.31974347229;174.0;39.0;11.0;16.0;75.0;13.0;33.0;38.0;14.0;29045;53;29
29046;13902.0;14747.0;24.94;445.0;1228.0;7425.710431454641;76.0;255.0;10344.9347465911;7425.710431454641;1716.52808175358;1202.69623338292;4742.16480568848;7414.0;45.0;20000.0;14.0;6573.2759964173;5779.9865837648795;7058.331017935991;7975.39347243032;1076.00833211111;5663.0777970153;1389.0;30.0;94.0;89.0;944.0;215.0;232.0;361.0;77.0;29046;53;29
29047;1837.0;1782.0;9.5;111.0;65.0;723.906738544474;18.0;8.0;774.4891758204599;723.906738544474;6.0698924731182595;44.512544802867204;599.129380053908;723.0;;21600.0;;160.687856363847;119.974864367014;302.238407454041;1132.89919137466;71.30134770889491;884.334770889488;89.0;18.0;4.0;7.0;47.0;12.0;13.0;19.0;3.0;29047;53;29
29048;2224.0;2170.0;39.98;130.0;84.0;891.999999999822;17.0;9.0;992.0263901977479;891.999999999822;24.248821866163897;75.7775683317623;742.553658913146;909.0;44.0;20600.0;;292.475491754111;179.03404390654202;335.210186865708;1409.12181518803;89.97377768278959;1083.65078518853;174.0;48.0;17.0;25.0;66.0;22.0;18.0;39.0;2.0;29048;53;29
29049;3271.0;3202.0;70.3;204.0;180.0;1380.4089866332502;32.0;40.0;1636.9475430798902;1380.4089866332502;116.515519661023;140.023036785616;1078.81533267685;1366.0;46.0;20890.0;10.0;469.313372494955;319.934741905194;532.242786762592;2017.4149262776102;139.50445669449698;1598.08242536594;258.0;68.0;15.0;27.0;118.0;33.0;30.0;62.0;10.0;29049;53;29
29051;8208.0;8140.0;39.87;407.0;306.0;3508.5011154868603;83.0;75.0;3714.3534166615204;3508.5011154868603;55.0298230862949;150.822478088364;2731.68209918913;3463.0;56.0;22420.0;6.0;3136.39437581976;2829.4471389378996;3010.31411513789;4994.76277944897;309.54463339782995;3751.09549608516;583.0;28.0;47.0;77.0;351.0;103.0;80.0;151.0;65.0;29051;53;29
29053;1727.0;1714.0;11.85;102.0;131.0;782.999999996928;15.0;37.0;992.006776376405;782.999999996928;78.377541142304;130.629235237173;584.039776597286;800.0;;21160.0;;632.4908855035591;492.05151012135;598.262261427197;1005.9836185722801;74.4092977749664;749.635857920056;222.0;5.0;14.0;22.0;131.0;35.0;50.0;68.0;10.0;29053;53;29
29055;3187.0;3147.0;9.77;146.0;119.0;1375.0;32.0;28.0;1472.0;1375.0;19.0;78.0;1146.0;1384.0;47.0;21170.0;7.0;793.8017461751871;672.564247852453;785.3638489536819;1914.0;150.0;1402.0;178.0;15.0;9.0;20.0;100.0;34.0;34.0;49.0;14.0;29055;53;29
29056;1881.0;1818.0;9.21;100.0;43.0;754.169890224778;16.0;10.0;807.496394706212;754.169890224778;15.904396073410199;37.422108408023895;646.00993204391;756.0;;24000.0;;217.59719883508998;183.73887998610002;242.710229946658;1139.61265028751;57.0297961317303;873.1458442237331;83.0;5.0;9.0;11.0;41.0;12.0;17.0;19.0;4.0;29056;53;29
29057;3366.0;3276.0;18.53;127.0;148.0;1608.24325218077;22.0;30.0;2464.98050541184;1608.24325218077;661.025712865934;195.711540365141;1281.6380171210699;1649.0;60.0;24110.0;7.0;889.6573818882199;678.553445059673;746.3940025770171;1899.26081650154;150.431643708419;1414.3167019151902;390.0;28.0;28.0;27.0;276.0;38.0;31.0;81.0;20.0;29057;53;29
29058;9458.0;9174.0;32.76;268.0;511.0;4678.99999998499;50.0;127.0;7704.79369249485;4678.99999998499;2593.9718791064397;431.821813403418;3421.96327849815;4819.0;62.0;24300.0;7.0;2936.5725629984495;2354.92910476114;2810.4286166925203;5455.77466757993;487.683177042181;3889.6485264395296;969.0;37.0;55.0;76.0;641.0;130.0;160.0;199.0;41.0;29058;53;29
29059;1052.0;1020.0;13.34;63.0;38.0;424.813819577737;8.0;8.0;482.844827329675;424.813819577737;14.039759939985002;43.991247811953;354.679462571979;416.0;;21050.0;;175.40808537025;125.853233682674;242.288497867881;653.239923224571;40.076775431862;508.969289827258;99.0;15.0;7.0;14.0;53.0;19.0;10.0;22.0;6.0;29059;53;29
29060;2769.0;2623.0;17.07;133.0;116.0;1219.5129217516198;24.0;20.0;1478.8732176237197;1219.5129217516198;166.36258022075398;92.99771565135299;1044.58686288586;1200.0;59.0;23280.0;;188.373608365901;101.165971435314;229.731575282423;1632.97451543431;113.304379038047;1242.37257717157;180.0;11.0;12.0;20.0;113.0;17.0;24.0;25.0;1.0;29060;53;29
29061;6116.0;5982.0;12.08;319.0;218.0;2530.00000000001;68.0;55.0;2675.7871380218303;2530.00000000001;10.1241068070703;135.663031214742;1960.79037961767;2540.0;60.0;23600.0;5.0;3339.63770632422;3031.9960363353603;3371.04345632539;3895.7557406346705;274.35368690694804;2860.12292230633;610.0;12.0;33.0;75.0;397.0;113.0;93.0;172.0;94.0;29061;53;29
29062;1100.0;1125.0;30.94;60.0;42.0;494.101633387962;15.0;13.0;640.325903741264;494.101633387962;57.087557603686506;89.1367127496158;415.86077283645204;483.0;;20440.0;;134.026258457675;78.025182356136;137.174560350537;690.0165683726229;61.0770967351826;556.042112328553;87.0;37.0;9.0;9.0;24.0;3.0;8.0;14.0;1.0;29062;53;29
29064;446.0;442.0;6.38;20.0;23.0;204.458426966293;3.0;4.0;277.806520447228;204.458426966293;56.8189456542455;16.5291478266896;173.388764044945;203.0;;19990.0;;98.0839202482674;67.0334106909219;117.188090190793;291.653932584271;23.0516853932585;215.48314606741698;49.0;11.0;3.0;8.0;23.0;9.0;4.0;10.0;1.0;29064;53;29
29066;1782.0;1686.0;22.72;92.0;80.0;754.522975929978;17.0;16.0;841.8964287682201;754.522975929978;25.2923152952804;62.0811375429611;623.894967177243;727.0;;21450.0;;226.53670100759498;160.839717138211;270.66330928474997;1042.09956236324;70.1881838074398;837.3840262582061;116.0;20.0;10.0;16.0;54.0;17.0;16.0;13.0;6.0;29066;53;29
29067;1329.0;1366.0;21.83;43.0;149.0;640.58672268866;10.0;25.0;796.150475999292;640.58672268866;69.863961067649;85.6997922429828;467.311127368928;572.0;;19310.0;;520.841825797563;402.928957732202;846.678834199538;741.529634408914;95.9380460161375;540.490466457033;147.0;16.0;11.0;19.0;68.0;23.0;33.0;41.0;7.0;29067;53;29
29068;2490.0;2364.0;42.64;199.0;101.0;994.635990140118;24.0;20.0;1136.9820303292402;994.635990140118;40.26894557981829;102.077094609307;804.896192824232;995.0;41.0;19970.0;9.0;531.528702829787;393.733136117031;562.1025774293361;1501.21631060015;120.835661462647;1200.6148315533699;204.0;72.0;11.0;29.0;72.0;23.0;20.0;57.0;10.0;29068;53;29
29069;7981.0;7703.0;18.98;389.0;347.0;3075.99999999995;58.0;83.0;3235.63796296291;3075.99999999995;17.0682098765432;142.56975308641898;2437.36369489769;3126.0;56.0;22210.0;6.0;1816.04869161934;1579.3543464271302;1825.0761594244398;4764.48942575274;307.204720314709;3449.58475053532;386.0;16.0;24.0;56.0;214.0;56.0;76.0;90.0;34.0;29069;53;29
29071;778.0;730.0;22.75;54.0;30.0;332.146153836829;10.0;5.0;422.86596060011397;332.146153836829;46.8888888888887;43.830917874395894;252.579898909632;334.0;;19440.0;;104.858388952824;53.1068640621155;95.6814040483097;465.824073099075;45.7543794987744;360.04893556722703;58.0;17.0;3.0;8.0;24.0;7.0;6.0;8.0;2.0;29071;53;29
29072;2658.0;2938.0;2.46;78.0;265.0;1524.99999999567;10.0;42.0;2799.8458539999297;1524.99999999567;954.3763288447951;320.469525159463;1067.91548294309;1569.0;47.0;20570.0;11.0;1385.70729449668;1146.14648834717;1580.63389617625;1400.8041886968601;155.645060770338;945.7036133884869;349.0;21.0;25.0;22.0;232.0;59.0;49.0;101.0;27.0;29072;53;29
