codepostal;ville;nb_pieces;prix_m2
75016;paris-16eme;2;10891,42
76000;rouen;5;2736,84
06400;cannes;1;4516,13
31300;toulouse;3;4410,96
06000;nice;1;6111,54
75016;paris-16eme;5;14000
31400;toulouse;3;0
76000;rouen;4;2597,83
83200;toulon;2;2283,33
34000;montpellier;3;4750
13090;aix-en-provence;4;3651,3
06000;nice;4;4250
31400;toulouse;2;3685,71
34000;montpellier;3;2500
83000;toulon;3;2734,38
75016;paris-16eme;2;10603,45
31000;toulouse;2;3400
33000;bordeaux;3;5081,82
31000;toulouse;1;6736,84
34000;montpellier;2;4060
33300;bordeaux;1;6789,47
33200;bordeaux;3;5632,17
33300;bordeaux;2;5852,94
33300;bordeaux;2;6113,64
34000;montpellier;2;0
31400;toulouse;4;2528,57
06400;cannes;4;9517,24
06000;nice;2;8030,3
76000;rouen;4;2036,14
76000;rouen;3;882,35
76000;rouen;3;0
06400;cannes;3;4976,88
06300;nice;4;3640
34000;montpellier;3;0
75016;paris-16eme;3;11000
31000;toulouse;5;5392,59
31500;toulouse;4;0
34000;montpellier;2;5564,1
06400;cannes;3;5140,19
13090;aix-en-provence;4;2700
75016;paris-16eme;2;9300
30900;nimes;4;2360,25
76000;rouen;5;4349,4
33300;bordeaux;2;4046
34000;montpellier;2;4405,52
83000;toulon;2;0
75016;paris-16eme;3;11052,69
06400;cannes;1;7258,06
06200;nice;3;5937,5
75016;paris-16eme;8;11090,53
75016;paris-16eme;2;13142,86
75016;paris-16eme;3;9090,91
30000;nimes;3;1344,59
33000;bordeaux;2;6656,8
34000;montpellier;3;4210,53
75016;paris-16eme;4;13271,03
31100;toulouse;2;3046,88
75016;paris-16eme;2;12038,22
76000;rouen;4;2556,82
33000;bordeaux;2;5000
33000;bordeaux;4;7498,62
75016;paris-16eme;6;15000
06100;nice;4;8327,78
30000;nimes;3;2232,35
31200;toulouse;3;2328,13
06000;nice;1;0
13100;aix-en-provence;4;6250
31100;toulouse;4;2262,89
31100;toulouse;2;2261,9
31100;toulouse;1;0
06300;nice;3;4779,64
31100;toulouse;2;2261,9
31500;toulouse;4;2857,14
31000;toulouse;5;6042,53
31100;toulouse;2;2000
76000;rouen;3;1639,34
13100;aix-en-provence;4;3464,29
06200;nice;2;3983,33
06300;nice;2;5636,36
13100;aix-en-provence;2;0
33200;bordeaux;3;3237,8
76000;rouen;4;3291,26
33300;bordeaux;3;5748,98
30000;nimes;3;3184,62
31200;toulouse;3;256,87
75116;paris-16eme;5;17283,24
33000;bordeaux;1;0
31400;toulouse;1;3193,55
13100;aix-en-provence;1;7655,09
75016;paris-16eme;2;10043,67
33300;bordeaux;3;4852,94
31000;toulouse;4;5447,15
83000;toulon;4;2128,21
33000;bordeaux;2;5040,54
33000;bordeaux;2;5328,95
13100;aix-en-provence;1;7557,78
31000;toulouse;3;2967,74
31300;toulouse;3;2967,74
06200;nice;3;4237,5
13100;aix-en-provence;2;4931,46
31500;toulouse;4;1614,46
31300;toulouse;2;2574,07
13100;aix-en-provence;2;4987,5
06300;nice;1;5304,07
31100;toulouse;4;1263,89
76000;rouen;2;2886,79
30000;nimes;4;833,33
31100;toulouse;1;2821,74
33200;bordeaux;4;2934,78
06100;nice;4;4448,98
13100;aix-en-provence;1;8082,5
13100;aix-en-provence;1;7908,18
33000;bordeaux;6;4715
76100;rouen;3;1186,99
33200;bordeaux;6;4622,09
75116;paris-16eme;1;11500
30900;nimes;3;2430,77
76100;rouen;5;1440
13100;aix-en-provence;2;6800
33000;bordeaux;3;5369,23
33000;bordeaux;3;4571,67
06000;nice;3;2931,51
06000;nice;3;3500
33000;bordeaux;2;6771,43
75016;paris-16eme;8;11090,53
31100;toulouse;4;1381,08
06000;nice;2;4530,3
06000;nice;3;4081
30000;nimes;3;2488,1
06200;nice;2;4842,11
75016;paris-16eme;5;12154,47
06000;nice;3;5409,09
06400;cannes;3;6343,28
13090;aix-en-provence;3;4165,58
75016;paris-16eme;3;14333,33
06400;cannes;3;6164,95
06400;cannes;4;9533,33
13100;aix-en-provence;3;5121,21
76000;rouen;2;2632,65
13100;aix-en-provence;2;5933,33
31100;toulouse;4;1263,89
31300;toulouse;3;2919,35
31100;toulouse;5;1594,06
75016;paris-16eme;5;10512,82
06100;nice;3;4302,33
06100;nice;4;4491,53
34000;montpellier;3;4338,24
06000;nice;5;3119,66
75016;paris-16eme;6;8614,23
30900;nimes;3;2383,72
06100;nice;4;4743,2
76000;rouen;2;3125,45
83000;toulon;5;1970,19
83000;toulon;2;2459,46
31100;toulouse;4;2042,86
06000;nice;3;4565,22
06000;nice;4;7806,47
31100;toulouse;5;991,67
34000;montpellier;3;2698,41
76100;rouen;5;2314,41
59000;lille;2;2010,42
06400;cannes;3;7471,26
06200;nice;4;4189,19
33000;bordeaux;2;4945,95
13090;aix-en-provence;2;3928,57
59000;lille;4;3636,36
33300;bordeaux;4;3495,31
34070;montpellier;3;2016,39
76000;rouen;3;1451,61
75016;paris-16eme;4;10833,33
75116;paris-16eme;1;19000
83000;toulon;1;3352,94
34070;montpellier;3;3048,39
33000;bordeaux;2;5236,84
31000;toulouse;2;3750
13100;aix-en-provence;2;4868,18
06000;nice;4;3700
31100;toulouse;5;2457,14
34000;montpellier;3;2191,01
31200;toulouse;4;2426,83
75016;paris-16eme;1;12870,97
34000;montpellier;2;3550
76000;rouen;2;3117,65
31400;toulouse;2;2431,82
31200;toulouse;2;2365,79
06000;nice;2;8094,07
33000;bordeaux;4;4854,01
75116;paris-16eme;2;11944,44
06400;cannes;3;813,25
06400;cannes;5;5514,71
34090;montpellier;2;2921,57
75116;paris-16eme;3;12918,66
30000;nimes;2;1425,53
06100;nice;2;7398,15
06200;nice;1;5452,91
06100;nice;4;6074,77
75116;paris-16eme;4;13358,21
34000;montpellier;3;2256,76
13100;aix-en-provence;3;6408,45
31200;toulouse;3;3003,41
31300;toulouse;3;3389,58
13100;aix-en-provence;3;4992,96
06400;cannes;3;8260,87
06400;cannes;5;22545,45
06200;nice;2;4277,53
06100;nice;3;8080,88
31500;toulouse;3;2615,38
34000;montpellier;2;2761,9
06300;nice;2;7206,9
06200;nice;4;5117,65
06000;nice;1;4666,67
75016;paris-16eme;3;14333,33
75016;paris-16eme;7;13958,33
31000;toulouse;3;4084,34
75016;paris-16eme;2;11083,33
06400;cannes;3;6885,06
83000;toulon;1;0
76000;rouen;1;4928,57
59000;lille;2;2534,21
06000;nice;3;4746,03
34000;montpellier;3;3166,67
75016;paris-16eme;3;12375
34000;montpellier;2;3125
31100;toulouse;2;1666,67
06200;nice;3;2985,07
06000;nice;4;4135,34
31100;toulouse;1;0
31100;toulouse;2;2023,81
06000;nice;2;3877,19
33000;bordeaux;2;5000
33000;bordeaux;1;4993,33
34070;montpellier;3;2838,24
34000;montpellier;2;3054,17
83000;toulon;4;1914,74
31200;toulouse;4;2609,76
75016;paris-16eme;1;12183,84
34000;montpellier;2;3602,94
34090;montpellier;3;4593,75
83200;toulon;3;2936,51
75116;paris-16eme;2;12692,31
13100;aix-en-provence;3;6100
83000;toulon;1;2115,38
31100;toulouse;2;3750
06400;cannes;3;4013,89
06400;cannes;1;14483,87
31000;toulouse;1;3553
06400;cannes;1;6826,09
06400;cannes;1;9750
59000;lille;2;1980
33000;bordeaux;4;4866,67
06200;nice;3;3370,62
75116;paris-16eme;1;17225
06400;cannes;3;4461,54
06200;nice;2;4490,2
31400;toulouse;1;3437,5
34080;montpellier;3;1350
83200;toulon;3;2693,55
83000;toulon;1;4037,04
06300;nice;3;1335,82
33000;bordeaux;4;5750
06200;nice;3;4966,05
33000;bordeaux;1;4063,47
13090;aix-en-provence;4;2191,18
31500;toulouse;4;3970,96
75016;paris-16eme;4;11581,63
33200;bordeaux;4;2698,63
59000;lille;1;4540
06000;nice;3;3661,76
75016;paris-16eme;3;11240,88
59000;lille;2;4950
31200;toulouse;4;2789,47
13100;aix-en-provence;1;6034,87
06000;nice;3;4047,62
31100;toulouse;4;1862,5
31400;toulouse;4;3035,71
33800;bordeaux;3;0
30000;nimes;3;2250
06400;cannes;2;6250
31400;toulouse;3;4229,79
83000;toulon;4;1790,54
31500;toulouse;4;1666,65
06000;nice;2;4166,67
33000;bordeaux;2;6924,53
59000;lille;2;3390,12
34080;montpellier;2;2800
33800;bordeaux;1;0
33800;bordeaux;2;0
33800;bordeaux;4;0
06300;nice;4;2674,54
06300;nice;3;3703,7
06300;nice;1;5342,57
06200;nice;3;4187,5
34000;montpellier;3;4158,73
06000;nice;4;4297,72
06300;nice;4;5225,43
06150;cannes;3;4428,57
75016;paris-16eme;4;10833,33
13100;aix-en-provence;3;4238,1
31500;toulouse;2;0
59000;lille;5;2326,25
75116;paris-16eme;1;10476,19
06400;cannes;3;6964,29
06300;nice;3;9450
33000;bordeaux;4;5227,27
06100;nice;4;4914,78
31000;toulouse;3;6329,55
75016;paris-16eme;4;10096,15
33000;bordeaux;3;5403,23
33000;bordeaux;3;5403,23
06300;nice;3;4846,15
30000;nimes;3;2338,46
34000;montpellier;3;4630,14
31500;toulouse;4;5642,2
83000;toulon;4;2088,24
13090;aix-en-provence;3;3472,22
06000;nice;2;6346,15
06000;nice;4;6146,15
06200;nice;3;3666,67
33000;bordeaux;2;5106,38
06400;cannes;4;8277,78
33300;bordeaux;3;5123,19
76000;rouen;2;5745,45
34070;montpellier;2;3444,44
33000;bordeaux;1;0
75016;paris-16eme;1;11363,64
06000;nice;1;1500
75016;paris-16eme;1;11990,41
31000;toulouse;1;18,18
33000;bordeaux;5;4368,75
33200;bordeaux;4;3363,64
31000;toulouse;1;4676,47
33000;bordeaux;6;4622,09
33200;bordeaux;6;4715
30000;nimes;1;2160
33200;bordeaux;6;2743,24
33200;bordeaux;4;3000
75016;paris-16eme;4;12154,47
33200;bordeaux;4;2884,62
06400;cannes;4;7489,13
33200;bordeaux;6;4288,29
13090;aix-en-provence;3;3386,67
06400;cannes;3;3750
33200;bordeaux;5;4058,25
13100;aix-en-provence;1;8003,12
06400;cannes;2;6923,08
33800;bordeaux;4;4135,8
83200;toulon;4;0
59000;lille;4;5247,52
06300;nice;4;2618,56
33200;bordeaux;1;4237,29
06400;cannes;2;5303,03
06000;nice;3;5571,43
06400;cannes;2;6923,08
34000;montpellier;3;3581,08
33000;bordeaux;2;5222,22
34080;montpellier;2;2489,8
06300;nice;3;10080
34000;montpellier;3;4407,89
83200;toulon;2;3875
75016;paris-16eme;6;13928,57
76000;rouen;3;3671,43
33000;bordeaux;6;5964,29
76000;rouen;2;3382,35
34070;montpellier;2;2875
13100;aix-en-provence;4;4406,98
33000;bordeaux;2;5181,82
76000;rouen;2;14,94
75116;paris-16eme;4;12941,18
75016;paris-16eme;7;15220
06200;nice;3;4531,25
33200;bordeaux;2;3420
75016;paris-16eme;2;0
33000;bordeaux;3;6000
06000;nice;4;8000
30000;nimes;3;2863,01
33200;bordeaux;3;5015,15
83000;toulon;2;2857,14
31400;toulouse;2;3219,08
33000;bordeaux;4;2741,94
33200;bordeaux;4;2836,96
83000;toulon;4;2785,71
33000;bordeaux;4;4857,14
30900;nimes;3;0
83200;toulon;3;1928,57
83000;toulon;4;260,24
31500;toulouse;4;1671,22
31500;toulouse;3;1357,59
31000;toulouse;3;5197,37
06000;nice;4;4350
59000;lille;2;4184,21
06200;nice;4;5900
31500;toulouse;3;2503,57
34000;montpellier;3;3476,19
34000;montpellier;2;3160
31200;toulouse;2;3194,72
06000;nice;1;0
33300;bordeaux;3;3519,47
31300;toulouse;3;3000
33200;bordeaux;3;3468,25
06200;nice;3;4453,13
33000;bordeaux;4;4302,75
33000;bordeaux;2;5264,15
33200;bordeaux;4;3042,93
06200;nice;2;4422,54
76000;rouen;2;2895,83
75016;paris-16eme;1;14066,5
06200;nice;2;4325,57
06200;nice;4;3464,91
31200;toulouse;3;3098,24
83000;toulon;3;1877,78
34000;montpellier;2;2918,92
06400;cannes;3;7010,64
34070;montpellier;2;3209,3
83200;toulon;4;1571,43
83200;toulon;4;2485,29
34090;montpellier;2;2925
06400;cannes;3;6164,95
34000;montpellier;3;3905,61
06400;cannes;1;9255,43
75016;paris-16eme;7;10794,7
31000;toulouse;4;5632,08
34000;montpellier;2;2620
83000;toulon;2;2843,14
31100;toulouse;2;2617,65
31000;toulouse;3;4737,7
30000;nimes;3;2118,28
30000;nimes;3;1437,5
34000;montpellier;3;3121,43
59000;lille;2;3791,04
31100;toulouse;3;2698,97
83200;toulon;3;2328,95
06000;nice;3;4489,05
33000;bordeaux;3;3435,48
06400;cannes;2;21,33
34000;montpellier;2;0
59000;lille;2;2189,78
76000;rouen;3;2302,63
33000;bordeaux;1;6761,9
59000;lille;4;3353,66
34000;montpellier;2;4363,64
83000;toulon;3;2928,57
75016;paris-16eme;5;15450
06200;nice;3;5625
31200;toulouse;2;3047,62
06100;nice;3;4032,02
06200;nice;1;3906,25
13100;aix-en-provence;3;8561,64
33200;bordeaux;5;2847,06
13100;aix-en-provence;3;8561,64
31200;toulouse;2;3320
06400;cannes;2;4456,14
76000;rouen;3;2579,03
06400;cannes;3;3493,81
76000;rouen;5;2546,96
76000;rouen;6;2826
31200;toulouse;4;2515,63
30900;nimes;4;3180
75016;paris-16eme;5;10155,44
30900;nimes;5;0
06000;nice;3;5394,52
31000;toulouse;3;4104,29
13090;aix-en-provence;4;2700
76000;rouen;2;1634,85
06200;nice;4;4677,61
06200;nice;3;4716,22
30900;nimes;4;1920
06000;nice;4;8090,91
34090;montpellier;2;425,08
83100;toulon;4;3882,35
06000;nice;4;4700
34000;montpellier;2;0
06200;nice;2;4351,85
06300;nice;2;3394,33
83000;toulon;2;6629,63
75016;paris-16eme;4;11504,42
34000;montpellier;3;3209,68
33000;bordeaux;3;5680,56
30000;nimes;3;1690,14
31200;toulouse;3;2283,58
06400;cannes;3;6676,93
59800;lille;6;4994,35
83000;toulon;4;2400
06300;nice;3;2625
59800;lille;2;4219,8
06000;nice;2;4853,66
59000;lille;4;3990
34070;montpellier;3;2897,06
59800;lille;3;4097,83
06200;nice;3;3415,66
31400;toulouse;3;2884,06
06400;cannes;2;4720,54
06000;nice;2;3404,76
33200;bordeaux;4;2934,78
06000;nice;3;4437,5
13100;aix-en-provence;4;3680
06200;nice;2;4846,53
59000;lille;2;3946,18
06400;cannes;2;8465,12
31500;toulouse;3;2230,16
59000;lille;3;3742,86
34000;montpellier;3;3037,09
30000;nimes;1;2193,55
31100;toulouse;3;2271,43
34090;montpellier;2;0
30000;nimes;4;1546,88
31200;toulouse;3;3365,08
31500;toulouse;2;3625
33000;bordeaux;4;6000
06000;nice;3;5759,02
34000;montpellier;2;5868,17
06400;cannes;2;4090,91
30000;nimes;5;2647,06
06100;nice;3;3852,46
06000;nice;5;4632,77
31400;toulouse;3;2455,88
59000;lille;3;9,68
06300;nice;1;4665,27
31100;toulouse;4;2164,71
75016;paris-16eme;2;13333,33
06400;cannes;2;3237,88
31200;toulouse;4;4009,4
30900;nimes;4;2162,16
06400;cannes;2;4676,47
06100;nice;2;4245,82
83000;toulon;2;2400
75016;paris-16eme;3;0
06200;nice;2;4200
31000;toulouse;4;4816,67
31500;toulouse;4;2499,99
83000;toulon;3;4677,42
06100;nice;3;3203,13
06400;cannes;3;6138,46
06000;nice;3;0
06000;nice;2;429,1
31500;toulouse;3;2283,58
31000;toulouse;3;5433,07
83000;toulon;2;2386,36
34000;montpellier;3;2228,57
30900;nimes;6;2083,33
30000;nimes;2;1714,29
06200;nice;2;3498,5
06400;cannes;2;6560,98
06200;nice;2;5020,83
13090;aix-en-provence;3;5044,78
30000;nimes;2;2347,83
06400;cannes;2;5515,15
75016;paris-16eme;2;12923,08
83000;toulon;3;2714,29
30000;nimes;3;1903,23
34070;montpellier;2;3001,03
30900;nimes;4;2894,74
06300;nice;2;4280
06400;cannes;3;1145,94
31100;toulouse;2;2377,78
33000;bordeaux;3;3166,67
30000;nimes;3;2283,78
30000;nimes;2;2289,47
75016;paris-16eme;1;11190,48
83000;toulon;4;2407,41
30000;nimes;5;1778,95
30000;nimes;3;2030,3
34000;montpellier;3;3797,98
33000;bordeaux;1;8010,81
30000;nimes;3;2085,71
34000;montpellier;3;4945,05
30900;nimes;3;2253,97
83000;toulon;4;1666,67
30000;nimes;4;1904,26
06000;nice;1;5580
34000;montpellier;2;3515,87
06000;nice;1;4933,33
31300;toulouse;4;6241,91
06200;nice;3;5657,41
83000;toulon;4;2603,17
31000;toulouse;2;16
06000;nice;2;5275,51
30000;nimes;5;1416,67
06100;nice;4;5000
30000;nimes;4;1000
13100;aix-en-provence;3;3517,65
06400;cannes;2;6250
06000;nice;2;608,42
06000;nice;2;5921,73
30000;nimes;5;967,74
06000;nice;2;5000
06400;cannes;1;8039,39
34070;montpellier;2;3444,44
06400;cannes;2;5781,82
75016;paris-16eme;4;10350,88
06000;nice;2;5156,25
75116;paris-16eme;6;12606,06
30000;nimes;3;2726,03
06400;cannes;2;6800
30000;nimes;5;2166,67
06400;cannes;2;7282,61
34070;montpellier;2;3166,67
30900;nimes;3;3109,38
83200;toulon;4;1925,37
33300;bordeaux;2;5695,65
34070;montpellier;3;2567,73
83000;toulon;4;2895,35
76000;rouen;2;0
06200;nice;2;5000
06400;cannes;2;6808,51
06400;cannes;2;8712,33
75116;paris-16eme;7;19011,41
06400;cannes;2;7212,77
34000;montpellier;3;3969,23
83000;toulon;4;2194,03
06400;cannes;2;9125
34070;montpellier;3;2083,33
06400;cannes;2;5642,86
75116;paris-16eme;5;13881,25
75016;paris-16eme;2;18125
06400;cannes;3;4857,14
31200;toulouse;4;2422,36
31400;toulouse;3;3053,08
76000;rouen;4;3872,34
59000;lille;5;4158,88
31000;toulouse;3;5214,29
06400;cannes;3;5067,57
83000;toulon;3;2159,42
06400;cannes;3;6428,57
06400;cannes;3;5808,82
31400;toulouse;4;4816,67
83000;toulon;4;2113,64
30900;nimes;4;2560,98
30000;nimes;4;1558,44
06100;nice;3;3533,33
31100;toulouse;1;1290,32
30000;nimes;1;2100
30000;nimes;3;2523,81
83200;toulon;4;1573,33
06000;nice;2;7377,3
13100;aix-en-provence;4;3843,75
34000;montpellier;2;0
33000;bordeaux;2;4432,13
06200;nice;2;4164,58
06400;cannes;2;11216,22
31100;toulouse;2;3559,08
30000;nimes;2;1681,82
30000;nimes;3;4647,89
06200;nice;3;3684,21
13100;aix-en-provence;4;3593,75
06000;nice;3;3918,89
30000;nimes;2;2740,11
75016;paris-16eme;2;11250
06400;cannes;3;5833,33
06000;nice;2;7997,36
06400;cannes;2;7697,37
06000;nice;2;7793,76
30000;nimes;3;1737,5
06000;nice;2;7360,41
06000;nice;2;7377,3
06000;nice;2;5729,73
30000;nimes;2;2571,43
06400;cannes;4;9517,24
34000;montpellier;3;3305,97
06400;cannes;2;8368,42
30000;nimes;3;1714,29
06400;cannes;3;5987,5
06000;nice;2;8052,49
06000;nice;2;754,39
34000;montpellier;2;3271,43
33000;bordeaux;1;4862,88
06400;cannes;2;8428,57
59260;lille;2;3205,88
33000;bordeaux;4;3866,67
33000;bordeaux;5;7160
83000;toulon;5;2107,14
34070;montpellier;3;1973,25
13090;aix-en-provence;5;250,25
06400;cannes;3;8866,67
06400;cannes;3;858,21
33200;bordeaux;3;3774,19
13100;aix-en-provence;4;4482,39
06400;cannes;3;8170,73
13100;aix-en-provence;2;5430
06000;nice;4;8533,33
06000;nice;2;9285,71
31300;toulouse;4;4482,46
06400;cannes;2;4717,39
34000;montpellier;3;4076,92
83200;toulon;2;1540
75016;paris-16eme;6;10294,12
06400;cannes;3;4727,03
34000;montpellier;3;3963,86
06000;nice;2;4245,61
06400;cannes;2;8313,73
75016;paris-16eme;6;13172,04
75016;paris-16eme;6;13963,77
06400;cannes;1;5000
06300;nice;2;5636,36
06000;nice;1;5468,75
75016;paris-16eme;4;0
06000;nice;3;3317,64
30000;nimes;3;1129,03
06000;nice;3;2492,65
06400;cannes;3;671,18
34090;montpellier;2;3218,75
06400;cannes;3;6321,1
06200;nice;2;4076,92
06000;nice;3;5268,82
06400;cannes;2;5285,71
34000;montpellier;2;1790,79
06200;nice;3;4346,15
06300;nice;2;4760,87
06400;cannes;3;7406,25
31500;toulouse;3;4240
06300;nice;1;0
75016;paris-16eme;6;11704,55
06100;nice;3;4427,71
06400;cannes;3;8536,59
06400;cannes;3;8666,67
06000;nice;3;2875
33000;bordeaux;4;3157,14
06000;nice;1;8666,67
30000;nimes;4;2011,9
31500;toulouse;4;1666,65
06100;nice;2;4245,61
75016;paris-16eme;1;0
06000;nice;2;5410,96
30000;nimes;4;1550,46
31100;toulouse;4;802,47
06400;cannes;3;8658,74
34070;montpellier;3;2802,28
31200;toulouse;2;3048,78
76000;rouen;1;2117,12
31100;toulouse;5;1590,91
33000;bordeaux;3;5241,94
33000;bordeaux;3;5241,94
83000;toulon;4;1466,36
34000;montpellier;2;0
31500;toulouse;3;3807,04
33000;bordeaux;6;5551,88
13090;aix-en-provence;3;3666,67
31;toulouse;4;4024,39
33000;bordeaux;1;5666,67
34000;montpellier;2;2594,59
59000;lille;1;4382,35
83200;toulon;3;2661,54
83200;toulon;3;2384,62
33000;bordeaux;4;4565,22
83000;toulon;3;4746,03
06400;cannes;2;10972,22
30000;nimes;2;2125
75016;paris-16eme;3;10806,45
33000;bordeaux;2;6000
06400;cannes;3;5880,88
13100;aix-en-provence;4;4237,29
31100;toulouse;5;4484,93
06400;cannes;2;22941,18
76100;rouen;3;1829,55
33000;bordeaux;2;4812,5
06300;nice;1;4328,36
30900;nimes;2;2941,18
30000;nimes;4;1252,63
31100;toulouse;4;3311,11
31400;toulouse;2;2693,18
83200;toulon;4;2575,76
33000;bordeaux;4;5227,27
76100;rouen;3;1776,82
06400;cannes;2;#DIV/0!
06100;nice;3;1781,02
76100;rouen;3;1732,89
83200;toulon;3;2500
06000;nice;2;6081,08
83000;toulon;2;4750
06400;cannes;3;8603,6
06400;cannes;2;10733,45
31500;toulouse;3;3115,94
06400;cannes;3;7712,77
06400;cannes;2;11807,23
75016;paris-16eme;4;10833,33
06400;cannes;3;8652,17
76000;rouen;2;3225,04
06200;nice;2;3076,92
33000;bordeaux;4;3537,63
83000;toulon;4;2872,88
13090;aix-en-provence;2;5744,68
33200;bordeaux;5;4045,05
13100;aix-en-provence;3;7835,82
34000;montpellier;3;3111,11
06300;nice;3;3046,9
31100;toulouse;4;1367,82
06400;cannes;3;11744,19
06400;cannes;3;12117,65
83200;toulon;3;2538,46
06400;cannes;3;11170,21
31400;toulouse;4;0
75016;paris-16eme;5;9775,28
76000;rouen;3;4434,67
34000;montpellier;2;4055,56
34000;montpellier;3;3018,87
06100;nice;4;4824,07
06000;nice;3;4943,18
06400;cannes;3;15487,8
83000;toulon;4;2162,5
31500;toulouse;3;3838,48
06200;nice;3;4081,08
33200;bordeaux;5;4045,05
06200;nice;3;3666,67
06200;nice;3;4187,5
06150;cannes;3;4428,57
06000;nice;3;5144,12
83000;toulon;4;2088,24
59000;lille;5;3828,77
06000;nice;1;4587,48
06300;nice;2;4172,34
06400;cannes;3;11500
31300;toulouse;2;3421,05
34000;montpellier;3;3285,71
75016;paris-16eme;6;19042,55
33000;bordeaux;2;6200
06300;nice;3;3106,67
06300;nice;3;3650,79
83000;toulon;3;2575,76
06300;nice;2;0
75016;paris-16eme;2;12110,73
06400;cannes;3;11691,18
76000;rouen;4;3525
76000;rouen;3;2544,44
75016;paris-16eme;3;14538,46
31100;toulouse;3;2898,57
59000;lille;3;17,74
75016;paris-16eme;6;10677,97
34000;montpellier;3;3384,62
06200;nice;2;4673,91
06000;nice;3;5880,62
06200;nice;3;4470,59
59800;lille;4;4339,13
33000;bordeaux;2;5725
30000;nimes;2;2863,64
83200;toulon;4;3538,46
33800;bordeaux;4;3612,5
06000;nice;2;5714,29
59000;lille;1;5072,59
06000;nice;1;7538,46
83200;toulon;4;2000
31400;toulouse;3;4784,62
06000;nice;3;5803,79
31000;toulouse;4;5706,52
31100;toulouse;2;2102,56
06150;cannes;2;4045,24
83200;toulon;4;2269,14
31400;toulouse;2;3411,76
76000;rouen;3;2586,96
06400;cannes;3;25294,12
06400;cannes;5;3590,91
59000;lille;2;4314,29
06400;cannes;3;28143,71
06100;nice;3;4448,98
06400;cannes;2;7127,66
59000;lille;2;3416,67
33000;bordeaux;1;3909,31
31400;toulouse;3;4820,86
06000;nice;3;11273,58
31400;toulouse;2;0
75016;paris-16eme;4;13271,03
31000;toulouse;3;4104,29
06300;nice;2;10678,57
06200;nice;2;3800
06000;nice;1;0
06200;nice;3;4387,6
34000;montpellier;3;4470,59
06000;nice;1;7211,11
83200;toulon;3;2956,52
33000;bordeaux;4;5431,03
83200;toulon;2;3075
06400;cannes;2;4454,39
06400;cannes;2;6822,22
06000;nice;5;1637,61
06400;cannes;3;10470,59
06150;cannes;2;5319,44
76000;rouen;2;2722,22
83200;toulon;4;2894,12
06400;cannes;2;9189,19
83000;toulon;2;5439,62
59000;lille;4;3127,91
83000;toulon;3;1571,43
06000;nice;1;6528,3
06400;cannes;3;6346,15
31200;toulouse;3;0
75016;paris-16eme;3;26,38
31200;toulouse;3;2429,88
13080;aix-en-provence;2;6111,11
33000;bordeaux;4;6860,47
06400;cannes;3;3494,85
06400;cannes;1;6307,69
59000;lille;2;3535,35
06400;cannes;2;5729,17
06000;nice;3;4428,57
31400;toulouse;1;4692,31
06000;nice;3;10694,44
06400;cannes;4;10810,81
06400;cannes;2;0
06400;cannes;3;0
06000;nice;2;3282,05
59000;lille;2;4285,71
06200;nice;3;3666,67
76000;rouen;2;3309,18
31300;toulouse;3;3016,39
83200;toulon;3;2307,69
06200;nice;3;5932,43
06300;nice;1;7370,37
83100;toulon;4;2689,19
33000;bordeaux;2;6558,33
34000;montpellier;3;0
33000;bordeaux;7;4972,85
06400;cannes;2;12363,64
30900;nimes;3;2253,97
06000;nice;2;3050,2
34000;montpellier;2;0
83200;toulon;3;2456,79
75016;paris-16eme;7;12500
06300;nice;2;6296,3
06400;cannes;3;13928,57
75016;paris-16eme;7;11074,07
06400;cannes;3;11000
31400;toulouse;1;0
06200;nice;3;4297,3
59000;lille;5;3928,57
06400;cannes;3;14534,88
06000;nice;2;5050,85
06400;cannes;3;12272,73
83000;toulon;4;3823,53
34000;montpellier;3;1329,41
33000;bordeaux;4;5750
83200;toulon;4;2554,05
33000;bordeaux;4;7570,84
06000;nice;2;3658,54
06000;nice;3;4375
06400;cannes;3;18348,62
06000;nice;2;3222,22
31300;toulouse;4;2753,62
13100;aix-en-provence;3;4642,11
75016;paris-16eme;7;12334,8
75016;paris-16eme;4;10537,63
34000;montpellier;3;2724,77
33000;bordeaux;2;6475
06200;nice;2;4094,34
83000;toulon;4;1913,98
83200;toulon;5;2426,83
33000;bordeaux;2;4742,82
33000;bordeaux;2;4404,02
06400;cannes;3;4516,13
83200;toulon;4;2369,05
75016;paris-16eme;6;18287,04
75116;paris-16eme;4;12571,43
33000;bordeaux;5;4961,54
06400;cannes;2;0
06400;cannes;2;6240
33000;bordeaux;6;6304,35
06400;cannes;2;0
33000;bordeaux;4;5063,83
06400;cannes;3;14924,73
06000;nice;3;4493,51
34000;montpellier;3;3615,87
34070;montpellier;2;4035,09
33000;bordeaux;4;4829,23
06400;cannes;1;6259,26
33000;bordeaux;6;5789,86
75016;paris-16eme;7;15384,62
33000;bordeaux;3;4952,38
06200;nice;3;4523,81
06400;cannes;3;3289,47
06300;nice;3;5517,24
30900;nimes;3;2272,73
06000;nice;2;476,19
30900;nimes;4;1722,22
06300;nice;2;14,47
33200;bordeaux;5;5294,12
06000;nice;1;4363,64
06400;cannes;2;2906,98
33000;bordeaux;3;14,18
33000;bordeaux;3;13,4
31200;toulouse;3;3041,07
33000;bordeaux;4;3528,74
13100;aix-en-provence;3;5017,76
