codepostal;ville;nb_pieces;prix_m2
06400;cannes;3;3375,32
06000;nice;2;0
59800;lille;3;3800
06100;nice;4;4464,78
33000;bordeaux;4;5262,14
75016;paris-16eme;7;13636,36
06400;cannes;4;6105,77
06400;cannes;2;4928,57
33300;bordeaux;5;5000
06000;nice;3;5872,76
06400;cannes;3;6303,54
06300;nice;4;714,29
34070;montpellier;1;3027,78
34080;montpellier;3;1271,43
31100;toulouse;4;0
06400;cannes;3;5820,9
06200;nice;3;4791,28
30000;nimes;3;1590,91
30000;nimes;3;1585,52
06000;nice;2;7888,41
13100;aix-en-provence;3;4703,48
33000;bordeaux;1;5354,84
34070;montpellier;1;310,26
34080;montpellier;3;2680,54
06000;nice;3;3166,67
06000;nice;1;638,6
06000;nice;4;3190
31000;toulouse;2;0
06400;cannes;3;6204,55
76000;rouen;2;3976,19
83100;toulon;3;2046,15
33000;bordeaux;4;2314,17
30000;nimes;3;2423,08
13100;aix-en-provence;4;3210,87
06400;cannes;4;6227,27
06000;nice;3;5641,03
34000;montpellier;4;2814,16
31100;toulouse;1;0
06000;nice;2;3202,08
06000;nice;1;5527,78
34080;montpellier;2;2565,95
34000;montpellier;3;6186,67
33800;bordeaux;3;4903,08
31500;toulouse;3;3456,22
34080;montpellier;4;0
06400;cannes;2;7137,25
31000;toulouse;4;1666,67
34070;montpellier;3;2207,93
31300;toulouse;4;3440,86
33000;bordeaux;3;5965,91
75016;paris-16eme;3;16225
76100;rouen;4;2677,59
06400;cannes;3;443,38
33000;bordeaux;2;#DIV/0!
31500;toulouse;3;3507,04
06000;nice;1;4264,71
33200;bordeaux;5;4591,12
34000;montpellier;2;3680
31200;toulouse;3;2881,62
34070;montpellier;5;2630,26
34090;montpellier;2;5862,75
06400;cannes;3;10298,51
30900;nimes;3;1161,76
31200;toulouse;3;2968,25
06300;nice;2;4734,64
06000;nice;4;4023,26
76000;rouen;3;0
59000;lille;3;4771,74
06400;cannes;2;0
34000;montpellier;3;2734,21
06400;cannes;5;4455,36
34070;montpellier;3;3162,23
30000;nimes;2;2608,7
06100;nice;2;3714,91
06400;cannes;5;12968,79
34000;montpellier;6;2172,41
83000;toulon;4;1884,21
34000;montpellier;2;2111,11
06100;nice;2;3823,97
06000;nice;3;11357,14
83000;toulon;2;2370,37
34070;montpellier;3;2074,63
59800;lille;2;4023,81
76000;rouen;2;0
34000;montpellier;4;6262,14
06400;cannes;4;8260,87
31300;toulouse;4;0
34000;montpellier;2;3950
06100;nice;2;4383,33
06000;nice;2;8184,03
59000;lille;1;4173,08
59000;lille;2;242,48
75016;paris-16eme;2;11698,11
76000;rouen;2;2072,19
06150;cannes;3;6421,57
33000;bordeaux;1;#DIV/0!
31200;toulouse;2;3117,32
33000;bordeaux;1;5454,55
34090;montpellier;4;4694,12
34090;montpellier;2;4414,29
06000;nice;3;9322,03
31200;toulouse;3;2179,1
06300;nice;2;5900
83000;toulon;3;2125
06000;nice;4;5078,49
31300;toulouse;3;3484,85
31300;toulouse;4;3735,54
06000;nice;4;4915,25
34000;montpellier;4;4752,48
06400;cannes;2;9657,14
06000;nice;2;4898,65
34070;montpellier;4;2908,76
34000;montpellier;2;3909,09
13100;aix-en-provence;2;5400
34000;montpellier;5;1904,35
34000;montpellier;2;3520
75116;paris-16eme;6;12000
06400;cannes;3;4256,76
06000;nice;2;4920,84
13100;aix-en-provence;2;4272,52
06000;nice;2;799,32
31300;toulouse;2;3304,35
33200;bordeaux;2;4492,31
31000;toulouse;5;8642,86
13100;aix-en-provence;4;3452,05
34000;montpellier;6;3658,91
06000;nice;3;6729,78
06000;nice;3;4839,51
59000;lille;3;5483,52
34000;montpellier;6;1697,53
13290;aix-en-provence;4;2988,51
33000;bordeaux;4;6565,16
59000;lille;6;3353,66
13100;aix-en-provence;2;26,14
06000;nice;2;2750
75016;paris-16eme;1;43,18
13100;aix-en-provence;1;4195,65
06400;cannes;3;5904,76
59000;lille;2;3118,42
13100;aix-en-provence;2;19,58
33000;bordeaux;4;6099,33
06400;cannes;2;4857,14
13100;aix-en-provence;4;5428,57
06100;nice;4;4019,61
06000;nice;2;8446,64
06200;nice;2;7023,81
06400;cannes;2;7388,54
06000;nice;1;6240,13
06000;nice;3;2563,11
34000;montpellier;3;3192,31
34080;montpellier;1;2763,16
31500;toulouse;5;1525,77
06400;cannes;3;8491,95
83000;toulon;4;2357,14
83000;toulon;4;2313,95
06200;nice;1;7011,61
13100;aix-en-provence;3;5064,94
76100;rouen;3;1626,67
33000;bordeaux;2;6300
83100;toulon;4;1375
59000;lille;1;4820,85
31400;toulouse;4;2965,19
06000;nice;4;8554,64
34000;montpellier;3;2255
31500;toulouse;3;0
59000;lille;3;2031,75
59000;lille;3;2086,09
06000;nice;1;6643,84
06300;nice;4;4880,43
31400;toulouse;4;10,54
76000;rouen;3;2879,12
59000;lille;5;2022,22
34070;montpellier;3;1809,86
33200;bordeaux;1;0
06300;nice;2;7933,51
06000;nice;2;4305,93
06400;cannes;3;10298,51
31500;toulouse;2;2756,9
31100;toulouse;4;2000
83200;toulon;3;2031,75
06400;cannes;4;9893,33
06000;nice;2;5319,15
33000;bordeaux;2;4800
30000;nimes;3;3975,31
75016;paris-16eme;6;13459,46
31500;toulouse;1;2731,15
06400;cannes;2;23898,31
06400;cannes;4;512,65
34000;montpellier;4;6142,86
33300;bordeaux;2;4093,02
06400;cannes;3;3600
06300;nice;2;3533,33
31300;toulouse;1;0
31500;toulouse;2;3510,2
75016;paris-16eme;2;12034,16
06150;cannes;2;5319,15
06400;cannes;2;6784,77
34000;montpellier;4;3913,04
33000;bordeaux;4;5181,82
06000;nice;3;2779,41
06000;nice;3;617,65
06400;cannes;3;443,38
33000;bordeaux;1;5000
31300;toulouse;2;2236,84
31500;toulouse;4;2692,31
75116;paris-16eme;1;15346,15
06200;nice;4;7514,71
31100;toulouse;2;0
34070;montpellier;3;2223,38
34070;montpellier;2;0
06400;cannes;4;4088,24
30000;nimes;2;2615,38
33000;bordeaux;5;4923,08
31400;toulouse;3;3700,14
31000;toulouse;2;5585,25
34000;montpellier;4;3498,19
33200;bordeaux;3;3993,33
06000;nice;1;4550
34090;montpellier;3;3312,5
06000;nice;1;8800
31400;toulouse;3;3734,69
34000;montpellier;4;3705,88
06000;nice;3;5270,81
83000;toulon;3;2746,86
13100;aix-en-provence;3;8486,84
06000;nice;2;5321,43
06200;nice;3;4000
33000;bordeaux;7;5898,2
13090;aix-en-provence;1;0
06400;cannes;3;6133,04
34000;montpellier;3;3012,82
06100;nice;3;4621,21
06400;cannes;3;6079,55
83100;toulon;1;3159,09
75116;paris-16eme;7;11049,72
06000;nice;3;7646,02
06000;nice;2;5785,71
34000;montpellier;3;4411,76
06200;nice;2;3486,49
31000;toulouse;3;3975,04
06000;nice;2;3375
06200;nice;3;4744,44
34000;montpellier;4;4549,85
34000;montpellier;3;3509,49
83000;toulon;4;2529,41
31000;toulouse;4;7149,53
83000;toulon;3;1857,14
31000;toulouse;5;3372,88
31200;toulouse;2;3289,47
06400;cannes;3;779,7
83000;toulon;4;2304,35
34090;montpellier;3;0
31000;toulouse;1;0
59000;lille;2;4552,63
30000;nimes;4;1679,01
34000;montpellier;5;2216,67
34000;montpellier;2;3600
34000;montpellier;4;6604,94
33200;bordeaux;2;4021,16
06400;cannes;5;6523,08
34070;montpellier;2;5645,57
31400;toulouse;1;0
59000;lille;2;3500
31000;toulouse;1;2050
34070;montpellier;4;1931,51
06300;nice;1;7045,45
59000;lille;3;4214,29
34070;montpellier;3;2638,72
30000;nimes;2;2509,8
34090;montpellier;2;3175
83000;toulon;1;3676,47
33000;bordeaux;2;3807,69
31000;toulouse;3;348,36
75016;paris-16eme;2;13520
31000;toulouse;2;5467,63
34000;montpellier;2;3590,91
06400;cannes;3;5817,07
06000;nice;2;7750
06000;nice;7;15750
06400;cannes;1;4666,67
34000;montpellier;2;0
34000;montpellier;2;3041,67
06000;nice;2;4279,54
06000;nice;3;12756,41
06000;nice;4;2630,14
06200;nice;3;3788,73
06400;cannes;4;6847,83
31100;toulouse;2;1159,42
83000;toulon;3;2849,32
34000;montpellier;4;3658,23
59000;lille;2;4173,08
06400;cannes;2;5370,16
06000;nice;2;8798,88
06000;nice;2;9428,57
30900;nimes;3;1971,83
31200;toulouse;3;2400
31000;toulouse;4;4043,91
33200;bordeaux;4;3937,5
34000;montpellier;2;4853,3
33000;bordeaux;2;7600
34000;montpellier;3;3842,86
31200;toulouse;2;2000
31300;toulouse;2;3786,41
06000;nice;2;5022,13
06200;nice;2;7983,43
13100;aix-en-provence;1;2375
31000;toulouse;2;4266,3
06000;nice;2;6818,18
06000;nice;3;7842,11
34000;montpellier;3;2901,64
31200;toulouse;4;3540,23
33000;bordeaux;3;4200
13100;aix-en-provence;2;3280
83000;toulon;2;3109,38
06000;nice;2;0
34000;montpellier;4;1961,7
06400;cannes;3;4575,5
31500;toulouse;4;1891,3
06000;nice;3;3941,69
06400;cannes;2;7611,94
06000;nice;2;7571,43
30000;nimes;2;2134,29
31000;toulouse;2;5844,44
59000;lille;1;3000
33000;bordeaux;3;3229,23
31500;toulouse;4;2651,16
06000;nice;1;0
06300;nice;3;3743,57
31500;toulouse;4;2677,42
59000;lille;1;4166,67
34000;montpellier;2;4655,17
06000;nice;1;0
06000;nice;2;5663,06
31500;toulouse;3;3500
06200;nice;4;3736,84
34080;montpellier;2;3191,49
30000;nimes;2;1697,92
83000;toulon;2;2294,74
34000;montpellier;3;3150
06000;nice;1;0
76000;rouen;3;4533,49
06400;cannes;1;9000
59000;lille;2;4120
83000;toulon;4;3090,14
34070;montpellier;4;2073,13
06300;nice;3;2971,01
13100;aix-en-provence;2;10432,2
59000;lille;1;3595,74
33300;bordeaux;4;2733,33
83000;toulon;3;2492,19
34070;montpellier;4;2811,11
06000;nice;4;8604,65
83000;toulon;2;2469,14
34000;montpellier;3;1733,33
31500;toulouse;5;0
83000;toulon;3;3329,11
34070;montpellier;4;2271,74
33200;bordeaux;3;3215,05
31300;toulouse;3;3186,11
13100;aix-en-provence;1;4655
31400;toulouse;6;5172,97
06200;nice;4;4935,44
06000;nice;3;4797,3
06000;nice;2;2972,97
30900;nimes;2;1833,33
59000;lille;3;4266,49
59000;lille;2;5648,85
83000;toulon;4;1826,09
34070;montpellier;4;2436,47
13090;aix-en-provence;4;4234,04
75016;paris-16eme;5;11990
06400;cannes;2;0
33000;bordeaux;5;7395,83
31300;toulouse;3;3046,88
06300;nice;2;7758,62
34000;montpellier;4;3620,97
34000;montpellier;4;6108,87
06000;nice;2;4716,98
34000;montpellier;3;2641,79
33000;bordeaux;3;6294,94
06200;nice;3;4437,21
06200;nice;4;4211,76
31100;toulouse;2;5718,14
06400;cannes;3;7118,28
06150;cannes;2;5666,67
59800;lille;3;5250,82
31300;toulouse;3;2578,13
34000;montpellier;1;2878,6
34090;montpellier;3;5078,13
76100;rouen;2;2914,58
06000;nice;3;5441,56
06100;nice;2;3126,97
75016;paris-16eme;3;10990,46
33000;bordeaux;3;3536,92
06400;cannes;3;4000
34000;montpellier;1;0
30000;nimes;3;2028,99
06000;nice;4;9909,09
33000;bordeaux;4;598,29
31100;toulouse;3;1045,45
06400;cannes;4;11000
06000;nice;3;3229,73
31300;toulouse;3;3065,57
06400;cannes;3;5392,93
33800;bordeaux;4;3480,23
33000;bordeaux;3;4353,17
06000;nice;4;7285,49
31100;toulouse;2;2860
06000;nice;3;5411,76
76000;rouen;1;3405,88
33800;bordeaux;3;4324,32
34000;montpellier;4;3355,77
13090;aix-en-provence;4;2823,17
06400;cannes;3;4625
13090;aix-en-provence;4;4568,06
06300;nice;3;5478,02
75116;paris-16eme;4;18529,41
06400;cannes;2;4814,81
06200;nice;3;4714,29
06200;nice;3;3486,49
06000;nice;1;8100
34000;montpellier;1;4870,97
06400;cannes;2;6842,11
83000;toulon;1;2826,09
30000;nimes;2;1258
31400;toulouse;3;2812,5
13540;aix-en-provence;2;5088,89
83200;toulon;3;2357,14
34000;montpellier;1;4117,65
76000;rouen;4;3926,23
34000;montpellier;3;0
06000;nice;3;6652,12
33200;bordeaux;4;3577,71
30000;nimes;3;2153,11
06400;cannes;4;4608,7
06000;nice;3;3600
34000;montpellier;2;3459,22
75016;paris-16eme;5;12202,95
31200;toulouse;2;3580,25
34090;montpellier;2;5807,69
33000;bordeaux;4;5009,51
33000;bordeaux;4;3088,24
06300;nice;1;8093,53
31200;toulouse;2;3769,23
75016;paris-16eme;6;10853,85
06400;cannes;4;6380,95
33200;bordeaux;4;3886,6
83000;toulon;4;1611,11
06000;nice;3;3229,73
75016;paris-16eme;3;11565,22
31500;toulouse;2;4963,47
34000;montpellier;3;4705,88
31200;toulouse;3;2738,46
06000;nice;1;7821,43
33200;bordeaux;4;3195,65
06100;nice;2;3804,35
34000;montpellier;3;4226,68
33000;bordeaux;1;5561,8
75016;paris-16eme;2;12192,98
06400;cannes;4;7206,19
83000;toulon;1;3676,47
13100;aix-en-provence;4;5955,06
34000;montpellier;3;6460,67
83000;toulon;4;1585,37
83100;toulon;3;2083,33
31200;toulouse;2;2504,42
06200;nice;3;4511,9
34000;montpellier;5;0
31000;toulouse;5;5255,47
06300;nice;2;5468,75
34090;montpellier;1;0
34000;montpellier;3;2725,81
06000;nice;2;8312
06400;cannes;6;7412,28
06400;cannes;3;5714,29
83000;toulon;4;2365,67
59000;lille;3;3735,63
34000;montpellier;4;4851,81
33000;bordeaux;4;4026,79
06000;nice;2;4966,67
34080;montpellier;2;1770,83
31400;toulouse;2;3187,5
34000;montpellier;3;2716,42
83000;toulon;3;1685,71
59800;lille;4;4777,78
31000;toulouse;3;5226,12
34000;montpellier;1;0
59000;lille;3;3050
83000;toulon;3;2121,21
06000;nice;4;4791,21
06400;cannes;3;5272,6
31100;toulouse;2;1960,61
31000;toulouse;3;2306,67
06100;nice;2;3059,5
06000;nice;1;6744,19
13100;aix-en-provence;5;4285,71
13100;aix-en-provence;3;4846,15
06200;nice;3;750,64
75016;paris-16eme;2;11250
06100;nice;4;3120,3
06000;nice;3;5107,9
06300;nice;2;3977,78
06000;nice;2;5360,44
30000;nimes;5;1896,55
06400;cannes;2;4650
06000;nice;1;538,46
06000;nice;2;6631,58
06400;cannes;5;20833,33
34000;montpellier;3;4241,66
06400;cannes;2;4254,1
06100;nice;2;4395,35
06000;nice;3;3779,96
31200;toulouse;3;2096,77
06300;nice;1;4195,8
06400;cannes;2;6685,71
59000;lille;2;3675
34000;montpellier;3;2600
33200;bordeaux;3;3320,92
34000;montpellier;4;6447,37
31300;toulouse;1;3703,7
33000;bordeaux;3;5785,71
31200;toulouse;2;2300
34090;montpellier;3;4324,32
83000;toulon;5;1864,58
31000;toulouse;1;4583,33
33200;bordeaux;4;4287,36
13100;aix-en-provence;2;4543,18
31000;toulouse;6;4602,48
06000;nice;2;4242,32
83000;toulon;4;6705,13
83100;toulon;1;0
06400;cannes;2;0
33200;bordeaux;4;3380,95
31200;toulouse;3;0
06150;cannes;4;5096,15
06100;nice;1;4160
31100;toulouse;4;1040,7
13100;aix-en-provence;2;7000
06200;nice;4;6945,65
06400;cannes;3;6538,46
31200;toulouse;2;3488,89
06400;cannes;1;5805,77
06400;cannes;3;6878,38
30900;nimes;4;3220,93
31100;toulouse;3;3845,83
34000;montpellier;5;7375,89
06400;cannes;3;9851,85
59000;lille;4;3426,79
06300;nice;2;5593,22
06200;nice;1;4950
34070;montpellier;2;4060,61
06300;nice;1;0
75016;paris-16eme;3;11265,82
06300;nice;5;2628,75
31400;toulouse;3;2888,89
06100;nice;2;4375
34000;montpellier;3;3482,56
06100;nice;3;4552,78
31400;toulouse;2;3697,67
06000;nice;2;6282,05
31400;toulouse;1;4582,71
33000;bordeaux;3;3873,02
33200;bordeaux;4;4891,91
06400;cannes;3;3932,26
59000;lille;2;3761,9
06400;cannes;3;9567,31
33200;bordeaux;4;4711,54
06100;nice;1;3975
33000;bordeaux;5;2642,55
75116;paris-16eme;2;13020,83
34070;montpellier;3;3393,44
06000;nice;3;2112,5
13100;aix-en-provence;3;8527,78
34000;montpellier;2;4000
75016;paris-16eme;6;15724,14
13090;aix-en-provence;3;2920,45
06400;cannes;2;7490,2
30000;nimes;3;2100
75116;paris-16eme;5;12383,46
30900;nimes;2;0
59800;lille;2;4628,57
59000;lille;5;4076,92
31200;toulouse;4;3593,02
33000;bordeaux;2;5155,56
83200;toulon;1;2629,63
06400;cannes;3;3615,38
06200;nice;4;3645,83
06100;nice;1;4087,72
34070;montpellier;3;1905,57
59000;lille;1;494,65
31000;toulouse;1;6107,14
06400;cannes;2;6433,96
34000;montpellier;4;4425
06300;nice;1;5261,01
06000;nice;2;6034,48
59000;lille;2;398,5
33000;bordeaux;4;6600
31200;toulouse;3;2555,56
31100;toulouse;1;2950
30000;nimes;4;2257,91
30900;nimes;3;1893,94
06000;nice;2;5566,04
06400;cannes;3;6445,95
30000;nimes;4;1611,76
31200;toulouse;2;3251,63
75016;paris-16eme;3;11816,9
06400;cannes;4;6988,77
06400;cannes;3;4246,58
06100;nice;3;3700,14
06000;nice;2;7601,13
33000;bordeaux;4;3387,1
76000;rouen;3;1333,33
34000;montpellier;5;2121,36
06000;nice;3;4270,83
31200;toulouse;2;2151,14
06100;nice;3;5500
31400;toulouse;1;3680
30000;nimes;4;2638,55
33000;bordeaux;1;6969,7
31400;toulouse;3;3719,89
33000;bordeaux;4;6394,94
31300;toulouse;3;4925,93
33000;bordeaux;3;5508,2
83000;toulon;1;3278,15
33000;bordeaux;2;4756,1
06000;nice;2;22,89
83100;toulon;4;2194,81
83000;toulon;2;1684,62
06200;nice;2;5000
83000;toulon;4;1986,67
83000;toulon;3;3283,33
34070;montpellier;2;2279,41
13100;aix-en-provence;1;4360
34000;montpellier;2;3355,56
34000;montpellier;4;942,86
34000;montpellier;4;3687,5
06000;nice;3;4482,35
06100;nice;4;7565,22
31300;toulouse;4;3704,92
33000;bordeaux;4;5700
13090;aix-en-provence;2;4026,32
06000;nice;5;3250
30000;nimes;3;2239,44
31300;toulouse;3;2964,33
75016;paris-16eme;2;1725,49
31500;toulouse;5;3725,96
59000;lille;2;3471,7
33800;bordeaux;4;3430,23
33000;bordeaux;3;6549,3
06000;nice;3;8928,57
13100;aix-en-provence;3;6847,22
06000;nice;3;2884,62
06000;nice;2;3885,25
30900;nimes;2;2609,76
31200;toulouse;3;2362,09
34000;montpellier;2;3709,3
06000;nice;3;3364,86
31100;toulouse;2;3108,11
75016;paris-16eme;4;13529,41
06400;cannes;3;10750
33000;bordeaux;6;5970,21
34000;montpellier;2;2675,94
06400;cannes;3;7035,93
76000;rouen;8;4430,38
06400;cannes;2;5264,71
06400;cannes;2;6046,51
30000;nimes;5;4488,64
33000;bordeaux;5;4515,95
34000;montpellier;2;0
83000;toulon;2;0
83000;toulon;4;2031,25
06400;cannes;3;0
83200;toulon;2;2700
33100;bordeaux;2;4120,69
06400;cannes;3;5560,61
06400;cannes;1;3307,69
34070;montpellier;3;0
06000;nice;2;4904,4
33300;bordeaux;3;3243,24
59000;lille;2;0
33800;bordeaux;3;5222,06
13100;aix-en-provence;4;7505,38
33000;bordeaux;3;0
06400;cannes;1;4666,67
06200;nice;2;4116,82
59000;lille;2;3700
31100;toulouse;1;2716,79
31200;toulouse;3;3950,6
06400;cannes;3;6176,47
34090;montpellier;2;0
06000;nice;3;5244,31
13090;aix-en-provence;3;4838,71
06000;nice;4;3478,26
33000;bordeaux;2;5775
31300;toulouse;2;2978,72
06100;nice;4;6047,49
59800;lille;4;2025,19
06000;nice;4;6076,92
83100;toulon;1;3409,09
06000;nice;4;6472,22
75016;paris-16eme;1;13214,29
33000;bordeaux;4;3314,29
06100;nice;1;5157,89
34070;montpellier;3;0
34090;montpellier;4;3152,66
33000;bordeaux;3;5000
06000;nice;1;4840,94
06000;nice;3;14,41
59000;lille;2;2450,98
34090;montpellier;3;5477,53
06000;nice;2;3139,53
31000;toulouse;3;309,98
06200;nice;3;4920
33000;bordeaux;3;3432,84
31300;toulouse;4;1169,23
34070;montpellier;6;2067,96
34000;montpellier;4;4845,36
83000;toulon;3;2600
31300;toulouse;2;5051,28
34000;montpellier;4;4886,36
06200;nice;3;3912,5
06000;nice;3;4306,36
59000;lille;2;4615,38
33200;bordeaux;3;4310,06
06000;nice;4;5371,79
06200;nice;2;2818,18
13090;aix-en-provence;4;3920,63
34000;montpellier;4;6205,36
06000;nice;3;3604,9
06400;cannes;1;3892,86
06000;nice;2;5510,75
06200;nice;5;4133,04
34000;montpellier;4;3200
06400;cannes;3;6723,11
06000;nice;1;4986,28
34000;montpellier;3;2720
83000;toulon;4;2166,67
34090;montpellier;3;4594,59
34080;montpellier;3;2761,19
83000;toulon;3;3657,14
06400;cannes;3;29463,76
83000;toulon;2;3962,96
06400;cannes;3;3782,24
33000;bordeaux;2;3622,64
34000;montpellier;2;3406,25
31000;toulouse;2;5267,18
83100;toulon;4;1791,04
06400;cannes;3;4699,71
33000;bordeaux;1;7954,55
83000;toulon;4;1761,36
06000;nice;3;6587,3
83000;toulon;4;2512,5
34000;montpellier;3;2073,77
06000;nice;5;3091,62
83200;toulon;4;2492,48
59000;lille;3;4539,26
34070;montpellier;3;1828,57
31100;toulouse;3;144,88
34070;montpellier;4;2876,54
06400;cannes;1;6695,65
06200;nice;3;5267,79
83000;toulon;1;3850
31000;toulouse;2;3746,88
34070;montpellier;4;2340,99
06100;nice;4;3922,8
06000;nice;4;6010,64
75116;paris-16eme;3;12391,93
33000;bordeaux;3;0
33000;bordeaux;4;5607,95
31200;toulouse;2;3916,04
06400;cannes;3;7676,92
30900;nimes;4;1545,45
06300;nice;4;4024,39
30000;nimes;2;0
30000;nimes;2;0
13080;aix-en-provence;3;4621,21
31000;toulouse;2;4517,86
31300;toulouse;1;4493,75
75016;paris-16eme;2;10977,27
83000;toulon;1;3204,43
06000;nice;3;8177,57
06400;cannes;3;11862,5
06300;nice;3;5322,42
34000;montpellier;2;3965,52
83200;toulon;4;2142,86
33000;bordeaux;5;5454,55
06100;nice;3;3250
06300;nice;1;5740,74
06000;nice;2;4642,86
59000;lille;5;4185,63
06000;nice;2;845,07
06000;nice;2;6176,47
06200;nice;2;3244,9
30000;nimes;4;1103,9
59000;lille;1;2717,95
30000;nimes;2;2714,29
06000;nice;2;8529,41
06000;nice;3;8870,97
34080;montpellier;3;0
30000;nimes;2;0
83000;toulon;4;0
06100;nice;5;5818,18
06000;nice;3;5065,57
06000;nice;4;5140,85
59000;lille;2;0
83000;toulon;2;3178,62
75016;paris-16eme;3;9492,02
13090;aix-en-provence;3;3507,46
34070;montpellier;4;3086,42
06100;nice;1;4305,71
31500;toulouse;2;1975
31100;toulouse;2;2574,47
13100;aix-en-provence;4;7260,27
83000;toulon;3;15,14
34000;montpellier;3;5736,11
06400;cannes;1;0
33000;bordeaux;4;5833,33
13100;aix-en-provence;3;19,17
31000;toulouse;3;3698,63
06100;nice;3;3844,1
34070;montpellier;3;3396,52
06000;nice;3;5790,32
13090;aix-en-provence;3;3736,11
31500;toulouse;4;2505,52
34000;montpellier;1;2882,64
34070;montpellier;2;3275,51
31400;toulouse;5;3760
34000;montpellier;2;0
33000;bordeaux;3;5367,17
75016;paris-16eme;4;9722,22
13100;aix-en-provence;4;6149,43
13100;aix-en-provence;3;7187,5
34070;montpellier;3;2657,89
59000;lille;2;4333,33
83000;toulon;3;2734,38
06150;cannes;1;6998,88
34090;montpellier;3;3000
34000;montpellier;3;3956,52
33000;bordeaux;2;6560,98
06000;nice;2;3968,25
34000;montpellier;5;4042,74
83100;toulon;3;2309,86
06000;nice;3;8384,62
06100;nice;2;4435,48
06000;nice;3;7227,27
13100;aix-en-provence;3;3897,06
59000;lille;1;4074,07
31500;toulouse;5;3000
34000;montpellier;1;5111,11
33000;bordeaux;4;0
83000;toulon;5;1734,55
06400;cannes;2;641,36
06400;cannes;2;7300
06000;nice;1;3613,57
59000;lille;4;3990
06400;cannes;4;9430,38
06200;nice;3;4062,5
06000;nice;4;6822,43
06400;cannes;1;8520
34000;montpellier;3;2806,25
31000;toulouse;1;6680
31500;toulouse;3;2097,43
06400;cannes;2;643,27
06400;cannes;2;5157,14
06200;nice;3;467,18
33200;bordeaux;4;5220,78
31000;toulouse;3;6168,75
06000;nice;3;7195,12
59800;lille;3;2531,82
06000;nice;3;4664,29
06000;nice;2;4981,77
31200;toulouse;3;2362,32
34000;montpellier;2;3418,6
31400;toulouse;2;4634,79
34090;montpellier;4;2032,26
33000;bordeaux;1;6624,38
06200;nice;3;3383,46
06000;nice;2;4760
31100;toulouse;1;2500
34000;montpellier;2;0
34000;montpellier;5;3050,43
33200;bordeaux;4;3236,98
31500;toulouse;3;3320,83
34000;montpellier;2;5945,95
83000;toulon;3;2223,88
06000;nice;2;3007,85
06400;cannes;5;3419,12
59000;lille;4;4607,84
33000;bordeaux;3;3716,22
06000;nice;2;5408,16
34000;montpellier;2;3285,48
33200;bordeaux;3;3540,98
06300;nice;4;4056,34
13100;aix-en-provence;4;3170,72
06000;nice;2;10515,94
34000;montpellier;3;3552,51
06400;cannes;3;4634,15
34090;montpellier;2;3589,74
34080;montpellier;4;1852,94
06200;nice;5;2544,44
06150;cannes;2;4750
75016;paris-16eme;2;11406,25
13100;aix-en-provence;4;4642,86
31500;toulouse;4;3493,42
06300;nice;2;2950
76000;rouen;3;2368,42
06300;nice;3;21455,53
83100;toulon;4;2518,99
06000;nice;3;5051,75
06400;cannes;2;5485,42
34000;montpellier;3;3031,25
06400;cannes;3;7047,06
34000;montpellier;3;2745,65
06400;cannes;2;7105,26
31200;toulouse;2;3146,34
83000;toulon;2;2178
83100;toulon;4;1901,23
34000;montpellier;3;3653,33
34070;montpellier;3;2570,97
59260;lille;2;3029,41
83000;toulon;3;4913,58
30000;nimes;3;1895,52
