libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
Thiverny;1073.0;0;0;1;0;0;0;0;60;60635
Thourotte;4700.0;0;2;0;0;0;0;0;60;60636
Tracy Le Val;1100.0;0;0;0;1;0;0;0;60;60642
Venette;2917.0;0;1;0;0;0;0;0;60;60665
Verberie;3900.0;0;2;0;0;0;0;0;60;60667
Verneuil En Halatte;4777.0;0;1;1;0;0;0;0;60;60670
Villers Saint Paul;6433.0;0;3;0;0;0;0;0;60;60684
Vineuil Saint Firmin;1408.0;1;0;0;0;0;0;0;60;60695
ALENCON;26000.0;0;5;5;0;0;0;0;61;61001
ARGENTAN;13536.0;0;5;3;0;0;0;0;61;61006
BAGNOLES DE L’ORNE NORMANDIE;2713.0;0;1;0;0;0;0;0;61;61483
FLERS;14779.0;0;6;1;0;0;0;0;61;61169
L’AIGLE;8163.0;0;3;1;0;0;0;0;61;61214
LA FERTE MACE;5081.0;0;2;0;0;0;0;0;61;61168
MORTAGNE AU PERCHE;4000.0;0;3;0;0;0;0;0;61;61293
SEES;4193.0;0;1;0;0;0;0;0;61;61464
TINCHEBRAY-BOCAGE;5300.0;0;2;0;0;0;0;0;61;61486
TOUROUVRE-AU-PERCHE;3115.0;0;1;0;0;0;0;0;61;61491
VIMOUTIERS;3315.0;0;1;0;0;0;0;0;61;61508
Athis-Val de Rouvre;4500.0;0;0;0;1;0;0;0;61;61007
Longny les Villages;3052.0;0;0;0;1;0;0;0;61;61230
Rémalard en Perche;2000.0;0;0;0;1;0;0;0;61;61345
ACHICOURT;7822.0;0;1;0;0;0;0;0;62;62004
ARRAS;40721.0;0;46;23;0;0;0;0;62;62041
AUXI LE CHATEAU;2663.0;0;3;1;0;0;0;0;62;62060
BAPAUME;4202.0;0;1;0;0;0;0;0;62;62080
BREBIERES;5088.0;0;3;0;0;0;0;0;62;62173
CORBEHEM;2320.0;0;0;1;0;0;0;0;62;62240
FREVENT;3628.0;0;2;2;0;0;0;0;62;62361
SAINT POL SUR TERNOISE;5145.0;0;2;0;0;0;0;0;62;62767
VITRY EN ARTOIS;4726.0;0;1;1;0;0;0;0;62;62865
AUCHEL;10344.0;0;3;4;0;0;0;0;62;62048
AUCHY LES MINES;4765.0;0;2;0;0;0;0;0;62;62051
BETHUNE;25228.0;0;20;15;0;0;0;0;62;62119
BEUVRY;9617.0;0;2;1;0;0;0;0;62;62126
ISBERGUES;8923.0;0;1;0;0;0;0;0;62;62473
NOEUX LES MINES;12146.0;0;2;2;0;0;0;0;62;62617
NOYELLES LES VERMELLES;2416.0;0;1;0;0;0;0;0;62;62626
VERMELLES;4765.0;0;1;0;0;0;0;0;62;62846
ARDRES;4475.0;0;2;1;0;0;0;0;62;62038
CONDETTE;2597.0;0;2;0;0;0;0;0;62;62235
DANNES;1321.0;0;1;0;0;0;0;0;62;62264
DESVRES;5024.0;0;1;0;0;0;0;0;62;62268
LE PORTEL;9343.0;0;6;1;0;0;0;0;62;62667
MARQUISE;5148.0;0;1;0;0;0;0;0;62;62560
NEUFCHATEL HARDELOT;3820.0;0;2;0;0;0;0;0;62;62604
OUTREAU;13378.0;0;4;2;0;0;0;0;62;62643
RINXENT;3031.0;0;1;0;0;0;0;0;62;62711
SAINT ETIENNE AU MONT;5140.0;0;1;1;0;0;0;0;62;62746
SAINT MARTIN BOULOGNE;11390.0;0;3;0;0;0;0;0;62;62758
SAMER;4639.0;0;2;0;0;0;0;0;62;62773
WIMEREUX;6743.0;0;7;1;0;0;0;0;62;62893
WIMILLE;4163.0;0;2;0;0;0;0;0;62;62894
AUDRUICQ;5465.0;0;1;0;0;0;0;0;62;62057
CALAIS;74481.0;0;28;4;0;0;0;0;62;62193
COQUELLES;2648.0;0;3;0;0;0;0;0;62;62239
GUINES;5703.0;0;2;0;0;0;0;0;62;62397
OYE PLAGE;5583.0;0;3;0;0;0;0;0;62;62645
COURCELLES LES LENS;7813.0;0;2;2;0;0;0;0;62;62249
COURRIERES;10610.0;0;7;0;0;0;0;0;62;62250
DOURGES;5931.0;0;1;1;0;0;0;0;62;62274
HARNES;12450.0;0;11;0;0;0;0;0;62;62413
HENIN BEAUMONT;26385.0;0;29;3;0;0;0;0;62;62427
LEFOREST;7215.0;0;4;0;0;0;0;0;62;62497
LIBERCOURT;8398.0;0;3;0;0;0;0;0;62;62907
LIEVIN;31154.0;0;33;1;0;0;0;0;62;62510
MAZINGARBE;8103.0;0;2;2;0;0;0;0;62;62563
MEURCIN;3810.0;0;1;0;0;0;0;0;62;62573
MONTIGNY EN GOHELLE;10258.0;0;2;0;0;0;0;0;62;62587
NOYELLES GODAULT;6007.0;0;3;0;0;0;0;0;62;62624
OIGNIES;9817.0;0;3;2;0;0;0;0;62;62637
VENDIN LE VEIL;8650.0;0;4;0;0;0;0;0;62;62842
WINGLES;8830.0;0;6;0;0;0;0;0;62;62895
BEAURAINVILLE;2123.0;0;1;0;0;0;0;0;62;62100
CUCQ;5211.0;0;1;2;0;0;0;0;62;62261
CAMIERS;2760.0;0;1;0;0;0;0;0;62;62201
HESDIN;2237.0;0;2;1;0;0;0;0;62;62447
LE TOUQUET PARIS PLAGE;4462.0;0;9;17;5;0;0;0;62;62826
MERLIMONT;3414.0;0;1;0;0;0;0;0;62;62571
AIRE SUR LA LYS;10128.0;0;4;0;0;0;0;0;62;62014
BLENDECQUES;5135.0;0;2;2;0;0;0;0;62;62139
LONGUENESSE;11563.0;0;2;2;0;0;0;0;62;62525
SAINT MARTIN LEZ TATINGHEM;6042.0;0;1;0;0;0;0;0;62;62757
SAINT OMER;15470.0;0;9;2;0;0;0;0;62;62765
ENQUIHEN PLAGE;2773.0;0;0;1;0;0;0;0;62;62300
PERNES;1714.0;0;1;0;0;0;0;0;62;62652
BILLY BERCLAU;4661.0;0;0;2;0;0;0;0;62;62132
CAMIERS;2760.0;0;1;0;0;0;0;0;62;62201
WISSANT;957.0;0;0;1;0;0;0;0;62;62899
LE QUESNOY EN ARTOIS;352.0;0;0;0;1;0;0;0;62;62677
DIVION;7017.0;0;0;0;2;0;0;0;62;62270
LAPUGNOY;3489.0;0;0;0;1;0;0;0;62;62489
LILLERS;10014.0;0;0;1;2;0;0;0;62;62516
LENS;31614.0;0;14;6;0;0;0;0;62;62498
FRUGES;2611.0;0;0;1;0;0;0;0;62;62364
SAINTE CATHERINE;3567.0;0;0;1;0;0;0;0;62;62744
BULLY LES MINES;12234.0;0;0;5;0;0;0;0;62;62186
CALONNE RIQUART;5487.0;0;0;0;2;0;0;0;62;62194
NOYELLES SOUS LENS;6607.0;0;0;3;0;0;0;0;62;62628
BIACHE SAINT VAAST;4115.0;0;0;1;0;0;0;0;62;62128
CAMBLAIN CHATELAIN;1781.0;0;0;1;0;0;0;0;62;62197
BRUAY LA BUISSIERE;22267.0;0;12;3;0;0;0;0;62;62178
AIX NOULETTE;3949.0;0;0;2;0;0;0;0;62;62019
ARQUES;9882.0;0;3;1;0;0;0;0;62;62040
Aigueperse;2801.0;0;0;1;0;0;0;0;63;63001
Ambert;6700.0;0;0;1;2;0;0;0;63;63003
Aubière;10500.0;0;4;0;0;0;0;0;63;63014
Aulnat;4046.0;0;2;0;0;0;0;0;63;63019
Beaumont;10830.0;0;5;0;0;0;0;0;63;63032
Billom;4825.0;0;1;0;0;0;0;0;63;63040
Blanzat;3897.0;0;0;0;1;0;0;0;63;63042
Bourboule (La);1829.0;0;1;0;0;0;0;0;63;63047
Brassac-les-Mines;3300.0;0;1;0;0;0;0;0;63;63050
Cébazat;8915.0;0;3;2;0;0;0;0;63;63063
Ceyrat;6400.0;0;5;0;0;0;0;0;63;63070
Chamalières;17849.0;0;6;4;0;0;0;0;63;63075
Champeix;1427.0;1;0;1;0;0;0;0;63;63080
Châtel-Guyon;6152.0;0;1;0;0;0;0;0;63;63103
CLERMONT-FERRAND;148000.0;0;47;22;0;0;0;0;63;63113
Cournon d’Auvergne;21000.0;0;10;4;0;0;0;0;63;63124
Courpière;4300.0;0;1;0;0;0;0;0;63;63125
Ennezat;2565.0;0;0;0;1;0;0;0;63;63148
Escoutoux;1382.0;0;0;0;1;0;0;0;63;63151
Gerzat;10365.0;0;5;0;0;0;0;0;63;63164
Issoire;14822.0;0;5;0;0;0;0;0;63;63178
Lempdes;8900.0;0;4;0;0;0;0;0;63;63193
Lezoux;6350.0;1;2;0;0;0;0;0;63;63195
Martres-de-Veyre;3976.0;0;1;0;0;0;0;0;63;63214
Mirefleurs;2545.0;0;1;0;0;0;0;0;63;63227
Mont-Dore (Le);1297.0;0;2;1;0;0;0;0;63;63236
Mozac;3974.0;0;1;0;0;0;0;0;63;63245
Nohanent;2254.0;0;0;1;0;0;0;0;63;63254
Orcet;2870.0;0;0;1;0;0;0;0;63;63262
Orcines;3500.0;0;1;0;0;0;0;0;63;63263
Pontaumur;759.0;0;0;0;1;0;0;0;63;63283
Pont-du-Château;12487.0;0;2;0;0;0;0;0;63;63284
Puy-Guillaume;2790.0;0;0;0;2;0;0;0;63;63291
Riom;19004.0;0;11;1;0;0;0;0;63;63300
Roche Blanche (La);3500.0;0;1;0;0;0;0;0;63;63302
Romagnat;8000.0;0;2;0;0;0;0;0;63;63307
Royat;4651.0;0;4;0;0;0;0;0;63;63308
Saint-Amant-Roche-Savine;521.0;0;0;0;1;0;0;0;63;63314
Saint-Amant-Tallende;1785.0;0;0;0;1;0;0;0;63;63315
Saint-Eloy-les-Mines;3680.0;0;1;0;0;0;0;0;63;63338
Saint-Germain-Lembron;2017.0;0;0;1;0;0;0;0;63;63352
Saint-Gervais-d’Auvergne;1340.0;0;1;0;0;0;0;0;63;63354
Saint-Maurice-près-Pionsat;378.0;0;0;0;1;0;0;0;63;63377
Sayat;2475.0;0;0;0;0;0;0;0;63;63417
Seychalles;808.0;1;0;0;0;0;0;0;63;63420
Thiers;12086.0;0;5;0;0;0;0;0;63;63430
Vic-le-Comte;5200.0;0;1;1;1;0;0;0;63;63457
Viverols;412.0;0;0;0;1;0;0;0;63;63465
Volvic;4418.0;0;4;0;0;0;0;0;63;63470
ANGLET;40770.0;0;17;5;0;0;0;0;64;64024
ARTIX;3435.0;0;1;0;0;0;0;0;64;64061
ARUDY;2226.0;0;0;1;1;0;0;0;64;64062
ASCAIN;4472.0;0;2;0;0;0;0;0;64;64065
BASSUSSARRY;3326.0;0;0;2;0;0;0;0;64;64100
BAYONNE;52569.0;0;36;5;2;2;2;1;64;64102
BIARRITZ;25532.0;0;29;6;0;1;1;1;64;64122
BIDART;6892.0;0;2;0;0;0;0;0;64;64125
BILLERE;12628.0;0;4;0;0;0;0;0;64;64129
BIZANOS;4590.0;0;1;0;0;0;0;0;64;64132
BOUCAU;8500.0;0;2;0;0;0;0;0;64;64140
CAMBO-LES-BAINS;6708.0;0;1;1;0;0;0;0;64;64160
CIBOURE;6540.0;0;3;1;0;0;0;0;64;64189
EAUX-BONNES;194.0;0;1;0;0;0;0;0;64;64204
GAN;5565.0;0;2;0;0;0;0;0;64;64230
GELOS;3598.0;0;1;0;0;0;0;0;64;64237
GUETHARY;1356.0;0;1;0;0;0;0;0;64;64249
HASPARREN;7173.0;0;2;0;0;0;0;0;64;64256
HENDAYE;16805.0;0;7;4;0;0;0;0;64;64260
JURANÇON;7102.0;0;2;0;0;0;0;0;64;64284
LARUNS;1190.0;0;0;0;1;0;0;0;64;64320
LESCAR;9665.0;0;3;0;0;0;0;0;64;64335
LONS;13720.0;0;4;0;0;0;0;0;64;64348
MAULEON-LICHARRE;2950.0;0;1;0;0;0;0;0;64;64371
MONEIN;4428.0;0;1;0;0;0;0;0;64;64393
MORLAÀS;4294.0;0;3;0;0;0;0;0;64;64405
OLORON SAINTE-MARIE;10629.0;0;2;0;0;0;0;0;64;64422
ORTHEZ;10515.0;0;3;0;0;0;0;0;64;64430
PARDIES;855.0;0;1;0;0;0;0;0;64;64443
PAU;76275.0;0;47;15;1;2;2;1;64;64445
SAINT-JEAN-DE-LUZ;14618.0;0;8;5;0;1;1;1;64;64483
SAINT-JEAN-PIED-DE-PORT;1827.0;0;0;0;1;0;0;0;64;64485
SAINT-PALAIS;1907.0;0;1;0;0;0;0;0;64;64493
SAINT-PEE-SUR-NIVELLE;7000.0;0;1;2;0;0;0;0;64;64495
SALIES-DE-EARN;4589.0;0;2;0;0;0;0;0;64;64499
URRUGNE;10611.0;0;3;0;0;0;0;0;64;64545
USTARITZ;7500.0;0;1;1;0;0;0;0;64;64547
Aragnouet;249.0;0;0;3;0;0;0;0;65;65017
Aureilhan;8071.0;0;3;0;0;0;0;0;65;65047
Bagnères de Bigorre;8000.0;0;5;1;0;0;0;0;65;65059
Bordères sur l’Echez;5200.0;0;2;0;0;0;0;0;65;65100
Campan;1327.0;0;0;2;0;0;0;0;65;65123
Cauterets;897.0;0;3;0;0;0;0;0;65;65138
Ibos;3000.0;0;1;0;0;0;0;0;65;65226
Juillan;4076.0;0;1;1;0;0;0;0;65;65235
Lannemezan;5812.0;0;4;0;0;0;0;0;65;65258
Loudenvieille;299.0;0;1;0;0;0;0;0;65;65282
Lourdes;12913.0;0;11;0;0;0;0;0;65;65286
Maubourguet;2294.0;0;1;0;0;0;0;0;65;65304
Odos;3351.0;0;1;0;0;0;0;0;65;65331
Saint Lary Soulan;869.0;0;0;2;0;0;0;0;65;65388
Semeac;5061.0;0;2;0;0;0;0;0;65;65417
TARBES;40041.0;0;26;22;0;0;0;0;65;65440
Vic en Bigorre;5000.0;0;1;1;0;0;0;0;65;65460
AMELIE-LES-BAINS-PALALDA;3542.0;1;7;1;0;0;0;0;66;66003
ARGELES SUR MER;10508.0;0;24;4;0;0;0;0;66;66008
ARLES-SUR-TECH;2698.0;1;3;0;0;0;0;0;66;66009
BAGES;4342.0;0;3;0;0;0;0;0;66;66011
BAHO;3495.0;0;1;0;0;0;0;0;66;66012
BAIXAS;2662.0;1;2;0;0;0;0;0;66;66014
BANYULS DELS ASPRES;1293.0;0;0;1;0;0;0;0;66;66015
BOLQUERE;844.0;0;0;1;0;0;0;0;66;66020
BOMPAS;7531.0;0;4;2;0;0;0;0;66;66021
BROUILLA;1564.0;0;1;0;0;0;0;0;66;66026
CABESTANY;10507.0;0;3;0;0;0;0;0;66;66028
CALCE;215.0;0;0;0;1;0;0;0;66;66030
CANET EN ROUSSILLON;12535.0;0;27;6;0;0;0;0;66;66037
CANOHES;6459.0;0;3;2;0;0;0;0;66;66038
CASES DE PENE;960.0;0;0;0;1;0;0;0;66;66041
CERBERE;1361.0;0;2;0;0;0;0;0;66;66048
CERET;8090.0;0;6;2;0;0;0;0;66;66049
CLAIRA;4524.0;0;2;0;0;0;0;0;66;66050
COLLIOURE;2435.0;0;9;0;0;0;0;0;66;66053
CORNEILLA DEL VERCOL;2355.0;0;0;1;0;0;0;0;66;66059
ELNE;9364.0;0;10;1;0;0;0;0;66;66065
ESPIRA DE L’AGLY;3610.0;0;2;1;0;0;0;0;66;66069
ESTAGEL;2067.0;0;1;1;0;0;0;0;66;66071
FONT-ROMEU-ODEILLO-VIA;2023.0;0;2;4;0;0;0;0;66;66124
ILLE SUR TET;5576.0;1;6;3;0;0;0;0;66;66088
LAROQUE DES ALBÈRES;2181.0;0;0;0;1;0;0;0;66;66093
LATOUR DE FRANCE;1050.0;0;0;1;0;0;0;0;66;66096
LE PERTHUS;552.0;0;2;1;0;0;0;0;66;66137
LE SOLER;7867.0;0;7;2;0;1;2;1;66;66195
LES ANGLES;561.0;0;1;2;0;0;0;0;66;66004
LOS MASOS;994.0;0;1;0;0;0;0;0;66;66104
MAUREILLAS LAS ILLAS;2617.0;0;2;0;0;0;0;0;66;66106
MILLAS;4333.0;0;2;2;0;0;0;0;66;66108
MONT-LOUIS;157.0;0;0;1;0;0;0;0;66;66117
MONTESCOT;1686.0;0;1;0;0;0;0;0;66;66114
OLETTE;356.0;0;0;1;0;0;0;0;66;66125
ORTAFFA;1611.0;0;1;0;0;0;0;0;66;66129
PALAU DEL VIDRE;3139.0;0;2;2;0;0;0;0;66;66133
PERPIGNAN;120771.0;0;184;12;0;7;6;1;66;66136
PEYRESTORES;1552.0;0;0;1;0;0;0;0;66;66138
PEZILLA LA RIVIÈRE;3867.0;1;2;0;0;0;0;0;66;66140
POLLESTRES;5314.0;0;4;0;0;0;0;0;66;66144
PORTA;122.0;0;0;0;1;0;0;0;66;66146
PRADES;6367.0;1;7;2;0;0;0;0;66;66149
PRATS-DE-MOLLO-LA-PRESTE;1194.0;0;0;1;0;0;0;0;66;66150
RIVESALTES;9030.0;0;6;2;0;0;0;0;66;66164
SAINT ANDRÉ;3474.0;0;2;1;0;0;0;0;66;66168
SAINT CYPRIEN;11190.0;1;27;2;0;1;1;1;66;66171
SAINT ESTÈVE;11879.0;0;12;0;1;0;0;0;66;66172
SAINT FÉLIU D’AVALL;2919.0;0;1;2;0;0;0;0;66;66174
SAINT GÉNIS DES FONTAINES;2867.0;0;1;1;0;0;0;0;66;66175
SAINT HIPPOLYTE;3229.0;0;1;0;1;0;0;0;66;66176
SAINT JEAN LASSEILLE;1558.0;0;1;0;0;0;0;0;66;66177
SAINT JEAN PLA CORTS;2318.0;0;0;3;0;0;0;0;66;66178
SAINT LAURENT DE CERDANS;1057.0;0;0;1;0;0;0;0;66;66179
SAINT LAURENT DE LA SALANQUE;10173.0;0;8;2;0;0;0;0;66;66180
SAINT PAUL DE FENOUILLET;1808.0;0;0;1;0;0;0;0;66;66187
SAINT NAZAIRE;2827.0;0;4;0;0;0;0;0;66;66186
SAINTE MARIE LA MER;4883.0;0;5;0;0;0;0;0;66;66182
SALEILLES;5669.0;0;4;0;0;0;0;0;66;66189
SALSES LE CHÂTEAU;3526.0;0;1;1;0;0;0;0;66;66190
SOREDE;3393.0;0;2;2;0;0;0;0;66;66196
THUIR;8059.0;0;6;1;0;0;0;0;66;66210
TORREILLES;3907.0;0;3;4;0;0;0;0;66;66212
TOULOUGES;7316.0;1;4;2;0;0;0;0;66;66213
VERNET LES BAINS;1496.0;0;0;1;2;0;0;0;66;66222
VILLENEUVE DE LA RAHO;4044.0;0;2;1;0;0;0;0;66;66227
VILLELONGUE DE LA SALANQUE;3284.0;0;3;2;0;0;0;0;66;66224
VILLENEUVE LA RIVIÈRE;1397.0;1;1;0;0;0;0;0;66;66228
VINÇA;2157.0;0;0;2;0;0;0;0;66;66230
Andlau;1812.0;0;0;1;0;0;0;0;67;67010
Barr;7411.0;0;4;1;0;0;0;0;67;67021
Benfeld;5800.0;1;2;1;0;0;0;0;67;67028
Betschdorf;4211.0;0;1;1;0;0;0;0;67;67339
Bischheim;17137.0;0;3;0;0;0;0;0;67;67043
Bischwiller;12488.0;0;7;0;0;0;0;0;67;67046
Bouxwiller;4127.0;0;2;1;0;0;0;0;67;67061
Brumath;9946.0;0;5;0;0;0;0;0;67;67067
Chatenois;4287.0;1;2;1;0;0;0;0;67;67073
Dambach-la-Ville;2256.0;0;0;2;0;0;0;0;67;67084
Eckbolsheim;7113.0;0;2;0;0;0;0;0;67;67118
Erstein;10700.0;1;8;0;0;0;0;0;67;67130
Eschau;5477.0;0;1;1;0;0;0;0;67;67131
Fegersheim;5800.0;0;1;0;0;0;0;0;67;67137
Gundershoffen;3768.0;0;1;0;0;0;0;0;67;67176
Haguenau;34366.0;0;11;3;0;0;0;0;67;67180
Hochfelden;4086.0;0;1;0;0;0;0;0;67;67202
Illkirch-Graffenstaden;26700.0;0;7;0;0;1;1;1;67;67218
Ingwiller;4150.0;0;2;0;0;0;0;0;67;67222
Kintzheim;1692.0;0;0;0;1;0;0;0;67;67239
La Broque;2560.0;1;0;1;0;0;0;0;67;67066
La Wantzenau;5900.0;0;1;0;0;0;0;0;67;67519
Lauterbourg;2369.0;0;1;0;0;0;0;0;67;67261
Lingolsheim;19076.0;0;0;6;0;0;0;0;67;67267
Marckoslehim;4200.0;0;5;0;0;0;0;0;67;67281
Marlenheim;4537.0;1;0;0;0;0;0;0;67;67282
Marmoutier;2700.0;0;1;0;0;0;0;0;67;67283
Niederbronn-les-Bains;4457.0;0;1;1;0;0;0;0;67;67324
Oberhoffen-sur-Moder;3585.0;0;0;1;0;0;0;0;67;67345
Obernai;11500.0;0;10;0;0;0;0;0;67;67348
Ostwald;12800.0;0;3;0;0;0;0;0;67;67365
Reichshoffen;5268.0;0;2;0;0;0;0;0;67;67388
Rothau;1572.0;1;0;0;0;0;0;0;67;67414
Sarre-Union;2900.0;0;0;1;0;0;0;0;67;67434
Saverne;12000.0;0;5;1;0;0;0;0;67;67437
Schiltigheim;34000.0;0;7;2;0;1;1;1;67;67447
Schirmeck;2169.0;1;0;0;0;0;0;0;67;67448
Schweighouse-sur-Moder;4939.0;0;2;0;0;0;0;0;67;67458
Sélestat;19500.0;0;9;1;1;0;0;0;67;67462
Seltz;3287.0;0;1;0;0;0;0;0;67;67463
Souffelweyersheim;8067.0;0;2;0;0;0;0;0;67;67471
Soufflenheim;4850.0;0;1;0;0;0;0;0;67;67472
STRASBOURG;287228.0;0;157;38;0;0;0;0;67;67482
Sundhouse;1860.0;0;0;0;1;0;0;0;67;67486
Val de Moder;4995.0;0;2;1;0;0;0;0;67;67372
Vendenheim;5700.0;0;3;0;0;0;0;0;67;67506
Wasselonne;5652.0;1;0;0;0;0;0;0;67;67520
Wissembourg;7387.0;0;4;3;0;0;0;0;67;67544
Wolfisheim;4213.0;0;0;1;0;0;0;0;67;67551
ALTKIRCH;5830.0;0;4;1;0;0;0;0;68;68004
BERGHEIM;2145.0;0;1;0;0;0;0;0;68;68028
BIESHEIM;2546.0;0;2;0;0;0;0;0;68;68036
BLOTZHEIM;4709.0;0;2;0;0;0;0;0;68;68042
BRUNSTATT DIDENHEIM;8000.0;0;3;0;0;0;0;0;68;68056
CERNAY;12000.0;0;3;1;0;0;0;0;68;68063
COLMAR;70060.0;0;28;9;0;0;0;0;68;68066
DANNEMARIE;2250.0;0;1;0;0;0;0;0;68;68068
EGUISHEIM;1764.0;0;2;0;0;0;0;0;68;68078
ENSISHEIM;7600.0;0;2;0;0;0;0;0;68;68082
GUEBWILLER;11000.0;0;4;1;0;0;0;0;68;68112
HABSHEIM;5086.0;1;1;0;0;0;0;0;68;68118
HESINGUE;2800.0;0;3;0;0;0;0;0;68;68135
HORBOURG WIHR;6350.0;0;3;0;0;0;0;0;68;68145
HUNINGUE;7358.0;0;5;2;0;0;0;0;68;68149
ILLZACH;14900.0;0;8;0;0;0;0;0;68;68154
INGERSHEIM;4750.0;0;1;0;0;0;0;0;68;68155
KAYSERSBERG VIGNOBLE;4677.0;0;2;1;0;0;0;0;68;68162
KEMBS;5600.0;0;2;0;0;0;0;0;68;68163
KINGERSHEIM;13346.0;0;5;4;0;0;0;0;68;68166
MULHOUSE;113000.0;0;75;16;0;4;4;1;68;68224
MUNSTER;4737.0;0;3;0;0;0;0;0;68;68226
NEUF BRISACH;1947.0;0;1;0;0;0;0;0;68;68231
ORBEY;3619.0;0;2;0;0;0;0;0;68;68249
OTTMARSHEIM;1839.0;1;3;0;0;0;0;0;68;68253
RIBEAUVILLE;5000.0;0;3;1;1;0;0;0;68;68269
RIEDISHEIM;12500.0;0;4;0;0;0;0;0;68;68271
RIQUEWIHR;1200.0;0;3;1;0;0;0;0;68;68277
RIXHEIM;14400.0;0;8;0;0;0;0;0;68;68278
ROSENAU;2400.0;0;2;1;0;0;0;0;68;68286
ROUFFACH;4505.0;0;4;1;0;0;0;0;68;68287
SAINT LOUIS;21177.0;0;6;4;7;0;0;0;68;68297
SAINTE CROIX AUX MINES;1957.0;0;1;0;0;0;0;0;68;68294
SAINTE CROIX EN PLAINE;3043.0;0;1;0;0;0;0;0;68;68295
SAINTE MARIE AUX MINES;5400.0;0;2;0;0;0;0;0;68;68298
SAUSHEIM;5622.0;0;4;0;0;0;0;0;68;68300
THANN;7900.0;0;5;0;0;0;0;0;68;68334
TURCKHEIM;3760.0;0;3;0;0;0;0;0;68;68338
VIEUX THANN;3000.0;0;1;0;0;0;0;0;68;68348
VOLGELSHEIM;2713.0;0;2;0;0;0;0;0;68;68352
WETTOLSHEIM;1739.0;0;1;0;0;0;0;0;68;68365
WILLER SUR THUR;1841.0;0;1;0;0;0;0;0;68;68372
WINTZENHEIM;8046.0;0;4;0;0;0;0;0;68;68374
WITTELSHEIM;10479.0;0;1;0;0;0;0;0;68;68375
Chaponost;8890.0;0;4;0;0;0;0;0;69;69043
Dardilly;8675.0;0;3;0;0;0;0;0;69;69072
Fleurieux-sur-l’Arbresle+ 4 communes;10725.0;1;1;0;1;0;0;0;69;69086
Thizy-les-Bourgs;6500.0;0;1;0;0;0;0;0;69;69248
Francheville;15164.0;0;4;1;0;0;0;0;69;69089
Irigny;9000.0;0;5;0;0;0;0;0;69;69100
Communay;4500.0;1;2;0;0;0;0;0;69;69272
Ternay;5600.0;1;3;0;0;0;0;0;69;69297
Gleyzé;7841.0;0;2;0;0;0;0;0;69;69092
Genay;5614.0;0;2;0;0;0;0;0;69;69278
Saint-Bonnet-de-Mûre;6983.0;0;5;0;0;0;0;0;69;69287
Lissieu;3128.0;0;0;1;0;0;0;0;69;69117
Condrieu;4040.0;0;1;0;0;0;0;0;69;69064
Saint-Fons;19254.0;0;6;5;0;0;0;0;69;69199
Saint-Laurent-de-Chamousset;1817.0;0;0;1;0;0;0;0;69;69220
Brindas;6182.0;0;3;0;0;0;0;0;69;69028
Sérézin-du-Rhône;2809.0;0;1;0;0;0;0;0;69;69294
Saint-Genis-Laval;21400.0;0;11;3;0;2;2;1;69;69204
Charly;4600.0;0;1;0;0;0;0;0;69;69046
Neuville-sur-Saône;6195.0;0;2;1;0;0;0;0;69;69143
Marcy l’Etoile;4000.0;1;2;0;0;0;0;0;69;69127
Messimy;3487.0;0;1;0;0;0;0;0;69;69131
Saint-Genis-les-Ollières;5250.0;1;2;0;0;0;0;0;69;69205
La Mulatière;6550.0;1;3;0;0;0;0;0;69;69142
Sathonay-camp;6497.0;0;1;0;0;0;0;0;69;69292
Les Chères;1430.0;0;1;0;0;0;0;0;69;69055
Belleville-en-Beaujolais;13330.0;0;4;2;0;0;0;0;69;69019
Pommiers;2990.0;0;1;0;0;0;0;0;69;69156
Thizy-les-Bourgs;6150.0;0;1;0;0;0;0;0;69;69248
Fontaines-sur-Saône;7069.0;0;0;1;0;0;0;0;69;69088
Montagny;3160.0;0;0;1;0;0;0;0;69;69136
Corbas;11110.0;0;8;0;0;0;0;0;69;69273
Saint-Cyr-au-Mont-d’Or;5889.0;0;3;0;0;0;0;0;69;69191
Décines-Charpieu;28604.0;1;18;1;0;3;2;1;69;69275
Cours;4700.0;0;1;0;0;0;0;0;69;69066
Sainte-Consorce;1950.0;1;1;0;0;0;0;0;69;69190
Quincieux;3480.0;0;1;1;0;0;0;0;69;69163
Genas;12991.0;0;8;1;0;0;0;0;69;69277
Limonest;3968.0;0;1;0;0;0;0;0;69;69116
Toussieu;3216.0;0;2;0;0;0;0;0;69;69298
Taluyers;2506.0;0;0;1;0;0;0;0;69;69241
Montagny;3118.0;0;0;1;0;0;0;0;69;69136
Arnas;3979.0;0;1;0;0;0;0;0;69;69013
Feyzin;9879.0;0;8;2;0;0;0;0;69;69276
Caluire-et-Cuire;43469.0;0;21;9;0;0;0;0;69;69034
Meyzieu;35863.0;1;18;3;0;1;1;1;69;69282
Charbonnières-les-Bains;5264.0;0;2;1;0;0;0;0;69;69044
Saint-Romain-en-Gal;2073.0;0;0;2;0;0;0;0;69;69235
Vernaison;5001.0;1;4;0;0;0;0;0;69;69260
