libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
FOUG;2762.0;0;0;0;1;0;0;0;54;54205
GORCY;2660.0;0;1;0;0;0;0;0;54;54234
HAUCOURT MOULAINE;3076.0;0;2;0;0;0;0;0;54;54254
HEILLECOURT;5756.0;0;1;0;0;0;0;0;54;54257
HERSERANGE;4399.0;0;1;0;0;0;0;0;54;54261
HOMECOURT;6157.0;0;2;1;0;0;0;0;54;54263
HOUDEMONT;2289.0;1;1;0;0;0;0;0;54;54265
JARVILLE LA MALGRANGE;9595.0;0;2;3;0;0;0;0;54;54274
JOEUF;6672.0;0;3;0;0;0;0;0;54;54280
LANEUVEVILLE DEVANT NANCY;6341.0;0;2;0;0;0;0;0;54;54300
LAXOU;14795.0;0;4;1;0;0;0;0;54;54304
LONGUYON;5489.0;0;1;0;0;0;0;0;54;54322
LONGWY;14619.0;0;4;3;0;0;0;0;54;54323
LUDRES;6577.0;0;2;0;0;0;0;0;54;54328
LUNEVILLE;19881.0;0;5;2;0;0;0;0;54;54329
MALZEVILLE;8226.0;0;2;0;0;0;0;0;54;54339
MAXEVILLE;10074.0;0;4;0;0;0;0;0;54;54357
NANCY;106860.0;0;67;5;0;0;0;0;54;54395
NEUVES MAISONS;7126.0;0;2;0;0;0;0;0;54;54397
PAGNY SUR MOSELLE;4172.0;0;1;0;0;0;0;0;54;54415
PONT A MOUSSON;15201.0;0;2;2;0;0;0;0;54;54431
PONT SAINT VINCENT;1985.0;0;1;0;0;0;0;0;54;54432
PULNOY;4488.0;0;2;0;0;0;0;0;54;54439
ROSIERES AUX SALINES;2861.0;0;1;0;0;0;0;0;54;54462
SAINT MAX;9892.0;0;2;1;0;0;0;0;54;54482
SAINT NICOLAS DE PORT;7642.0;0;2;1;0;0;0;0;54;54483
SAULXURES LES NANCY;4101.0;0;1;0;0;0;0;0;54;54495
SEICHAMPS;4919.0;0;2;0;0;0;0;0;54;54498
TOUL;16355.0;0;6;5;0;0;0;0;54;54528
VAL DE BRIEY;8445.0;0;3;0;0;0;0;0;54;54099
VANDOEUVRE LES NANCY;30100.0;0;12;0;0;0;0;0;54;54547
VARANGEVILLE;3815.0;0;1;0;0;0;0;0;54;54549
VILLERS LES NANCY;14625.0;0;3;1;0;0;0;0;54;54578
VILLERUPT;9578.0;0;1;0;0;0;0;0;54;54580
BAR LE DUC;14733.0;0;5;1;0;0;0;0;55;55029
Belrupt-en-Verdunois;567.0;0;0;1;0;0;0;0;55;55045
Commercy;5399.0;0;2;1;0;0;0;0;55;55122
Etain;3543.0;0;1;1;0;0;0;0;55;55181
Fains-Véel;2124.0;0;1;0;0;0;0;0;55;55186
Ligny-en-Barrois;4043.0;0;2;0;0;0;0;0;55;55291
Montmédy;2094.0;0;0;0;1;0;0;0;55;55351
Saint-Mihiel;4074.0;0;2;0;0;0;0;0;55;55463
Stenay;2520.0;0;0;0;1;0;0;0;55;55502
Verdun;17161.0;0;7;1;0;0;0;0;55;55545
Arradon;5200.0;1;2;0;0;0;0;0;56;56003
Arzon;2198.0;0;3;0;0;0;0;0;56;56005
Auray;14564.0;0;6;1;0;0;0;0;56;56007
Baden;4481.0;0;1;1;0;0;0;0;56;56008
Baud;6500.0;0;1;1;0;0;0;0;56;56010
Belz;3732.0;0;1;0;0;0;0;0;56;56013
Brech;7000.0;0;1;0;0;0;0;0;56;56023
Carnac;4500.0;0;5;9;0;0;0;0;56;56034
Caudan;7000.0;1;1;0;0;0;0;0;56;56036
Cléguérec;3000.0;0;1;1;0;0;0;0;56;56041
Crach;3400.0;1;1;0;0;0;0;0;56;56046
Damgan;1800.0;0;1;1;0;0;0;0;56;56052
Elven;6261.0;0;1;1;0;0;0;0;56;56053
Erdeven;3950.0;0;1;1;0;0;0;0;56;56054
Étel;2234.0;0;1;1;0;0;0;0;56;56055
Férel;3331.0;1;7;0;0;0;0;0;56;56058
Gourhel;800.0;0;0;2;0;0;0;0;56;56065
Gourin;3700.0;0;1;0;0;0;0;0;56;56066
Grand-Champ;5600.0;1;1;0;0;0;0;0;56;56067
Guer;6500.0;0;1;0;0;0;0;0;56;56075
Guidel;12000.0;0;3;1;0;0;0;0;56;56078
Hennebont;16250.0;0;5;0;0;0;0;0;56;56083
Île-aux-Moines;614.0;0;1;0;0;0;0;0;56;56087
Inzinzac-Lochrist;6526.0;0;1;0;0;0;0;0;56;56090
Josselin;2500.0;0;1;1;0;0;0;0;56;56091
La Gacilly;3962.0;0;1;0;0;0;0;0;56;56061
La Trinité-sur-Mer;1623.0;0;1;4;0;0;0;0;56;56258
La Trinité-Surzur;1600.0;1;2;2;0;0;0;0;56;56259
Lanester;22095.0;0;3;0;0;0;0;0;56;56098
Languidic;8100.0;0;2;0;0;0;0;0;56;56101
Larmor-Baden;907.0;0;1;0;0;0;0;0;56;56106
Larmor-Plage;8500.0;1;4;1;0;0;0;0;56;56107
Le Bono;2400.0;0;0;0;1;0;0;0;56;56262
Le Faouët;2850.0;0;0;1;0;0;0;0;56;56057
Le Hézo;860.0;1;0;0;0;0;0;0;56;56084
Le Palais;2500.0;0;0;1;1;0;0;0;56;56152
Le Tour du Parc;1231.0;1;0;0;0;0;0;0;56;56252
Locmariaquer;1597.0;0;0;1;0;0;0;0;56;56116
Locminé;4500.0;0;2;0;0;0;0;0;56;56117
Locmiquélic;1300.0;0;1;0;0;0;0;0;56;56118
Lorient;57149.0;0;17;3;0;0;0;0;56;56121
Malestroit;2500.0;0;1;1;0;0;0;0;56;56124
Mauron;3200.0;0;1;0;0;0;0;0;56;56127
Muzillac;5200.0;0;2;1;0;0;0;0;56;56143
Neulliac;1463.0;1;0;0;0;0;0;0;56;56146
Nivillac;8500.0;1;2;0;0;0;0;0;56;56147
Noyal-Pontivy;3800.0;0;1;0;0;0;0;0;56;56151
Pénestin;2049.0;0;3;2;0;0;0;0;56;56155
Plescop;6000.0;1;1;0;0;0;0;0;56;56158
Ploemel;3026.0;0;1;0;0;0;0;0;56;56161
Ploemeur;17778.0;0;4;2;0;0;0;0;56;56162
Ploeren;6857.0;1;2;1;0;0;0;0;56;56164
Ploërmel;10300.0;0;6;2;0;1;1;1;56;56165
Plouay;5920.0;0;0;1;0;0;0;0;56;56166
Plouharnel;2262.0;1;4;0;0;0;0;0;56;56168
Pluneret;5712.0;0;1;0;0;0;0;0;56;56176
Pluvigner;7500.0;0;1;1;0;0;0;0;56;56177
Pontivy;15064.0;0;5;1;0;0;0;0;56;56178
Port-Louis;2621.0;0;1;0;0;0;0;0;56;56181
Questembert;8000.0;0;2;0;0;0;0;0;56;56184
Quéven;9000.0;1;2;0;0;0;0;0;56;56185
Quiberon;5200.0;0;3;1;0;0;0;0;56;56186
Riantec;5100.0;0;1;0;0;0;0;0;56;56193
Rochefort-en-Terre;652.0;0;0;0;1;0;0;0;56;56196
Saint-Avé;12000.0;0;2;0;0;0;0;0;56;56206
Saint-Philibert;1492.0;1;1;0;0;0;0;0;56;56233
Saint-Pierre-Quiberon;2200.0;0;1;1;0;0;0;0;56;56234
Sainte-Anne-d'Auray;2875.0;0;1;0;0;0;0;0;56;56263
Sarzeau;10000.0;1;3;1;0;0;0;0;56;56240
Séné;9127.0;0;1;1;0;0;0;0;56;56243
Sérent;3100.0;0;1;0;0;0;0;0;56;56244
Surzur;4950.0;0;1;0;0;1;1;1;56;56248
Theix-Noyalo;8100.0;1;2;0;0;0;0;0;56;56251
VANNES;53000.0;0;21;8;0;1;1;1;56;56260
algrange;6173.0;0;2;0;0;1;1;1;57;57012
altrippe;389.0;0;0;0;1;0;0;0;57;57014
ars sur moselle;4870.0;0;1;0;0;0;0;0;57;57032
ay sur moselle;1524.0;1;1;0;0;0;0;0;57;57043
amneville;10443.0;0;7;0;1;0;0;0;57;57019
argancy;1373.0;1;0;0;0;0;0;0;57;57028
audun le tiche;7007.0;0;3;1;0;0;0;0;57;57038
aumetz;2325.0;0;1;0;0;0;0;0;57;57041
bass ham;2276.0;1;1;0;0;0;0;0;57;57287
bertrange;2721.0;1;0;0;0;0;0;0;57;57067
bousse;3237.0;1;0;0;0;0;0;0;57;57102
behren les forbach;6626.0;0;10;7;0;0;0;0;57;57058
bitche;4951.0;0;2;0;0;0;0;0;57;57089
bouzonville;4027.0;0;3;0;0;0;0;0;57;57106
carling;3488.0;0;1;0;0;0;0;0;57;57123
cattenom;2660.0;0;1;0;0;0;0;0;57;57124
chailly les ennery;352.0;1;0;0;0;0;0;0;57;57125
charly oradour;702.0;1;1;0;0;0;0;0;57;57129
chateau salins;2701.0;0;0;1;0;0;0;0;57;57132
chatel saint germain;2602.0;1;1;0;0;0;0;0;57;57134
clouange;3303.0;1;1;0;0;0;0;0;57;57143
crehange;3923.0;0;1;1;0;0;0;0;57;57159
dieuze;3137.0;0;0;1;0;0;0;0;57;57177
ennery;2107.0;1;1;1;0;0;0;0;57;57193
fameck;14599.0;0;3;2;0;0;0;0;57;57206
farebersviller;5531.0;0;2;0;0;0;0;0;57;57207
faulquemont;5394.0;0;1;1;0;0;0;0;57;57209
florange;12065.0;0;6;0;0;0;0;0;57;57221
folschviller;4065.0;0;2;0;0;0;0;0;57;57224
forbach;21858.0;0;11;8;0;0;0;0;57;57227
gandrange;3028.0;0;2;0;0;0;0;0;57;57242
grosbliederstroff;3296.0;0;1;0;0;0;0;0;57;57260
guenange;7407.0;1;5;0;0;0;0;0;57;57269
hagondange;9348.0;0;3;2;0;0;0;0;57;57283
hayange;15658.0;0;5;2;0;0;0;0;57;57306
hettange grande;7779.0;0;2;0;0;0;0;0;57;57323
Hombourg-haut;6499.0;0;1;0;0;0;0;0;57;57332
koenigsmacker;2295.0;1;1;0;0;0;0;0;57;57370
knuttange;3251.0;0;1;0;0;0;0;0;57;57368
l’hopital;5411.0;0;1;1;0;0;0;0;57;57336
longeville les saint avold;3747.0;0;1;0;0;0;0;0;57;57413
macheren;2835.0;0;1;0;0;0;0;0;57;57428
marange silvange;6458.0;0;3;0;0;0;0;0;57;57443
maizieres les metz;11795.0;0;5;2;0;0;0;0;57;57433
manom;2915.0;1;0;0;0;0;0;0;57;57441
malroy;371.0;1;0;0;0;0;0;0;57;57438
marly;10108.0;0;6;0;0;0;0;0;57;57447
metz;117492.0;0;101;12;6;0;0;0;57;57463
mondelange;5732.0;1;0;1;0;0;0;0;57;57474
montigny les metz;22236.0;0;9;3;0;1;1;1;57;57480
morhange;3527.0;0;2;1;0;0;0;0;57;57483
moulins les metz;5093.0;0;2;0;0;1;1;1;57;57487
moyeuvre grande;7668.0;0;0;2;0;0;0;0;57;57491
nilvange;4655.0;0;1;0;0;0;0;0;57;57508
ottange;2924.0;0;1;0;0;0;0;0;57;57529
oeting;2731.0;0;0;0;1;0;0;0;57;57201
petite roselle;6432.0;0;2;0;0;0;0;0;57;57537
ranguevaux;865.0;0;0;0;1;0;0;0;57;57562
richemont;2092.0;1;0;0;0;0;0;0;57;57582
rombas;9833.0;0;4;3;0;0;0;0;57;57591
rurange les thionville;2516.0;1;0;0;0;0;0;0;57;57602
rustroff;630.0;1;0;0;0;0;0;0;57;57604
sainte marie aux chenes;4104.0;0;1;0;0;0;0;0;57;57620
saint julien les metz;3421.0;0;2;0;0;0;0;0;57;57616
sarralbe;4485.0;0;2;0;0;0;0;0;57;57628
sarreguemines;20635.0;0;7;2;0;0;0;0;57;57631
sarrebourg;11987.0;0;1;1;0;0;0;0;57;57630
scy chazelles;2728.0;0;1;0;0;0;0;0;57;57642
seremange erzange;4220.0;0;1;0;0;0;0;0;57;57647
sierck les bains;1789.0;1;1;0;0;0;0;0;57;57650
saint avold;15860.0;0;8;0;1;1;1;1;57;57606
stiring wendel;11742.0;0;3;2;0;0;0;0;57;57660
talange;7927.0;0;6;2;0;1;1;1;57;57663
terville;7134.0;1;5;0;0;0;0;0;57;57666
thionville;40778.0;1;20;3;0;0;0;0;57;57672
uckange;6973.0;0;2;0;0;0;0;0;57;57683
valmont;3201.0;0;2;0;0;0;0;0;57;57690
vitry sur orne;3071.0;0;0;1;0;0;0;0;57;57724
volmerange les mines;2309.0;0;1;0;0;0;0;0;57;57731
woippy;13608.0;0;23;0;1;1;1;1;57;57751
yutz;16633.0;0;7;2;0;0;0;0;57;57757
Clamecy;3800.0;0;2;0;0;0;0;0;58;58079
Corbigny;1549.0;0;0;0;1;0;0;0;58;58083
Cosne Cours sur Loire;9827.0;0;5;2;0;0;0;0;58;58086
Decize;5300.0;0;2;0;0;0;0;0;58;58095
Fourchambault;4182.0;0;1;0;0;0;0;0;58;58117
Garchizy;3781.0;0;1;0;0;0;0;0;58;58121
Guérginy;2524.0;0;1;0;0;0;0;0;58;58131
Imphy;3273.0;0;1;0;0;0;0;0;58;58134
La Charité sur Loire;5000.0;0;2;2;0;0;0;0;58;58059
La Machine;3293.0;0;1;0;0;0;0;0;58;58151
Marzy;3800.0;0;0;0;1;0;0;0;58;58160
NEVERS;32000.0;0;13;4;0;0;0;0;58;58194
Pouilly sur Loire;1630.0;0;0;1;0;0;0;0;58;58215
Pougues les Eaux;2400.0;0;2;0;0;0;0;0;58;58214
Varennes Vauzelles;9378.0;0;2;1;0;0;0;0;58;58303
ALLENNES LES MARAIS;3500.0;0;1;0;0;0;0;0;59;59005
ANNOEULLIN;10000.0;0;2;0;0;0;0;0;59;59011
ARMENTIERES;25000.0;0;6;9;0;0;0;0;59;59017
AVELIN;2685.0;0;0;1;0;0;0;0;59;59034
BAUVIN;5600.0;0;3;1;0;0;0;0;59;59052
BONDUES;10000.0;0;8;2;0;0;0;0;59;59090
CHERENG;3031.0;0;1;0;0;0;0;0;59;59146
COMINES;12500.0;0;8;1;0;0;0;0;59;59152
CROIX;22000.0;0;10;0;0;0;0;0;59;59163
CYSOING;4975.0;0;1;0;0;0;0;0;59;59168
DON;1500.0;0;1;0;0;0;0;0;59;59670
FACHES THUMESNIL;17835.0;0;5;5;0;0;0;0;59;59220
FRETIN;3323.0;0;2;0;0;0;0;0;59;59256
GONDECOURT;4000.0;0;1;1;0;0;0;0;59;59266
HALLENNES LEZ HAUBOURDIN;4713.0;0;2;0;0;0;0;0;59;59278
HAUBOURDIN;14840.0;0;10;0;0;0;0;0;59;59286
HOUPLIN-ANCOISNE SANTES;3700.0;1;2;0;0;0;0;0;59;59316
LA BASSEE;66600.0;0;3;0;0;0;0;0;59;59051
LA MADELEINE;21900.0;0;13;5;0;0;0;0;59;59368
LAMBERSART;27415.0;0;11;3;0;0;0;0;59;59328
LESQUIN;9097.0;0;6;0;0;0;0;0;59;59343
LEZENNES;3200.0;0;2;0;0;0;0;0;59;59346
LILLE;233098.0;0;128;24;0;10;5;1;59;59350
LOOS;22233.0;0;11;3;0;0;0;0;59;59360
LYS LEZ LANNOY;13500.0;0;6;0;0;1;1;1;59;59367
MARCQ EN BAROEUL;38155.0;0;23;14;0;0;0;0;59;59378
MARQUETTE LEZ LILLE;10800.0;1;6;1;0;0;0;0;59;59386
MONS EN BAROEUL;21153.0;0;12;0;0;0;0;0;59;59410
MOUVAUX;13100.0;0;8;1;0;0;0;0;59;59421
NEUVILLE EN FERRAIN;3792.0;0;1;0;0;0;0;0;59;59426
OSTRICURT;5400.0;0;0;1;0;0;0;0;59;59452
PERENCHIES;8500.0;0;5;0;0;0;0;0;59;59457
PHALEMPIN;4820.0;0;1;0;0;0;0;0;59;59462
PROVIN;4300.0;0;1;0;0;0;0;0;59;59477
QUESNOY SUR DEULE;6993.0;0;1;0;0;0;0;0;59;59482
RONCHIN;18939.0;0;5;2;0;0;0;0;59;59507
RONCQ;13361.0;0;7;0;0;0;0;0;59;59508
ROUBAIX;98000.0;0;66;6;0;0;0;0;59;59512
SAINGHIN EN WEPPES;5676.0;0;1;0;0;0;0;0;59;59524
SAINT ANDRE LEZ LILLE;12336.0;1;6;1;0;0;0;0;59;59527
SECLIN;12410.0;0;2;2;0;0;0;0;59;59560
THUMERIES;3942.0;0;2;0;0;0;0;0;59;59592
TOURCOING;98000.0;0;61;6;0;4;4;1;59;59599
VILLENEUVE D ASCQ;63000.0;0;36;12;0;2;2;1;59;59009
WAMBRECHIES;10100.0;0;5;2;0;0;0;0;59;59636
WASQUEHAL;21092.0;0;19;6;0;0;0;0;59;59646
WATTIGNIES;15268.0;0;6;0;0;0;0;0;59;59648
WATTRELOS;42000.0;0;21;5;0;1;1;1;59;59650
WAVRIN;7771.0;0;3;0;0;0;0;0;59;59653
AULNOYE-AYMERIES;9080.0;0;0;1;0;0;0;0;59;59033
AVESNELLES;2417.0;0;0;1;1;0;0;0;59;59035
AVESNES-SUR-HELPE;4333.0;0;0;2;0;0;0;0;59;59036
BACHANT;2400.0;0;1;0;0;0;0;0;59;59041
BAVAY;3337.0;0;2;0;0;0;0;0;59;59053
BERLAIMONT;3191.0;0;0;1;0;0;0;0;59;59068
BOUSIES;1740.0;0;1;0;0;0;0;0;59;59099
BOUSSOIS;3236.0;0;1;1;0;0;0;0;59;59104
ENGLEFONTAINE;1316.0;0;1;0;0;0;0;0;59;59194
FEIGNIES;6924.0;0;0;8;0;0;0;0;59;59225
FERRIERE-LA-GRANDE;5325.0;0;3;0;0;0;0;0;59;59230
FOURMIES;12000.0;0;0;2;0;0;0;0;59;59249
GLAGEON;1787.0;0;0;1;0;0;0;0;59;59261
HAUTMONT;14685.0;0;6;1;0;0;0;0;59;59291
JEUMONT;10455.0;0;10;1;0;0;0;0;59;59324
LA LONGUEVILLE;2097.0;0;0;1;0;0;0;0;59;59357
LANDRECIES;3551.0;0;2;0;0;0;0;0;59;59331
LE QUESNOY;5007.0;0;2;0;0;0;0;0;59;59481
MARPENT;2750.0;0;0;2;0;0;0;0;59;59385
MAUBEUGE;20000.0;0;25;8;0;4;2;1;59;59392
POIX-DU-NORD;2220.0;0;1;0;0;0;0;0;59;59464
PONT-SUR-SAMBRE;2496.0;0;0;0;1;0;0;0;59;59467
SAINS-DU-NORD;2824.0;0;1;0;0;0;0;0;59;59525
TRELON;2837.0;0;1;0;0;0;0;0;59;59601
BEAUVOIS-EN-CAMBRESIS;2038.0;0;1;0;0;0;0;0;59;59063
CAMBRAI;32501.0;0;4;5;0;0;0;0;59;59122
LE CATEAU-CAMBRESIS;6951.0;0;5;0;0;0;0;0;59;59136
CAUDRY;14487.0;0;5;1;0;0;0;0;59;59139
ESCAUDOEUVRES;3238.0;0;0;0;1;0;0;0;59;59206
GOUZEAUCOURT;1477.0;0;0;1;0;0;0;0;59;59269
MARETZ;1451.0;0;0;0;1;0;0;0;59;59382
IWUY;3359.0;0;1;0;0;0;0;0;59;59322
MASNIERES;2731.0;0;1;0;0;0;0;0;59;59389
NEUVILLE-SAINT-REMY;3792.0;0;1;0;0;0;0;0;59;59428
PROVILLE;3150.0;0;1;0;0;0;0;0;59;59476
RAILLENCOURT-STE-OLLE;2209.0;0;1;0;0;0;0;0;59;59488
SAINT-HILAIRE-LEZ-CAMBRAI;1575.0;0;1;0;0;0;0;0;59;59533
SOLESMES;4290.0;0;1;3;0;0;0;0;59;59571
WALINCOURT-SELVIGNY;2148.0;0;1;0;0;0;0;0;59;59631
Auby;7200.0;0;1;2;0;0;0;0;59;59028
Courchelettes;2900.0;0;1;0;0;0;0;0;59;59156
Cuincy;6550.0;0;3;0;0;0;0;0;59;59165
Douai;40471.0;0;16;6;0;0;0;0;59;59178
Flers-en-Escrebieux;5800.0;0;2;1;0;0;0;0;59;59234
Flines-lez-Râches;5700.0;0;2;0;0;0;0;0;59;59239
Lambres-lez-Douai;5092.0;0;2;0;0;0;0;0;59;59329
Orchies;8633.0;0;4;0;0;0;0;0;59;59449
Roost-Warendin;6099.0;0;2;0;0;0;0;0;59;59509
BAILLEUL;15019.0;0;4;1;0;0;0;0;59;59043
BERGUES;3637.0;0;1;1;0;0;0;0;59;59067
BOURBOURG;7171.0;0;0;2;0;0;0;0;59;59094
BRAY-DUNES;4507.0;0;1;1;0;0;0;0;59;59107
CAPPELLE LA GRANDE;7909.0;0;0;2;0;0;0;0;59;59131
CASSEL;2278.0;0;1;0;0;0;0;0;59;59135
COUDEKERQUE-BRANCHE;20925.0;0;4;6;0;0;0;0;59;59155
DUNKERQUE;86279.0;0;91;13;0;1;2;1;59;59183
ESTAIRES;6420.0;0;2;0;0;0;0;0;59;59212
GRANDE-SYNTHE;22777.0;0;23;3;0;0;0;0;59;59271
GRAND-FORT-PHILIPPE;5121.0;0;1;1;0;0;0;0;59;59272
GRAVELINES;11812.0;0;8;4;0;0;0;0;59;59273
HAZEBROUCK;21353.0;0;0;3;0;0;0;0;59;59295
HONDSCHOOTE;4072.0;0;0;1;0;0;0;0;59;59309
LA GORGUE;5637.0;0;1;0;0;0;0;0;59;59268
LEFFRINCKOUCKE;4255.0;0;2;0;0;0;0;0;59;59340
MERVILLE;9598.0;0;3;3;0;0;0;0;59;59400
NIEPPE;7479.0;0;4;1;0;0;0;0;59;59431
STEENVOORDE;4388.0;0;1;0;0;0;0;0;59;59580
TETEGHEM-COUDEKERQUE-VILLAGE;8311.0;0;1;0;0;0;0;0;59;59588
WATTEN;2602.0;0;0;0;1;0;0;0;59;59647
ANZIN;13305.0;1;6;4;0;0;0;0;59;59014
AULNOY-LEZ-VALENCIENNES;7339.0;0;3;3;0;0;0;0;59;59032
BEUVRAGES;6842.0;0;3;0;0;0;0;0;59;59079
BOUCHAIN;3940.0;0;0;1;1;0;0;0;59;59092
BRUAY-SUR-L’ESCAUT;11449.0;0;7;0;0;0;0;0;59;59112
CONDE-SUR-L’ESCAUT;9700.0;0;2;4;0;0;0;0;59;59153
CRESPIN;4500.0;1;4;1;0;0;0;0;59;59160
DENAIN;20000.0;0;11;6;0;0;0;0;59;59172
FAMARS;2545.0;0;1;0;0;0;0;0;59;59221
FRESNES-SUR-ESCAUT;7540.0;0;0;1;0;0;0;0;59;59253
HAULCHIN;2366.0;0;0;0;1;0;0;0;59;59288
HERGNIES;4460.0;0;1;0;0;0;0;0;59;59301
HERIN;4300.0;0;0;2;0;0;0;0;59;59304
HORDAIN;1466.0;0;1;0;0;0;0;0;59;59313
MAING;4101.0;0;1;0;0;0;0;0;59;59369
MARLY;12083.0;0;7;0;0;0;0;0;59;59383
ONNAING;8800.0;0;3;1;0;0;0;0;59;59447
PETITE-FORET;4924.0;1;3;3;0;0;0;0;59;59459
QUIEVRECHAIN;6300.0;1;6;1;0;0;0;0;59;59484
RAISMES;12642.0;1;6;3;0;0;0;0;59;59491
SAINT-SAULVE;11435.0;0;7;1;0;0;0;0;59;59544
LA SENTINELLE;3117.0;0;1;2;0;0;0;0;59;59564
VALENCIENNES;50000.0;0;43;12;0;0;0;0;59;59606
VIEUX-CONDE;10426.0;0;5;0;0;0;0;0;59;59616
Agnetz;3153.0;0;0;1;0;0;0;0;60;60007
Andeville;3300.0;0;1;0;0;0;0;0;60;60012
Ansauvillers;1200.0;0;0;0;1;0;0;0;60;60017
Auneuil;2990.0;0;0;1;0;0;0;0;60;60029
BEAUVAIS;56000.0;0;49;6;0;2;2;1;60;60057
Belle Eglise;608.0;1;0;0;0;0;0;0;60;60060
Béthy Saint Pierre;3200.0;0;0;2;0;0;0;0;60;60068
Boran Sur Oise;2186.0;0;2;0;0;0;0;0;60;60086
Bornel;4872.0;0;2;0;0;0;0;0;60;60088
Bresles;4105.0;0;1;0;0;0;0;0;60;60103
Breteuil;4244.0;0;4;0;0;0;0;0;60;60104
Breuil Le Sec;2706.0;0;1;1;0;0;0;0;60;60106
Breuil Le Vert;3138.0;0;1;0;0;0;0;0;60;60107
Cambronne Les Ribecourt;1970.0;0;2;0;0;0;0;0;60;60119
Cauffry;2646.0;0;1;0;0;0;0;0;60;60134
Chamant;950.0;0;1;0;0;0;0;0;60;60138
Chambly;10173.0;1;7;0;0;0;0;0;60;60139
Chantilly;11230.0;1;12;2;0;1;1;1;60;60141
Chaumont En Vexin;3217.0;0;2;0;0;0;0;0;60;60143
Chevrieres;2100.0;0;1;0;0;0;0;0;60;60149
Choisy Au Bac;3393.0;0;2;1;0;0;0;0;60;60151
Clairoix;2234.0;0;0;1;0;0;0;0;60;60156
Clermont;10080.0;0;2;2;0;0;0;0;60;60157
Compiegne;41643.0;0;30;5;0;3;3;1;60;60159
Cormeilles;438.0;0;0;0;1;0;0;0;60;60163
Creil;36000.0;0;17;4;0;1;1;1;60;60175
Crepy En Valois;15054.0;1;20;0;0;2;2;1;60;60176
Crevecoeur Le Grand;3626.0;0;1;0;0;0;0;0;60;60178
Crillon;506.0;0;0;1;0;0;0;0;60;60180
Dieudonne;853.0;1;0;0;0;0;0;0;60;60197
Ercuis;1271.0;1;0;0;0;0;0;0;60;60212
Estrees Saint Denis;3752.0;0;1;0;0;0;0;0;60;60223
Fitz James;2592.0;0;1;0;0;0;0;0;60;60234
Formerie;2141.0;0;1;0;0;0;0;0;60;60245
Fresnoy en Thelle;904.0;1;0;0;0;0;0;0;60;60259
Gouvieux;10000.0;0;1;1;0;0;0;0;60;60282
Hemevillers;490.0;1;0;0;0;0;0;0;60;60308
La Chapelle En Serval;3000.0;0;1;0;0;0;0;0;60;60142
La Croix Saint Ouen;5043.0;0;0;2;0;0;0;0;60;60338
Lagny Le Sec;2105.0;0;1;0;0;0;0;0;60;60341
Laigneville;4763.0;0;2;0;0;0;0;0;60;60342
Lamorlaye;9162.0;0;6;1;0;0;0;0;60;60346
Le Plessis Belleville;3620.0;0;6;0;0;0;0;0;60;60500
Le Plessis Brion;1382.0;0;1;0;0;0;0;0;60;60501
Levignen;1015.0;1;0;0;0;0;0;0;60;60358
Liancourt;6880.0;0;4;0;0;0;0;0;60;60360
Longueil Annel;2663.0;0;1;1;0;0;0;0;60;60368
Maignelay Montigny;2703.0;0;1;0;0;0;0;0;60;60374
Margny Les Compiegne;8500.0;0;6;3;0;0;0;0;60;60382
Meru;14502.0;0;19;2;0;0;0;0;60;60395
Mesnil en Thelle;2194.0;1;0;0;0;0;0;0;60;60398
Moliens;1163.0;0;0;0;1;0;0;0;60;60405
Montataire;15451.0;0;2;0;0;0;0;0;60;60414
Montmacq;1152.0;0;1;0;0;0;0;0;60;60423
Montmartin;302.0;1;0;0;0;0;0;0;60;60424
Morangles;397.0;1;0;0;0;0;0;0;60;60429
Mouy;5400.0;0;2;1;0;0;0;0;60;60439
Nanteuil Le Haudouin;5045.0;0;3;2;0;0;0;0;60;60446
Neuilly En Thelle;4014.0;0;2;0;0;0;0;0;60;60450
Nogent Sur Oise;20518.0;0;12;6;0;0;0;0;60;60463
Noyon;13560.0;0;18;2;0;3;3;1;60;60471
Orry La Ville;3441.0;0;1;1;0;0;0;0;60;60482
Plailly;1800.0;0;1;1;0;0;0;0;60;60494
Pont Sainte Maxence;12500.0;0;10;0;0;0;0;0;60;60509
Pontpoint;3249.0;0;1;0;0;0;0;0;60;60508
Precy Sur Oise;3227.0;0;1;0;0;0;0;0;60;60513
Puiseux le Hauberger;854.0;1;0;0;0;0;0;0;60;60517
Rantigny;2564.0;0;1;0;0;0;0;0;60;60524
Remy;1881.0;1;1;0;0;0;0;0;60;60531
Ribecourt Dreslincourt;3824.0;0;3;0;0;0;0;0;60;60537
Sacy Le Grand;1575.0;0;0;0;1;0;0;0;60;60562
Saint Just En Chaussee;6000.0;0;4;2;0;0;0;0;60;60581
Saint Leu D’esserent;4692.0;0;3;1;0;0;0;0;60;60584
Saint Maximin;3119.0;0;1;1;0;0;0;0;60;60589
Sainte Genevieve;3388.0;0;2;0;0;0;0;0;60;60575
Senlis;14760.0;0;14;2;0;0;0;0;60;60612
Serifontaine;2755.0;0;1;4;0;0;0;0;60;60616
