IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_ACT1564;P17_ACTOCC1564;P17_CHOM1564;P17_INACT1564;P17_ETUD1564;P17_RETR1564;P17_AINACT1564;C17_ACT1564_CS1;C17_ACT1564_CS2;C17_ACT1564_CS3;C17_ACT1564_CS4;C17_ACT1564_CS5;C17_ACT1564_CS6;P17_ACTOCC15P_TP;P17_SAL15P_TP;P17_SAL15P_CDI;P17_SAL15P_CDD;P17_SAL15P_INTERIM;P17_SAL15P_EMPAID;P17_SAL15P_APPR;P17_NSAL15P_INDEP;P17_NSAL15P_EMPLOY;P17_NSAL15P_AIDFAM;P17_ACTOCC15P_ILT1;P17_ACTOCC15P_ILT2P;P17_ACTOCC15P_ILT2;P17_ACTOCC15P_ILT3;P17_ACTOCC15P_ILT4;P17_ACTOCC15P_ILT5;C17_ACTOCC15P;C17_ACTOCC15P_PAS;C17_ACTOCC15P_MAR;C17_ACTOCC15P_VELO;C17_ACTOCC15P_2ROUESMOT;C17_ACTOCC15P_VOIT;C17_ACTOCC15P_TCOM
2A2700000;94;2A;2A000;2A270;ZZZZZZ;2A27000;Z;5;150;128;22;56;13;22;21;9;12;18;31;47;33;11;10;91;4;0;2;5;17;11;0;60;69;65;1;3;0;129;11;8;0;2;106;2
2A2710000;94;2A;2A000;2A271;ZZZZZZ;2A27100;Z;5;1691;1537;154;459;137;148;174;36;122;143;377;674;328;184;165;1204;109;4;11;16;140;73;1;482;1075;1050;9;12;4;1557;56;24;2;70;1349;56
2A2720000;94;2A;2A102;2A272;ZZZZZZ;2A27200;Z;5;1417;1183;234;546;139;115;292;37;173;132;259;466;322;143;123;799;123;1;13;13;157;116;1;911;312;283;6;22;1;1220;75;181;0;31;927;6
2A2760000;94;2A;2A000;2A276;ZZZZZZ;2A27600;Z;5;206;181;24;76;10;30;35;11;40;18;34;45;57;24;19;102;13;0;1;4;34;32;1;117;71;61;3;5;2;188;24;5;1;9;145;4
2A2780000;94;2A;2A000;2A278;ZZZZZZ;2A27800;Z;5;41;38;3;12;1;8;3;3;2;0;8;15;13;7;6;29;4;0;0;0;3;4;0;22;18;17;0;1;0;40;1;3;0;1;35;0
2A2790000;94;2A;2A000;2A279;ZZZZZZ;2A27900;Z;5;59;56;3;17;2;7;7;4;20;8;10;8;8;5;2;34;1;0;0;0;14;8;0;38;20;20;0;0;0;58;14;0;0;1;40;2
2A2820000;94;2A;2A000;2A282;ZZZZZZ;2A28200;Z;5;48;44;4;11;2;4;5;5;11;3;8;11;9;7;6;28;1;0;0;0;8;9;0;29;17;17;0;0;0;46;2;4;0;0;39;1
2A2840000;94;2A;2A000;2A284;ZZZZZZ;2A28400;Z;5;155;130;26;46;7;20;20;12;17;12;35;51;29;13;11;88;13;1;0;3;30;4;0;52;87;83;0;4;0;139;12;9;0;1;114;3
2A2850000;94;2A;2A000;2A285;ZZZZZZ;2A28500;Z;5;22;21;1;10;0;5;5;1;2;7;2;8;2;3;3;14;3;0;0;0;4;1;0;10;12;7;0;5;0;22;1;0;0;0;21;0
2A2880000;94;2A;2A000;2A288;ZZZZZZ;2A28800;Z;5;639;544;95;219;76;65;79;11;108;51;147;215;101;59;44;350;33;0;1;5;87;79;0;140;415;393;6;14;2;555;21;9;0;4;518;3
2A2950000;94;2A;2A000;2A295;ZZZZZZ;2A29500;Z;5;59;51;8;21;3;11;7;3;3;9;16;16;10;7;6;33;9;1;0;0;7;1;0;8;43;40;0;3;0;51;1;2;2;4;42;0
2A3000000;94;2A;2A000;2A300;ZZZZZZ;2A30000;Z;5;520;426;94;168;43;44;81;5;90;42;95;159;125;58;43;277;34;1;6;4;62;51;2;125;312;292;8;10;2;437;18;7;3;6;396;7
2A3080000;94;2A;2A000;2A308;ZZZZZZ;2A30800;Z;5;161;146;14;61;16;22;23;3;17;12;37;62;29;19;17;110;18;0;3;2;17;8;0;81;78;77;0;0;1;158;18;11;0;8;119;2
2A3100000;94;2A;2A000;2A310;ZZZZZZ;2A31000;Z;5;36;25;11;20;5;8;7;2;6;2;4;11;10;2;1;13;3;1;1;0;6;2;0;4;22;19;2;1;0;26;1;0;0;1;24;0
2A3120000;94;2A;2A000;2A312;ZZZZZZ;2A31200;Z;5;183;171;12;86;14;35;37;7;24;16;30;67;39;21;19;130;13;0;0;2;14;17;0;73;103;103;0;0;0;176;15;15;1;4;140;1
2A3220000;94;2A;2A000;2A322;ZZZZZZ;2A32200;Z;5;40;29;11;22;7;6;8;2;5;0;5;17;10;3;2;19;2;0;2;0;7;2;0;13;19;19;0;0;0;32;2;4;0;0;26;0
2A3230000;94;2A;2A000;2A323;ZZZZZZ;2A32300;Z;5;201;181;20;50;14;17;19;0;12;11;61;87;28;20;15;137;19;0;0;1;22;6;0;15;170;170;0;0;0;185;3;0;0;2;180;0
2A3240000;94;2A;2A000;2A324;ZZZZZZ;2A32400;Z;5;176;152;24;40;9;11;20;10;21;11;41;60;32;20;15;114;4;0;1;0;25;12;2;40;118;117;0;1;0;158;9;1;2;2;144;0
2A3260000;94;2A;2A000;2A326;ZZZZZZ;2A32600;Z;5;57;51;6;22;4;8;10;1;9;3;15;20;10;5;5;34;2;0;2;0;10;4;0;17;35;34;1;0;0;52;4;2;0;1;45;0
2A3300000;94;2A;2A000;2A330;ZZZZZZ;2A33000;Z;5;243;213;30;83;24;18;41;12;20;27;52;83;42;25;21;149;18;0;4;4;30;11;1;45;172;161;4;6;1;217;7;12;0;1;192;5
2A3310000;94;2A;2A000;2A331;ZZZZZZ;2A33100;Z;5;22;19;3;13;4;4;6;1;4;0;3;9;5;3;2;14;0;0;2;0;1;2;0;5;14;14;0;0;0;19;1;0;0;0;18;0
2A3360000;94;2A;2A000;2A336;ZZZZZZ;2A33600;Z;5;213;191;22;61;22;13;25;0;16;18;55;75;48;16;15;149;12;1;0;4;17;10;0;26;167;166;0;1;0;193;2;0;0;2;185;5
2A3450000;94;2A;2A000;2A345;ZZZZZZ;2A34500;Z;5;262;232;30;94;34;21;39;3;28;19;66;91;50;31;24;157;22;1;2;3;31;19;0;33;202;199;3;0;0;235;4;1;1;1;223;5
2A3480000;94;2A;2A000;2A348;ZZZZZZ;2A34800;Z;5;370;337;33;147;34;46;67;14;56;16;75;145;64;50;37;225;32;0;2;3;44;46;0;249;102;99;2;1;0;351;27;45;0;31;247;1
2A3490000;94;2A;2A104;2A349;ZZZZZZ;2A34900;Z;5;399;353;46;120;32;30;58;9;62;30;87;139;71;49;44;225;28;0;4;8;43;55;2;105;260;253;2;4;1;365;14;15;0;4;331;1
2A3510000;94;2A;2A000;2A351;ZZZZZZ;2A35100;Z;5;204;185;18;39;8;15;16;4;8;41;59;61;30;17;15;148;14;1;2;1;10;13;1;21;170;167;0;3;0;190;0;0;0;4;184;2
2A3570000;94;2A;2A000;2A357;ZZZZZZ;2A35700;Z;5;20;15;4;7;1;1;5;2;3;2;1;6;7;4;3;9;2;0;1;0;3;3;0;6;11;9;0;2;0;17;0;3;0;1;14;0
2A3580000;94;2A;2A000;2A358;ZZZZZZ;2A35800;Z;5;27;26;1;4;1;2;1;7;0;0;6;8;6;1;0;17;2;0;0;0;10;2;0;14;17;17;0;0;0;31;2;5;0;0;24;0
2A3590000;94;2A;2A000;2A359;ZZZZZZ;2A35900;Z;5;74;70;4;50;5;15;30;10;8;1;20;23;10;11;9;41;4;0;2;0;28;2;0;50;27;26;1;0;0;77;5;7;0;1;64;0
2A3600000;94;2A;2A000;2A360;ZZZZZZ;2A36000;Z;5;52;48;4;17;1;9;7;5;4;7;12;18;6;4;2;33;3;0;1;0;12;1;0;11;39;35;0;3;1;50;1;3;0;0;44;2
2A3620000;94;2A;2A000;2A362;ZZZZZZ;2A36200;Z;5;1226;1027;198;414;98;114;201;17;167;72;262;408;289;130;101;679;95;1;7;15;155;101;0;533;520;467;34;15;4;1052;51;45;1;13;937;6
2A3630000;94;2A;2A000;2A363;ZZZZZZ;2A36300;Z;5;19;18;1;3;0;2;1;0;4;3;5;4;3;3;1;11;2;0;0;0;2;3;0;1;17;12;0;5;0;18;0;0;0;0;18;0
