IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
621931901;32;62;62504;62193;Calais;620241;6219319;H;1;2157;1731;97;329;539;1594;95;402;553;305;375;88;201;518;421;295;119;89;1712;14;93;1395;105;98;8;475;8;30;416;17;3;1;1224;5;63;967;86;96;7;364;455;283;629;584;1104;120;43;431.0;960.0;321.0;435;1206;1641;61;1080;1816;288;84;1675.0
621931902;32;62;62504;62193;Calais;620241;6219319;H;1;969;837;15;117;237;730;37;110;235;217;238;31;49;164;225;223;81;64;834;3;56;637;82;53;3;223;0;5;203;9;6;0;609;3;51;434;72;47;3;198;183;158;298;310;435;3;92;316.0;399.0;107.0;360;653;805;22;586;745;6;166;814.0
621932001;32;62;62504;62193;Calais;620241;6219320;H;1;1535;1163;192;181;164;1364;142;307;274;201;238;103;150;259;203;207;154;86;1160;0;17;233;773;129;7;153;0;3;34;87;27;2;1001;0;15;196;683;102;6;204;294;220;444;476;673;199;13;234.0;680.0;249.0;645;943;1031;38;855;1005;386;18;1136.0
621932101;32;62;62504;62193;Calais;620251;6219321;H;1;1054;968;3;83;908;134;60;22;111;324;451;20;68;131;263;317;113;57;965;23;85;595;215;42;7;838;23;79;564;150;20;4;115;0;6;31;52;23;3;102;154;142;571;604;349;172;15;109.0;661.0;98.0;386;750;910;25;1295;777;378;30;934.0
621940101;32;62;00752;62194;Calonne-Ricouart;ZZZZZZ;6219401;H;4;1423;1279;9;135;1310;112;2;69;156;449;603;6;44;185;502;300;132;110;1274;87;384;290;234;230;49;1180;86;376;282;218;175;43;93;1;8;8;16;54;6;109;240;230;700;475;772;395;32;52.0;989.0;130.0;821;970;1295;20;1125;1679;844;57;1251.0
621940102;32;62;00752;62194;Calonne-Ricouart;ZZZZZZ;6219401;H;4;1104;974;10;120;1074;29;3;24;153;347;447;2;10;111;370;307;109;65;938;56;333;199;221;45;84;915;55;330;194;215;39;82;22;1;3;4;6;6;2;119;177;180;498;409;529;353;36;6.0;818.0;82.0;538;771;975;25;1014;1421;948;55;943.0
621950000;32;62;00752;62195;Calonne-sur-la-Lys;ZZZZZZ;6219500;Z;5;658;597;4;57;629;28;2;27;58;149;361;0;5;35;78;180;157;142;588;27;152;81;167;107;54;571;27;147;81;166;100;50;16;0;4;0;1;7;4;51;70;72;404;482;109;26;6;7.0;264.0;156.0;520;567;590;10;1255;277;56;13;582.0
621960000;32;62;62000;62196;La Calotterie;ZZZZZZ;6219600;Z;5;298;258;28;12;289;9;5;5;42;58;147;2;6;18;27;76;76;53;258;34;21;28;92;63;20;251;34;21;28;90;58;20;7;0;0;0;2;5;0;15;36;38;169;209;47;0;2;1.0;81.0;71.0;217;243;255;10;505;136;0;2;241.0
621970000;32;62;00752;62197;Camblain-Châtelain;ZZZZZZ;6219700;Z;5;788;702;8;78;778;8;0;23;97;189;393;1;9;60;148;228;131;125;693;108;135;176;133;68;73;685;108;134;171;132;68;72;6;0;1;4;0;0;1;69;102;129;402;488;205;7;9;4.0;396.0;165.0;484;615;695;5;1200;544;20;20;673.0
621980000;32;62;62000;62198;Cambligneul;ZZZZZZ;6219800;Z;5;149;138;4;7;143;5;1;4;13;24;96;2;3;3;7;48;37;37;131;33;11;10;48;23;5;125;31;9;10;47;22;5;5;1;2;0;1;1;0;9;17;15;97;116;19;1;3;3.0;94.0;22.0;122;121;141;0;284;48;1;5;133.0
621990000;32;62;62000;62199;Camblain-l'Abbé;ZZZZZZ;6219900;Z;5;281;265;0;16;279;2;0;3;24;50;188;0;2;9;30;82;65;78;265;64;16;36;94;35;20;263;63;16;36;94;35;19;2;1;0;0;0;0;1;10;35;37;182;222;35;4;8;1.0;169.0;61.0;221;246;264;0;540;80;7;15;259.0
622000000;32;62;00752;62200;Cambrin;ZZZZZZ;6220000;Z;5;503;482;1;20;439;63;0;33;64;93;292;0;9;51;71;151;100;100;482;28;88;88;108;92;79;421;23;87;74;99;80;58;60;4;1;13;9;12;20;64;121;77;220;310;163;58;9;0.0;285.0;128.0;357;420;483;11;793;400;177;30;470.0
622010000;32;62;62115;62201;Camiers;ZZZZZZ;6220100;Z;5;3920;1108;2737;75;2413;1499;15;87;206;294;506;11;63;191;259;303;140;141;1098;43;71;247;383;220;133;959;42;62;216;335;192;112;137;1;9;31;47;28;22;109;180;177;643;721;375;180;12;17.0;554.0;392.0;856;978;1086;20;1638;883;469;22;1095.0
622020000;32;62;62000;62202;Campagne-lès-Boulonnais;ZZZZZZ;6220200;Z;5;255;220;17;19;255;0;2;3;15;47;153;3;0;4;23;63;48;78;211;39;27;38;50;32;25;211;39;27;38;50;32;25;0;0;0;0;0;0;0;14;43;45;118;166;52;1;1;1.0;75.0;27.0;189;207;218;0;456;169;3;1;214.0
622030000;32;62;62000;62203;Campagne-lès-Guines;ZZZZZZ;6220300;Z;5;187;167;6;14;187;0;0;5;14;25;123;3;5;12;26;35;32;54;166;32;14;21;55;31;13;166;32;14;21;55;31;13;0;0;0;0;0;0;0;9;23;26;109;137;25;15;5;1.0;74.0;28.0;138;153;170;0;360;71;38;14;160.0
622040000;32;62;62000;62204;Campagne-lès-Hesdin;ZZZZZZ;6220400;Z;5;748;652;47;50;713;30;2;32;90;161;366;2;15;39;138;189;136;133;646;85;39;133;173;107;108;619;83;37;114;170;106;107;22;1;1;15;3;1;1;79;107;120;345;454;181;77;17;26.0;266.0;145.0;531;584;643;15;1119;414;186;42;641.0
622050000;32;62;62501;62205;Campagne-lès-Wardrecques;ZZZZZZ;6220500;Z;5;490;471;4;14;487;1;0;8;24;93;345;0;2;20;49;133;122;144;470;31;30;36;159;121;93;469;31;30;36;157;121;93;1;0;0;0;1;0;0;32;63;79;297;403;64;7;4;3.0;213.0;145.0;422;457;474;0;1064;171;14;8;459.0
622060000;32;62;62000;62206;Campigneulles-les-Grandes;ZZZZZZ;6220600;Z;5;131;118;8;5;130;1;2;2;17;34;63;0;1;2;14;41;21;39;118;27;6;17;36;24;7;117;27;6;17;36;23;7;1;0;0;0;0;1;0;5;20;11;81;97;17;2;3;0.0;44.0;28.0;107;109;113;5;251;44;5;4;117.0
622070000;32;62;62201;62207;Campigneulles-les-Petites;ZZZZZZ;6220700;Z;5;251;226;12;13;246;5;0;3;14;64;145;0;2;3;20;86;50;65;226;11;9;30;108;48;20;223;11;9;30;107;48;18;3;0;0;0;1;0;2;13;21;26;166;190;34;10;2;4.0;124.0;63.0;197;220;223;10;447;102;30;3;224.0
622080000;32;62;62000;62208;Canettemont;ZZZZZZ;6220800;Z;5;32;27;3;2;32;0;0;1;3;8;15;0;0;0;6;12;5;4;27;10;1;1;9;1;5;27;10;1;1;9;1;5;0;0;0;0;0;0;0;1;2;7;17;20;5;0;2;0.0;8.0;6.0;23;26;30;0;54;13;0;3;26.0
622090000;32;62;62000;62209;Canlers;ZZZZZZ;6220900;Z;5;83;67;10;6;82;0;0;0;6;12;49;0;0;3;9;16;18;21;65;14;3;18;10;17;3;65;14;3;18;10;17;3;0;0;0;0;0;0;0;2;12;8;45;56;10;0;1;0.0;29.0;8.0;61;62;65;0;130;26;0;3;65.0
622110000;32;62;62000;62211;Capelle-Fermont;ZZZZZZ;6221100;Z;5;83;77;1;5;83;0;0;1;6;14;56;0;0;1;2;20;19;35;73;8;4;4;20;18;19;73;8;4;4;20;18;19;0;0;0;0;0;0;0;7;6;17;47;73;4;0;0;0.0;26.0;29.0;69;76;75;0;205;12;0;0;76.0
622120000;32;62;62000;62212;Capelle-lès-Hesdin;ZZZZZZ;6221200;Z;5;214;185;16;13;214;0;0;1;20;48;116;0;0;4;32;60;48;41;183;24;11;31;54;30;32;183;24;11;31;54;30;32;0;0;0;0;0;0;0;12;32;29;112;138;46;22;1;0.0;52.0;57.0;174;170;190;5;363;121;70;2;182.0
622130000;32;62;62000;62213;Carency;ZZZZZZ;6221300;Z;5;314;289;6;18;304;10;0;1;15;60;213;0;2;8;22;72;74;112;273;5;78;41;87;39;23;265;5;78;40;85;37;21;8;0;0;1;2;3;2;23;40;38;188;267;21;0;1;0.0;178.0;84.0;243;281;288;0;696;52;0;2;280.0
622140000;32;62;62000;62214;Carly;ZZZZZZ;6221400;Z;5;235;215;6;14;234;0;0;4;18;46;146;0;2;2;29;58;45;78;215;31;21;24;71;37;30;214;30;21;24;71;37;30;0;0;0;0;0;0;0;18;28;32;137;172;39;19;4;0.0;67.0;73.0;180;203;214;0;431;113;58;7;212.0
622150101;32;62;00756;62215;Carvin;620301;6221501;H;1;1205;1119;0;86;1045;157;0;64;209;344;501;0;38;147;316;334;172;112;1105;44;279;241;315;146;81;979;44;274;229;228;126;78;126;0;5;11;87;20;3;92;192;216;619;514;568;456;36;77.0;814.0;138.0;779;918;1119;26;1293;1483;1198;62;1058.0
622150102;32;62;00756;62215;Carvin;620301;6221501;H;1;1261;1198;6;58;1258;1;0;19;156;357;667;6;8;114;279;457;231;103;1153;66;317;215;342;138;76;1150;65;314;215;342;138;76;1;1;0;0;0;0;0;79;162;198;759;848;321;184;30;58.0;814.0;212.0;858;1010;1198;19;2111;837;467;84;1171.0
622150103;32;62;00756;62215;Carvin;620291;6221501;H;1;1192;1122;0;70;644;542;26;152;253;232;459;29;110;233;262;280;156;53;1106;50;140;187;559;113;57;569;34;112;151;211;52;9;530;13;28;36;348;57;48;141;233;174;574;471;647;485;4;36.0;944.0;111.0;593;855;1101;49;1183;1281;957;9;1088.0
622150104;32;62;00756;62215;Carvin;620291;6221501;H;1;1596;1466;5;125;1118;478;13;197;307;381;569;20;132;276;337;427;176;97;1409;122;223;201;487;241;135;978;116;195;139;332;98;98;431;7;28;63;155;142;37;179;334;266;688;628;830;588;8;18.0;1235.0;168.0;901;1188;1456;40;1452;1855;1351;12;1440.0
622150105;32;62;00756;62215;Carvin;620291;6221501;H;1;1101;1000;0;102;932;169;3;34;143;301;519;3;37;117;245;312;203;83;992;135;343;208;124;128;53;831;135;337;193;77;48;40;161;0;6;15;47;80;13;96;191;164;549;632;365;142;3;33.0;582.0;217.0;552;862;1000;15;1563;818;272;14;955.0
622150106;32;62;00756;62215;Carvin;620301;6221501;H;1;1221;1112;0;109;1190;31;0;31;158;368;555;0;31;129;276;378;191;108;1092;141;253;291;200;46;161;1077;141;253;285;199;40;159;14;0;0;6;1;5;2;55;186;197;673;604;455;296;53;67.0;794.0;130.0;652;851;1112;18;1484;1230;785;95;1064.0
622160000;32;62;62000;62216;La Cauchie;ZZZZZZ;6221600;Z;5;91;88;0;3;91;0;1;2;14;17;54;0;0;3;16;25;22;22;85;34;6;5;20;12;8;85;34;6;5;20;12;8;0;0;0;0;0;0;0;6;18;9;55;76;11;0;1;0.0;51.0;25.0;72;83;90;10;182;28;0;1;88.0
622170000;32;62;00752;62217;Cauchy-à-la-Tour;ZZZZZZ;6221700;Z;5;1274;1177;18;79;1222;51;4;34;115;340;685;3;14;130;277;395;215;143;1173;97;218;345;331;112;71;1132;97;218;342;294;111;71;40;0;0;2;38;0;0;85;189;196;707;780;380;186;17;10.0;820.0;183.0;850;1014;1184;20;1848;931;431;30;1133.0
622180000;32;62;62000;62218;Caucourt;ZZZZZZ;6221800;Z;5;144;136;2;6;144;0;0;5;10;31;90;1;0;2;16;33;46;38;131;31;17;18;31;23;11;131;31;17;18;31;23;11;0;0;0;0;0;0;0;7;18;22;89;122;11;0;3;1.0;49.0;37.0;113;126;135;5;311;26;0;9;135.0
622190000;32;62;62000;62219;Caumont;ZZZZZZ;6221900;Z;5;102;73;19;10;102;0;0;2;11;13;47;0;0;1;14;15;20;23;73;40;10;10;5;3;5;73;40;10;10;5;3;5;0;0;0;0;0;0;0;5;5;10;53;64;7;0;2;0.0;29.0;8.0;72;67;70;5;143;17;0;2;69.0
622200000;32;62;62000;62220;Cavron-Saint-Martin;ZZZZZZ;6222000;Z;5;281;179;82;20;278;3;0;2;17;39;120;0;1;10;24;58;52;34;179;40;12;28;47;28;24;177;40;12;28;47;28;22;2;0;0;0;0;0;2;13;29;27;110;143;34;0;2;1.0;68.0;29.0;125;164;185;0;362;93;0;2;174.0
622210000;32;62;62000;62221;Chelers;ZZZZZZ;6222100;Z;5;119;105;2;12;116;1;0;8;7;28;62;2;2;5;8;37;24;27;105;20;20;22;17;20;8;103;19;20;21;17;20;8;1;0;0;1;0;0;0;3;8;14;79;89;17;0;0;0.0;46.0;19.0;92;91;108;5;215;44;0;0;102.0
622220000;32;62;62000;62222;Chériennes;ZZZZZZ;6222200;Z;5;84;68;10;6;83;1;0;0;11;12;45;0;0;1;15;18;18;16;67;19;11;6;21;8;2;66;19;11;5;21;8;2;1;0;0;1;0;0;0;4;10;9;45;54;13;0;1;0.0;23.0;10.0;62;59;70;0;116;35;0;4;67.0
622230000;32;62;62000;62223;Chérisy;ZZZZZZ;6222300;Z;5;117;115;0;2;115;2;0;0;9;21;86;2;1;0;13;26;35;38;115;4;41;11;22;18;20;113;4;40;11;21;18;20;2;0;1;0;1;0;0;14;13;21;68;95;20;0;0;1.0;50.0;33.0;99;111;118;0;239;54;0;0;112.0
622240000;32;62;00752;62224;Chocques;ZZZZZZ;6222400;Z;5;1313;1195;8;110;1302;9;1;21;107;342;723;7;12;67;283;442;236;147;1186;123;200;447;216;117;84;1176;123;200;443;214;115;82;9;0;0;3;2;2;2;89;167;168;770;930;253;24;12;22.0;749.0;194.0;894;1062;1192;20;2216;642;45;23;1156.0
622250000;32;62;62501;62225;Clairmarais;ZZZZZZ;6222500;Z;5;313;276;14;23;287;10;6;8;26;63;173;6;6;18;35;73;65;73;273;32;21;57;105;38;21;255;30;20;45;104;37;20;9;1;1;5;1;0;1;14;42;42;177;216;51;9;8;1.0;127.0;93.0;246;255;273;0;494;115;22;14;270.0
622270000;32;62;62000;62227;Clenleu;ZZZZZZ;6222700;Z;5;95;79;5;11;92;1;0;1;4;21;54;0;2;2;7;20;24;24;79;22;2;9;24;15;8;77;22;2;9;24;13;8;1;0;0;0;0;1;0;9;13;5;53;58;19;1;3;0.0;29.0;10.0;68;77;78;0;142;42;1;11;75.0
622280000;32;62;62000;62228;Clerques;ZZZZZZ;6222800;Z;5;142;119;16;7;135;3;1;1;10;31;76;2;2;6;11;36;33;29;119;18;9;15;29;24;24;119;18;9;15;29;24;24;0;0;0;0;0;0;0;8;15;29;66;98;17;0;3;1.0;30.0;20.0;107;111;123;0;284;33;0;6;116.0
622290000;32;62;62000;62229;Cléty;ZZZZZZ;6222900;Z;5;302;286;3;13;297;2;3;5;26;65;188;3;3;5;27;77;75;97;275;33;23;24;72;73;51;271;33;22;24;72;70;51;2;0;1;0;0;1;0;33;44;49;159;232;54;0;0;1.0;90.0;105.0;246;271;285;0;628;144;0;0;281.0
622300000;32;62;62000;62230;Colembert;ZZZZZZ;6223000;Z;5;345;323;10;12;339;6;1;4;30;81;207;3;5;12;38;100;73;91;317;39;11;28;87;68;83;312;39;10;28;83;68;83;5;0;1;0;4;0;0;35;57;54;177;240;77;20;6;1.0;77.0;107.0;275;310;325;0;711;213;69;17;313.0
622310000;32;62;62000;62231;Colline-Beaumont;ZZZZZZ;6223100;Z;5;77;59;9;9;75;1;0;3;6;16;34;0;1;4;5;15;16;18;59;9;2;14;15;12;7;59;9;2;14;15;12;7;0;0;0;0;0;0;0;3;7;8;41;54;5;0;0;0.0;15.0;15.0;49;55;60;0;130;7;0;0;56.0
622320000;32;62;62000;62232;La Comté;ZZZZZZ;6223200;Z;5;392;367;7;18;388;4;1;5;37;122;202;0;5;17;60;125;83;76;363;48;42;70;96;73;33;360;47;42;68;96;73;33;3;1;0;2;0;0;0;30;55;43;238;302;58;2;7;0.0;195.0;74.0;302;333;367;0;766;149;10;11;347.0
622330000;32;62;62000;62233;Conchil-le-Temple;ZZZZZZ;6223300;Z;5;1273;431;811;31;1254;3;0;15;52;115;248;0;11;35;65;146;93;80;426;47;35;50;106;92;96;419;47;35;49;106;88;94;2;0;0;1;0;1;0;30;60;90;251;356;70;19;5;1.0;181.0;111.0;346;404;435;5;932;193;71;10;418.0
622340000;32;62;62000;62234;Conchy-sur-Canche;ZZZZZZ;6223400;Z;5;110;88;14;9;110;0;0;2;9;22;54;0;0;2;16;28;18;23;87;21;22;16;16;5;7;87;21;22;16;16;5;7;0;0;0;0;0;0;0;8;14;15;52;75;9;0;4;2.0;23.0;9.0;71;83;88;0;182;27;0;7;87.0
622350000;32;62;62207;62235;Condette;ZZZZZZ;6223500;Z;5;1286;1101;94;91;1197;87;4;55;93;187;762;2;9;91;126;284;239;350;1089;79;85;246;385;195;99;1040;74;80;234;381;178;93;48;4;5;12;4;17;6;71;148;152;730;867;220;93;14;10.0;567.0;349.0;923;1006;1105;20;1947;532;230;27;1066.0
622360000;32;62;62000;62236;Contes;ZZZZZZ;6223600;Z;5;198;144;31;23;194;0;1;2;14;56;70;1;1;5;28;55;34;21;142;16;14;26;55;17;14;141;16;14;26;55;16;14;0;0;0;0;0;0;0;12;17;23;92;124;20;0;0;0.0;44.0;22.0;119;138;144;5;280;51;0;0;142.0
622370000;32;62;62000;62237;Conteville-lès-Boulogne;ZZZZZZ;6223700;Z;5;185;179;2;4;182;2;0;4;12;42;120;0;1;4;16;66;42;50;179;26;7;9;80;25;32;176;25;6;9;80;25;30;2;1;1;0;0;0;0;12;32;22;113;153;23;0;3;0.0;56.0;62.0;170;172;178;0;357;68;0;9;178.0
622380000;32;62;62000;62238;Conteville-en-Ternois;ZZZZZZ;6223800;Z;5;43;38;1;4;42;1;0;0;5;3;30;0;0;2;5;8;13;10;37;8;4;4;7;5;7;36;8;4;3;7;5;7;1;0;0;1;0;0;0;4;7;5;21;32;6;0;0;0.0;17.0;6.0;34;37;37;0;72;19;0;0;37.0
622390000;32;62;62504;62239;Coquelles;ZZZZZZ;6223900;Z;5;1080;1035;2;43;955;122;44;42;82;203;664;4;51;74;122;329;223;232;1034;45;52;132;512;133;159;923;43;52;127;505;118;78;109;2;0;5;7;13;82;114;165;131;625;729;288;141;18;49.0;678.0;227.0;820;927;992;21;1763;688;379;45;1011.0
622400000;32;62;00756;62240;Corbehem;ZZZZZZ;6224000;Z;5;937;883;2;52;896;39;4;11;66;196;606;8;7;49;165;407;174;74;881;46;190;333;183;34;94;843;46;185;326;171;23;91;37;0;5;7;11;11;3;78;140;168;497;678;194;72;11;8.0;681.0;115.0;672;771;869;15;1745;522;222;27;868.0
622410000;32;62;62000;62241;Cormont;ZZZZZZ;6224100;Z;5;149;122;9;19;149;0;0;4;9;34;75;0;0;7;18;47;17;32;116;15;5;16;29;29;21;116;15;5;16;29;29;21;0;0;0;0;0;0;0;12;13;22;74;95;22;1;4;0.0;27.0;30.0;111;115;118;5;246;55;3;17;120.0
622420000;32;62;62000;62242;Couin;ZZZZZZ;6224200;Z;5;54;41;3;10;53;1;0;1;2;17;22;0;0;1;5;17;12;6;41;23;8;3;4;3;0;40;22;8;3;4;3;0;1;1;0;0;0;0;0;0;6;10;25;37;4;0;0;0.0;25.0;9.0;40;39;41;0;101;12;0;0;41.0
622430000;32;62;62000;62243;Coullemont;ZZZZZZ;6224300;Z;5;51;46;3;2;51;0;1;2;3;9;31;0;1;0;8;19;11;7;43;15;1;6;9;4;8;43;15;1;6;9;4;8;0;0;0;0;0;0;0;4;8;10;24;39;5;0;2;0.0;17.0;10.0;41;44;45;0;101;14;0;7;44.0
622440101;32;62;62504;62244;Coulogne;ZZZZZZ;6224401;H;4;998;905;26;68;897;97;8;54;119;215;509;6;22;104;172;286;162;153;873;55;112;234;267;112;93;793;54;108;231;264;106;30;80;1;4;3;3;6;63;93;159;124;529;718;181;64;6;14.0;513.0;227.0;645;825;895;10;1620;375;137;13;868.0
622440102;32;62;62504;62244;Coulogne;ZZZZZZ;6224401;H;4;1493;1418;15;60;1380;68;44;42;107;315;911;39;29;97;281;523;240;210;1383;56;109;453;562;147;56;1289;56;107;447;510;132;38;51;0;2;4;14;15;17;103;190;209;917;1061;340;222;17;26.0;977.0;262.0;1030;1247;1389;5;2511;745;461;49;1388.0
622450000;32;62;62000;62245;Coulomby;ZZZZZZ;6224500;Z;5;282;254;7;21;275;3;1;3;21;49;180;1;0;8;22;78;80;65;252;38;20;26;45;59;64;248;37;20;26;45;57;63;3;1;0;0;0;1;1;22;37;42;153;210;40;0;4;0.0;70.0;72.0;220;240;255;5;597;127;0;13;240.0
622460000;32;62;62000;62246;Coupelle-Neuve;ZZZZZZ;6224600;Z;5;76;70;1;5;73;3;0;3;5;20;42;0;0;5;11;19;17;17;70;15;5;9;22;13;5;67;15;5;6;22;13;5;3;0;0;3;0;0;0;4;12;13;41;44;26;5;0;0.0;13.0;14.0;59;64;71;0;103;58;16;0;66.0
622470000;32;62;62000;62247;Coupelle-Vieille;ZZZZZZ;6224700;Z;5;255;228;13;14;252;1;0;3;25;59;141;0;2;6;34;78;55;53;221;53;32;31;42;25;38;220;53;32;31;42;25;37;0;0;0;0;0;0;0;16;33;43;136;182;43;0;3;0.0;87.0;32.0;201;208;230;0;436;159;0;6;219.0
622480000;32;62;62000;62248;Courcelles-le-Comte;ZZZZZZ;6224800;Z;5;213;185;3;25;209;4;2;7;14;58;104;0;1;5;19;56;45;59;185;6;118;10;16;17;19;182;5;117;9;16;17;19;3;1;1;1;0;0;0;11;31;33;109;161;23;0;1;2.0;90.0;45.0;140;177;182;5;399;60;0;2;183.0
622490101;32;62;00756;62249;Courcelles-lès-Lens;ZZZZZZ;6224901;H;4;1489;1415;4;70;1405;78;3;68;179;455;711;0;11;115;337;611;250;92;1283;77;102;181;287;96;541;1217;71;93;168;251;94;540;63;6;9;11;34;2;1;136;406;405;467;822;574;422;20;23.0;879.0;267.0;1173;1235;1423;54;2563;1680;1220;44;1377.0
622490102;32;62;00756;62249;Courcelles-lès-Lens;ZZZZZZ;6224901;H;4;812;755;6;51;732;77;0;26;94;248;387;4;9;80;230;283;98;52;741;40;164;240;172;90;34;676;39;162;230;137;80;28;62;1;1;11;33;10;6;63;123;106;463;494;257;157;4;8.0;490.0;170.0;557;616;756;29;1233;636;394;7;725.0
622490103;32;62;00756;62249;Courcelles-lès-Lens;ZZZZZZ;6224901;H;4;627;584;1;42;583;37;7;39;53;188;296;8;3;44;130;284;74;42;581;21;102;234;204;14;7;544;21;102;220;184;13;5;30;0;0;7;21;1;2;36;69;71;408;374;204;157;6;11.0;407.0;91.0;487;479;564;10;980;505;387;6;568.0
622500101;32;62;00756;62250;Courrières;ZZZZZZ;6225001;H;1;1067;1003;0;64;872;191;3;41;137;332;490;0;23;91;230;347;158;154;994;26;88;322;190;96;272;827;17;88;251;103;95;272;164;9;0;71;84;0;0;82;143;308;470;604;382;305;17;39.0;773.0;97.0;765;825;1000;26;1660;958;754;36;989.0
622500102;32;62;00756;62250;Courrières;ZZZZZZ;6225001;H;1;688;632;0;56;616;72;0;21;112;163;336;3;8;60;178;238;110;36;632;19;48;229;233;79;25;566;17;47;228;225;34;14;67;1;1;1;9;44;10;57;108;109;359;333;294;220;6;3.0;545.0;55.0;463;549;632;20;844;781;587;6;627.0
622500103;32;62;00756;62250;Courrières;ZZZZZZ;6225001;H;1;996;960;0;36;959;37;0;15;57;295;594;0;3;46;126;483;191;111;954;19;84;289;399;95;67;920;19;84;289;399;80;48;34;0;0;0;0;15;19;30;84;130;716;812;139;87;8;0.0;797.0;84.0;845;853;960;4;1924;340;214;22;940.0
622500104;32;62;00756;62250;Courrières;ZZZZZZ;6225001;H;1;1139;1047;8;84;646;489;0;91;243;294;419;0;40;139;405;271;121;71;1030;36;66;433;180;99;215;590;36;61;309;64;72;48;437;0;6;123;116;27;165;110;249;230;457;433;598;428;15;149.0;710.0;152.0;654;779;1047;23;976;1437;1108;24;1019.0
622500105;32;62;00756;62250;Courrières;ZZZZZZ;6225001;H;1;610;588;0;22;588;20;0;26;70;175;317;3;6;57;134;282;70;37;569;5;35;109;312;96;13;556;5;26;109;312;90;13;11;0;8;0;0;3;0;46;103;84;355;379;196;167;14;6.0;508.0;40.0;518;506;588;17;914;471;404;41;587.0
622510000;32;62;62000;62251;Courset;ZZZZZZ;6225100;Z;5;209;174;22;13;205;1;0;5;5;47;117;0;1;10;21;39;48;55;172;24;16;25;39;38;30;171;24;16;25;39;37;30;1;0;0;0;0;1;0;12;24;32;106;148;25;0;1;4.0;57.0;46.0;143;162;170;0;401;67;0;2;164.0
622520000;32;62;00752;62252;La Couture;ZZZZZZ;6225200;Z;5;1147;1101;6;40;1063;82;7;34;110;211;739;10;18;40;125;285;273;350;1077;39;195;105;364;233;140;1010;36;182;92;360;227;114;65;3;12;13;4;6;26;95;157;175;674;878;206;37;17;12.0;427.0;378.0;1008;1040;1104;5;2243;466;75;35;1079.0
622530000;32;62;62000;62253;Couturelle;ZZZZZZ;6225300;Z;5;35;30;0;5;35;0;0;0;1;8;20;0;0;1;0;9;10;9;30;6;6;3;14;2;0;30;6;6;3;14;2;0;0;0;0;0;0;0;0;1;0;2;27;29;1;0;0;0.0;12.0;0.0;26;29;28;0;64;1;0;0;30.0
622540000;32;62;62000;62254;Coyecques;ZZZZZZ;6225400;Z;5;269;249;8;12;268;0;0;3;15;64;167;0;2;11;42;91;51;52;239;35;18;50;73;39;24;239;35;18;50;73;39;24;0;0;0;0;0;0;0;28;23;28;170;205;42;0;2;0.0;125.0;32.0;220;231;250;0;492;110;0;3;244.0
622550000;32;62;62000;62255;Crémarest;ZZZZZZ;6225500;Z;5;321;296;2;23;313;3;0;5;26;68;197;1;1;22;23;66;71;112;294;60;9;29;82;66;48;287;60;8;28;80;63;48;2;0;0;0;0;2;0;28;38;50;180;230;64;0;2;0.0;78.0;94.0;246;282;300;5;622;161;0;3;286.0
622560000;32;62;62000;62256;Crépy;ZZZZZZ;6225600;Z;5;78;65;6;7;78;0;0;1;3;11;50;0;0;2;9;20;18;17;65;19;14;16;12;4;1;65;19;14;16;12;4;1;0;0;0;0;0;0;0;6;7;4;48;57;7;0;1;0.0;28.0;4.0;52;58;64;0;131;16;0;2;62.0
622570000;32;62;62000;62257;Créquy;ZZZZZZ;6225700;Z;5;257;207;34;16;257;0;0;1;21;46;140;0;0;4;29;66;47;62;206;59;13;43;43;35;12;206;59;13;43;43;35;12;0;0;0;0;0;0;0;23;20;18;146;165;38;0;4;0.0;94.0;21.0;185;182;204;0;366;111;0;8;202.0
