IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
621600701;32;62;62503;62160;Boulogne-sur-Mer;620131;6216007;H;1;1817;1458;27;332;392;1419;334;421;263;179;261;309;202;348;252;137;87;123;1452;209;322;692;91;106;32;324;133;83;89;12;6;0;1123;76;236;600;79;100;32;358;468;236;396;318;1138;136;3;144.0;618.0;684.0;226;746;1143;109;670;1946;263;3;1434.0
621600801;32;62;62503;62160;Boulogne-sur-Mer;620121;6216008;H;1;1581;1302;36;243;617;963;114;298;264;227;400;84;137;301;266;228;152;133;1299;251;265;546;128;107;3;543;130;170;205;27;9;2;756;121;95;341;101;98;1;276;311;190;526;544;732;145;26;265.0;689.0;330.0;421;891;1189;29;1094;1270;238;52;1280.0
621600901;32;62;62503;62160;Boulogne-sur-Mer;620131;6216009;H;1;2297;1748;52;498;100;2183;322;542;486;241;157;332;218;490;360;182;120;46;1748;144;134;931;364;149;26;79;11;20;29;14;6;0;1656;133;109;897;347;144;26;469;555;253;470;349;1377;167;22;155.0;717.0;861.0;470;884;1448;100;516;2256;342;33;1688.0
621600902;32;62;62503;62160;Boulogne-sur-Mer;620131;6216009;H;1;1789;1440;39;311;362;1421;240;385;292;233;290;242;193;278;308;178;138;103;1433;171;360;522;130;59;190;305;84;112;85;12;13;0;1121;87;248;430;119;47;190;390;456;267;327;379;1048;129;12;167.0;546.0;701.0;324;815;1208;67;811;1743;229;26;1372.0
621601001;32;62;62503;62160;Boulogne-sur-Mer;620111;6216010;H;1;1301;1196;1;104;6;1294;2;166;472;334;222;0;38;212;627;294;21;4;1193;0;19;432;737;4;0;3;0;0;0;3;0;0;1189;0;19;432;733;4;0;109;245;233;608;248;932;694;16;912.0;201.0;83.0;174;735;1195;23;401;1688;1249;28;1170.0
621601101;32;62;62503;62160;Boulogne-sur-Mer;620121;6216011;H;1;1130;993;22;114;592;537;56;127;216;288;307;74;73;146;252;245;136;66;991;100;205;488;156;36;6;530;71;151;244;46;14;4;461;29;54;244;110;22;2;198;249;172;374;470;505;71;19;86.0;550.0;327.0;287;732;945;29;1034;1018;184;33;969.0
621601102;32;62;62503;62160;Boulogne-sur-Mer;620121;6216011;H;1;1815;1600;18;196;804;1009;73;192;381;473;480;58;98;272;432;434;181;125;1586;81;316;791;237;81;79;733;65;231;323;67;24;23;851;16;84;468;170;58;56;235;380;311;674;738;841;267;21;268.0;928.0;364.0;683;1258;1530;36;1578;1798;622;39;1576.0
621610000;32;62;62000;62161;Bouquehault;ZZZZZZ;6216100;Z;5;307;279;2;25;301;3;1;8;22;73;175;5;1;17;32;88;74;63;267;35;18;37;60;55;60;263;35;18;37;57;55;60;2;0;0;0;2;0;0;17;49;55;160;231;40;0;9;1.0;59.0;52.0;244;265;282;0;638;111;0;17;264.0
621620000;32;62;62106;62162;Bourecq;ZZZZZZ;6216200;Z;5;265;237;2;26;261;4;0;6;19;60;152;1;3;8;49;78;55;42;237;47;30;45;60;23;31;233;47;30;44;59;22;30;4;0;0;1;1;1;1;25;36;41;135;181;56;0;0;2.0;112.0;50.0;174;219;237;11;471;168;0;0;228.0
621630000;32;62;62000;62163;Bouret-sur-Canche;ZZZZZZ;6216300;Z;5;128;109;11;7;128;0;1;5;11;29;63;1;2;3;13;30;27;33;106;21;9;18;31;18;10;106;21;9;18;31;18;10;0;0;0;0;0;0;0;3;10;13;83;101;8;0;0;0.0;38.0;28.0;99;103;108;15;232;24;0;0;104.0
621640000;32;62;62000;62164;Bourlon;ZZZZZZ;6216400;Z;5;535;478;2;55;510;25;2;12;43;94;327;1;7;19;60;113;120;158;473;22;181;89;119;42;20;453;21;177;84;115;37;19;20;1;4;5;4;5;1;42;69;65;302;371;98;1;9;1.0;275.0;113.0;365;430;475;0;901;234;2;21;456.0
621650000;32;62;62000;62165;Bournonville;ZZZZZZ;6216500;Z;5;101;89;3;9;101;0;0;2;7;13;67;0;0;3;10;21;25;29;86;17;9;15;18;17;9;86;17;9;15;18;17;9;0;0;0;0;0;0;0;5;7;12;65;73;13;0;3;1.0;32.0;19.0;84;87;86;0;190;41;0;9;85.0
621660000;32;62;62000;62166;Bours;ZZZZZZ;6216600;Z;5;261;234;11;16;261;0;0;4;20;48;162;0;4;8;30;59;58;74;228;47;21;32;54;33;40;228;47;21;32;54;33;40;0;0;0;0;0;0;0;19;25;28;162;205;27;0;2;0.0;94.0;38.0;196;218;241;5;546;67;0;4;229.0
621670000;32;62;62000;62167;Boursin;ZZZZZZ;6216700;Z;5;101;88;5;8;101;0;0;2;11;16;59;1;1;3;11;18;21;33;87;15;7;4;17;26;18;87;15;7;4;17;26;18;0;0;0;0;0;0;0;4;8;16;60;79;8;0;1;1.0;35.0;13.0;82;86;90;0;228;26;0;1;86.0
621680000;32;62;62000;62168;Bourthes;ZZZZZZ;6216800;Z;5;351;313;7;31;347;0;0;3;23;68;218;0;1;5;25;83;97;101;301;49;27;54;50;56;65;301;49;27;54;50;56;65;0;0;0;0;0;0;0;24;38;71;180;256;54;1;3;3.0;112.0;50.0;264;296;310;5;701;147;3;5;310.0
621690000;32;62;62000;62169;Bouvelinghem;ZZZZZZ;6216900;Z;5;107;86;13;8;102;0;0;3;16;22;46;1;0;1;13;28;21;23;81;20;7;11;14;16;13;81;20;7;11;14;16;13;0;0;0;0;0;0;0;3;17;17;49;70;16;0;1;1.0;17.0;11.0;77;83;87;0;172;45;0;2;84.0
621700000;32;62;00752;62170;Bouvigny-Boyeffles;ZZZZZZ;6217000;Z;5;1017;951;3;64;993;23;0;10;55;233;653;3;1;53;159;304;191;240;939;107;197;155;259;126;95;922;105;196;149;258;125;90;15;2;1;6;1;1;4;61;115;136;639;769;165;70;17;13.0;640.0;190.0;832;894;960;5;1869;407;188;28;934.0
621710000;32;62;62000;62171;Boyaval;ZZZZZZ;6217100;Z;5;55;50;4;1;55;0;0;0;4;6;40;0;0;1;3;16;20;10;50;16;9;8;9;3;5;50;16;9;8;9;3;5;0;0;0;0;0;0;0;2;4;8;36;43;7;0;0;0.0;22.0;7.0;46;44;50;0;114;19;0;0;50.0
621720000;32;62;62000;62172;Boyelles;ZZZZZZ;6217200;Z;5;143;134;0;9;142;1;0;2;7;45;80;0;1;3;13;61;31;25;134;2;24;11;33;10;54;133;2;24;10;33;10;54;1;0;0;1;0;0;0;8;27;40;59;125;8;0;1;1.0;36.0;63.0;110;125;135;0;332;23;0;3;130.0
621730000;32;62;00756;62173;Brebières;ZZZZZZ;6217300;Z;5;2208;2081;6;121;1958;243;25;77;239;464;1275;24;32;175;434;756;361;297;2045;78;262;579;562;415;151;1816;77;238;541;494;324;142;223;1;24;37;67;86;8;186;353;326;1217;1504;550;296;27;73.0;1475.0;351.0;1647;1781;2058;25;3739;1217;663;56;2032.0
621740000;32;62;62208;62174;Brêmes;ZZZZZZ;6217400;Z;5;592;531;27;35;575;7;1;14;38;125;353;3;7;32;80;171;114;124;526;52;48;79;193;100;54;514;51;43;78;191;98;53;7;1;5;0;1;0;0;52;71;77;331;442;81;4;8;2.0;172.0;157.0;418;488;530;15;1040;226;11;24;509.0
621750000;32;62;62000;62175;Brévillers;ZZZZZZ;6217500;Z;5;65;62;2;1;65;0;0;0;4;23;35;0;0;0;7;23;16;16;62;14;3;8;11;10;16;62;14;3;8;11;10;16;0;0;0;0;0;0;0;5;7;16;34;53;9;6;0;0.0;25.0;18.0;55;58;65;0;135;23;14;0;62.0
621760000;32;62;62000;62176;Bréxent-Énocq;ZZZZZZ;6217600;Z;5;299;261;28;10;291;5;0;5;25;81;150;2;0;12;47;85;47;67;259;27;12;43;82;67;28;255;27;11;40;82;67;28;4;0;1;3;0;0;0;16;30;50;165;226;33;0;2;1.0;105.0;67.0;231;242;258;0;600;77;0;4;258.0
621770000;32;62;62000;62177;Brimeux;ZZZZZZ;6217700;Z;5;589;357;196;35;461;8;9;24;61;84;179;12;19;34;76;95;70;51;355;64;37;67;78;76;33;333;61;36;63;72;68;33;7;3;1;1;2;0;0;31;70;57;199;262;87;12;8;1.0;102.0;113.0;261;332;344;15;595;240;39;12;334.0
621780101;32;62;00752;62178;Bruay-la-Buissière;620161;6217801;H;1;1981;1658;16;307;770;1210;124;350;499;412;273;91;61;382;612;373;80;57;1654;92;239;116;903;250;54;699;82;181;68;249;115;6;954;9;58;48;654;136;48;322;409;290;637;249;1323;972;86;91.0;1267.0;283.0;718;969;1544;72;515;2700;2041;122;1625.0
621780102;32;62;00752;62178;Bruay-la-Buissière;620171;6217801;H;1;1008;877;12;120;818;190;5;101;162;284;325;5;37;119;295;276;78;66;877;98;259;151;179;158;32;726;98;242;142;155;84;5;151;0;17;9;24;74;28;113;191;164;409;273;568;278;35;3.0;662.0;139.0;513;677;873;25;690;1345;648;56;847.0
621780103;32;62;00752;62178;Bruay-la-Buissière;620161;6217801;H;1;1024;969;0;55;927;96;0;78;287;366;238;0;67;313;290;196;79;23;957;18;417;135;307;40;40;873;18;399;121;263;35;37;83;0;18;14;44;5;2;106;212;118;532;333;557;242;79;5.0;909.0;39.0;581;694;969;35;701;1194;484;113;959.0
621780104;32;62;00752;62178;Bruay-la-Buissière;620161;6217801;H;1;1112;1025;1;86;788;199;114;57;367;353;133;65;105;340;289;193;29;3;1025;101;260;154;265;192;52;734;99;248;83;109;143;52;173;3;12;71;62;25;0;121;157;227;520;83;876;377;66;76.0;929.0;12.0;430;677;911;34;181;1868;883;86;1006.0
621780105;32;62;00752;62178;Bruay-la-Buissière;620161;6217801;H;1;1064;962;0;102;956;108;3;66;447;268;177;6;73;388;251;140;72;30;947;109;538;88;141;19;52;864;109;516;87;114;19;20;83;0;22;1;27;0;32;132;206;121;503;237;630;128;95;1.0;882.0;54.0;390;627;962;35;518;1380;357;126;957.0
621780106;32;62;00752;62178;Bruay-la-Buissière;620181;6217801;H;1;1130;1052;3;75;1066;61;6;27;285;311;423;9;21;106;407;303;118;88;1043;144;325;174;189;110;102;1002;141;325;163;180;98;96;41;3;0;11;9;12;6;111;180;189;573;484;538;390;29;0.0;819.0;132.0;616;844;1049;39;1129;1434;1029;50;1034.0
621780107;32;62;00752;62178;Bruay-la-Buissière;620171;6217801;H;1;840;780;5;54;721;119;0;79;144;276;281;0;10;155;281;220;57;57;780;42;209;175;152;193;9;675;42;196;166;131;131;9;106;0;13;9;21;63;0;115;158;134;373;225;498;363;57;8.0;634.0;80.0;534;583;780;24;582;1251;837;87;764.0
621780108;32;62;00752;62178;Bruay-la-Buissière;620171;6217801;H;1;685;648;0;36;677;7;3;6;101;221;317;3;3;97;255;190;64;36;648;47;295;195;68;40;4;644;47;295;195;68;35;4;4;0;0;0;0;4;0;41;127;123;357;232;367;277;50;3.0;521.0;85.0;351;456;644;9;566;1000;774;82;639.0
621780109;32;62;00752;62178;Bruay-la-Buissière;620181;6217801;H;1;976;916;8;51;968;4;0;21;93;264;538;0;11;65;168;398;151;122;909;61;116;309;232;109;82;902;61;116;306;232;109;78;4;0;0;0;0;0;4;79;121;150;566;691;222;114;3;4.0;741.0;98.0;725;792;916;17;1615;521;246;3;902.0
621780110;32;62;00752;62178;Bruay-la-Buissière;620181;6217801;H;1;831;751;0;80;680;82;43;44;118;173;373;52;14;84;129;232;156;84;751;45;89;216;344;51;7;634;45;88;207;248;39;7;76;0;1;6;58;11;0;48;140;88;475;469;270;140;12;41.0;551.0;111.0;562;610;708;3;1021;498;297;21;745.0
621790000;32;62;62000;62179;Brunembert;ZZZZZZ;6217900;Z;5;164;149;6;9;161;0;1;0;10;21;117;0;0;6;9;32;45;57;145;22;9;16;21;48;29;145;22;9;16;21;48;29;0;0;0;0;0;0;0;8;17;34;90;128;17;0;4;0.0;54.0;20.0;134;143;145;5;365;42;0;11;147.0
621800000;32;62;62000;62180;Brias;ZZZZZZ;6218000;Z;5;126;109;5;12;125;1;0;2;6;23;78;0;1;1;10;28;36;32;108;21;13;14;22;24;13;107;20;13;14;22;24;13;1;1;0;0;0;0;0;9;14;18;67;87;19;0;3;4.0;41.0;23.0;101;104;111;0;238;50;0;6;107.0
621810000;32;62;62000;62181;Bucquoy;ZZZZZZ;6218100;Z;5;669;586;7;76;614;53;0;16;94;147;329;3;12;32;126;193;117;103;584;14;248;87;82;82;70;542;14;237;76;79;66;69;40;0;10;11;3;16;0;63;109;80;334;414;168;37;5;2.0;320.0;184.0;446;509;587;15;1007;413;121;15;561.0
621820000;32;62;62000;62182;Buire-au-Bois;ZZZZZZ;6218200;Z;5;128;97;20;11;128;0;0;4;9;21;63;1;0;3;17;28;20;28;97;23;10;24;19;8;13;97;23;10;24;19;8;13;0;0;0;0;0;0;0;3;16;18;60;85;9;0;3;0.0;32.0;6.0;81;91;95;0;197;26;0;7;95.0
621830000;32;62;62000;62183;Buire-le-Sec;ZZZZZZ;6218300;Z;5;347;310;12;25;344;2;0;20;62;111;117;0;9;27;97;91;55;32;310;83;29;18;93;58;29;307;82;28;18;93;58;28;2;0;1;0;0;0;1;22;54;41;192;181;122;78;7;0.0;76.0;67.0;247;270;310;24;459;308;213;10;294.0
621840000;32;62;62000;62184;Buissy;ZZZZZZ;6218400;Z;5;110;90;3;17;109;1;0;1;5;23;61;0;0;5;12;18;22;33;89;6;40;5;14;15;9;89;6;40;5;14;15;9;0;0;0;0;0;0;0;5;16;23;46;72;15;0;3;0.0;58.0;16.0;81;85;85;0;214;45;0;4;89.0
621850000;32;62;62000;62185;Bullecourt;ZZZZZZ;6218500;Z;5;111;100;1;10;110;1;0;4;7;19;70;0;4;6;12;31;26;21;100;2;50;13;17;8;10;99;2;50;13;17;8;9;1;0;0;0;0;0;1;4;14;11;71;89;10;0;1;0.0;68.0;17.0;83;89;105;0;208;18;0;2;95.0
621860101;32;62;00756;62186;Bully-les-Mines;620201;6218601;H;1;989;911;9;69;972;17;3;23;109;480;296;3;17;133;452;211;70;26;899;79;518;178;50;47;27;882;73;510;175;50;47;27;17;6;8;3;0;0;0;57;162;142;550;173;701;504;37;6.0;844.0;34.0;696;722;908;32;462;1759;1280;80;870.0
621860102;32;62;00756;62186;Bully-les-Mines;620201;6218601;H;1;895;804;8;83;650;183;33;54;143;293;281;5;57;146;364;146;66;19;799;76;133;244;270;71;5;604;76;128;232;100;63;5;160;0;5;13;135;8;0;46;153;142;463;106;679;536;18;39.0;728.0;21.0;497;531;771;19;263;1504;1226;21;772.0
621860103;32;62;00756;62186;Bully-les-Mines;620191;6218601;H;1;788;719;5;63;582;205;0;54;122;158;386;3;8;102;181;236;117;72;718;15;67;227;199;181;30;527;15;67;201;138;85;23;191;0;0;26;61;96;7;62;116;139;403;402;313;260;5;8.0;508.0;156.0;567;586;719;4;958;673;531;13;693.0
621860104;32;62;00756;62186;Bully-les-Mines;620201;6218601;H;1;1209;1023;0;186;873;336;29;66;192;324;411;17;24;133;306;280;144;118;1022;115;289;270;126;195;27;751;115;279;225;78;45;9;270;0;10;45;48;150;17;114;181;190;538;511;483;275;29;0.0;850.0;135.0;630;811;1002;27;1255;1023;574;60;993.0
621860105;32;62;00756;62186;Bully-les-Mines;620191;6218601;H;1;981;944;3;34;851;120;0;49;91;246;558;0;25;40;226;358;200;95;944;20;34;154;337;83;317;819;17;29;151;322;61;240;116;3;5;3;9;22;74;47;139;275;484;717;221;148;6;7.0;688.0;183.0;800;847;944;7;1908;475;339;17;922.0
621860106;32;62;00756;62186;Bully-les-Mines;620191;6218601;H;1;705;645;0;59;546;141;22;31;117;142;334;3;39;116;129;235;88;35;644;8;73;199;284;37;43;503;8;71;193;180;29;23;126;0;2;6;105;9;4;45;119;97;384;375;261;180;10;22.0;433.0;155.0;460;513;623;28;914;593;392;15;624.0
621870000;32;62;62000;62187;Buneville;ZZZZZZ;6218700;Z;5;83;74;2;6;81;2;0;2;8;23;42;0;1;2;9;26;16;21;73;13;11;13;13;12;12;71;13;11;13;13;11;11;2;0;0;0;0;1;1;4;12;14;45;56;16;0;2;0.0;31.0;12.0;70;69;69;0;135;42;0;3;73.0
621880000;32;62;00752;62188;Burbure;ZZZZZZ;6218800;Z;5;1365;1209;13;143;1341;23;2;30;139;321;717;6;25;131;305;390;215;137;1200;147;244;338;249;120;102;1179;145;242;337;248;116;91;20;2;2;1;1;3;11;117;155;198;739;900;283;100;26;16.0;856.0;133.0;870;1040;1215;20;2105;707;227;53;1169.0
621890000;32;62;62000;62189;Bus;ZZZZZZ;6218900;Z;5;51;46;0;5;49;1;1;2;2;12;29;0;1;2;3;16;9;16;44;1;25;4;4;4;7;43;1;24;4;4;4;7;1;0;1;0;0;0;0;2;9;9;26;42;3;0;2;0.0;24.0;7.0;34;43;43;9;116;8;0;3;40.0
621900000;32;62;00752;62190;Busnes;ZZZZZZ;6219000;Z;5;561;521;0;40;551;10;1;10;43;131;336;2;8;28;79;168;115;121;518;89;53;80;179;70;47;511;88;50;80;177;69;47;7;1;3;0;2;1;0;40;55;72;353;446;70;6;4;12.0;220.0;122.0;440;493;518;5;1112;163;14;7;506.0
621910000;32;62;62000;62191;Caffiers;ZZZZZZ;6219100;Z;5;253;229;4;20;233;20;0;2;29;43;155;0;0;13;36;78;47;54;221;21;27;37;57;44;36;212;21;22;35;56;43;36;9;0;5;2;1;1;0;16;24;34;155;171;52;26;5;1.0;123.0;33.0;200;209;226;5;463;169;90;7;225.0
621920000;32;62;62000;62192;Cagnicourt;ZZZZZZ;6219200;Z;5;182;165;1;16;176;6;0;3;15;37;110;0;1;5;30;39;36;54;165;6;93;27;12;7;20;159;6;91;27;12;7;16;6;0;2;0;0;0;4;12;27;20;106;123;37;0;5;0.0;108.0;33.0;138;153;165;0;316;104;0;10;163.0
621930101;32;62;62504;62193;Calais;620271;6219301;A;1;1203;1153;13;37;1087;113;18;19;110;328;680;21;12;32;199;404;309;177;1118;50;70;185;148;516;149;1012;45;70;167;145;470;116;103;6;0;18;3;43;33;87;207;186;673;801;320;202;33;20.0;799.0;228.0;936;1051;1138;26;2058;956;716;86;1111.0
621930201;32;62;62504;62193;Calais;620271;6219302;H;1;1433;1348;11;74;754;679;23;170;362;366;428;28;36;316;482;308;130;49;1348;28;205;408;321;208;179;695;28;183;343;113;25;4;653;0;22;65;208;183;175;200;293;267;588;590;716;358;43;64.0;909.0;309.0;644;1051;1324;26;1344;1294;608;78;1301.0
621930202;32;62;62504;62193;Calais;620271;6219302;H;1;860;766;3;92;459;401;9;116;104;228;309;15;46;99;243;255;94;13;765;43;76;407;165;35;40;417;43;73;253;38;4;6;348;0;3;154;127;31;34;70;168;125;403;356;397;240;13;28.0;565.0;99.0;273;542;759;30;834;941;656;18;745.0
621930203;32;62;62504;62193;Calais;620271;6219302;H;1;872;831;9;33;757;116;29;41;145;211;404;20;29;100;208;282;139;53;806;58;118;303;265;29;33;713;49;118;275;246;17;7;93;9;0;28;19;12;26;86;117;148;480;592;228;29;11;28.0;595.0;126.0;445;657;804;10;1257;493;71;26;785.0
621930301;32;62;62504;62193;Calais;620211;6219303;H;2;400;328;3;69;0;400;0;24;124;73;108;0;12;50;191;63;6;6;317;0;21;82;141;12;61;0;0;0;0;0;0;0;317;0;21;82;141;12;61;51;102;102;73;3;325;325;0;313.0;12.0;3.0;55;184;328;24;11;994;994;0;295.0
621930302;32;62;62504;62193;Calais;620211;6219303;H;1;611;561;4;46;190;422;0;49;119;120;274;0;11;82;234;181;49;5;561;0;11;249;158;11;132;181;0;6;120;20;0;36;380;0;6;129;138;11;96;62;141;158;201;151;403;382;8;368.0;160.0;17.0;308;350;561;32;412;1143;1055;19;547.0
621930401;32;62;62504;62193;Calais;620211;6219304;H;1;1364;1095;2;267;40;1324;184;127;331;300;154;17;194;167;536;153;27;1;1095;6;5;186;865;32;2;37;0;0;20;17;0;0;1057;6;4;166;848;32;2;187;224;209;474;38;1051;1022;7;1023.0;65.0;5.0;149;487;926;75;96;2180;2110;19;1021.0
621930501;32;62;62504;62193;Calais;620211;6219305;H;1;526;515;0;11;520;6;0;0;6;111;397;0;0;6;85;303;89;31;515;0;3;208;301;3;0;509;0;3;208;295;3;0;6;0;0;0;6;0;0;11;48;43;412;460;52;20;3;6.0;460.0;31.0;438;446;515;3;1116;127;40;12;509.0
621930601;32;62;62504;62193;Calais;620221;6219306;H;2;752;709;3;40;426;322;28;122;159;135;264;22;55;160;196;180;60;37;709;9;105;291;211;81;12;402;9;102;191;48;43;9;303;0;3;100;162;38;0;104;142;129;335;213;490;405;6;238.0;364.0;50.0;165;407;681;33;571;1062;831;17;668.0
621930701;32;62;62504;62193;Calais;620221;6219307;H;1;1207;1131;9;68;31;1163;122;308;323;247;130;31;203;293;433;145;19;6;1089;5;16;385;557;69;57;25;0;6;0;19;0;0;1052;5;10;382;537;69;49;312;312;227;280;19;1107;835;5;1077.0;50.0;3.0;296;605;1012;76;56;2187;1788;10;1088.0
621930801;32;62;62504;62193;Calais;620221;6219308;H;1;765;749;0;16;589;176;10;60;125;279;276;3;13;72;194;355;86;26;749;3;25;73;565;80;3;586;3;22;41;443;76;0;164;0;3;32;122;3;3;45;82;120;502;231;512;474;6;138.0;570.0;19.0;534;579;740;35;640;1399;1300;13;737.0
621930901;32;62;62504;62193;Calais;620251;6219309;H;1;1014;962;6;46;854;156;3;55;179;245;481;17;15;82;228;400;157;63;962;86;99;312;320;130;15;813;69;96;250;299;87;13;148;17;3;62;21;43;2;81;169;146;566;545;406;223;12;90.0;711.0;104.0;624;847;960;23;1309;1011;590;12;911.0
621931001;32;62;62504;62193;Calais;620281;6219310;H;1;800;741;2;57;468;225;88;34;155;173;292;87;19;80;202;253;64;36;741;14;55;264;358;44;6;449;14;49;145;209;28;4;209;0;6;37;147;16;3;105;150;67;419;386;349;201;7;207.0;447.0;57.0;349;486;654;22;795;676;455;41;638.0
621931002;32;62;62504;62193;Calais;620281;6219310;H;1;1372;1243;12;118;825;545;43;184;205;302;508;40;54;238;357;311;183;62;1243;71;156;573;178;219;47;756;61;149;430;52;47;16;484;9;6;140;126;172;31;159;208;217;659;750;486;154;6;59.0;828.0;290.0;640;971;1200;22;1658;882;282;19;1215.0
621931101;32;62;62504;62193;Calais;620281;6219311;H;1;1887;1729;18;141;1306;509;88;155;452;457;577;99;44;213;687;452;166;68;1724;190;384;565;392;155;37;1194;160;345;486;127;59;18;464;23;18;52;265;96;10;219;309;314;888;978;718;242;33;144.0;1079.0;376.0;652;1289;1648;18;2118;1405;387;60;1610.0
621931201;32;62;62504;62193;Calais;620281;6219312;H;1;875;818;6;52;864;9;3;26;79;227;483;0;11;64;173;321;162;86;808;52;63;286;238;53;116;799;52;63;280;235;53;116;6;0;0;3;3;0;0;56;110;153;499;666;149;41;3;7.0;499.0;170.0;488;695;815;15;1680;466;126;3;780.0
621931301;32;62;62504;62193;Calais;620281;6219313;H;1;507;490;0;17;507;0;0;3;26;154;308;0;3;26;129;243;67;23;487;15;15;288;164;3;3;487;15;15;288;164;3;3;0;0;0;0;0;0;0;34;89;52;315;445;36;3;9;5.0;416.0;26.0;325;414;490;0;1052;113;8;15;487.0
621931401;32;62;62504;62193;Calais;620231;6219314;H;1;863;824;0;39;493;288;135;22;94;156;417;6;151;79;226;240;81;42;821;8;24;307;226;118;139;473;5;18;224;74;89;63;267;3;5;83;70;29;77;58;170;174;422;295;516;395;13;180.0;568.0;39.0;418;534;692;15;736;1186;966;24;805.0
621931402;32;62;62504;62193;Calais;620231;6219314;H;1;592;503;0;89;314;276;3;13;77;164;247;0;8;82;211;157;42;3;503;5;47;338;90;23;0;278;5;47;160;50;16;0;223;0;0;175;40;8;0;47;109;85;262;172;323;285;8;183.0;269.0;31.0;123;343;501;13;375;853;734;18;467.0
621931403;32;62;62504;62193;Calais;620231;6219314;H;1;928;875;6;47;476;449;0;58;199;280;336;3;19;108;408;265;54;18;875;12;49;229;311;99;175;461;12;43;137;168;25;75;411;0;6;92;142;71;100;66;159;259;390;216;648;600;11;162.0;662.0;27.0;405;524;875;56;586;1776;1641;39;835.0
621931501;32;62;62504;62193;Calais;620261;6219315;H;1;1544;1345;24;176;829;702;121;213;280;254;476;106;124;259;317;254;170;116;1342;337;314;360;247;72;11;715;242;211;184;50;22;6;616;95;97;170;198;50;6;268;343;251;483;607;729;28;8;222.0;596.0;485.0;337;904;1229;39;1333;1377;84;8;1245.0
621931502;32;62;62504;62193;Calais;620261;6219315;H;1;1211;1051;6;154;926;282;52;108;194;243;454;46;60;151;255;269;161;108;1044;262;213;379;109;49;32;804;177;178;342;57;37;12;237;82;35;37;53;12;20;159;253;164;474;546;494;49;11;125.0;545.0;319.0;286;787;1005;26;1342;1064;125;26;1001.0
621931601;32;62;62504;62193;Calais;620251;6219316;H;1;1602;1356;41;205;693;883;181;330;267;222;357;221;173;248;288;213;116;98;1350;293;237;346;221;155;98;590;195;162;160;44;22;6;735;98;69;178;177;127;87;293;403;216;445;458;888;123;11;94.0;621.0;563.0;317;840;1176;48;987;1574;242;19;1269.0
621931701;32;62;62504;62193;Calais;620261;6219317;H;1;1211;1082;6;124;854;353;46;130;222;282;402;30;45;159;297;350;142;58;1082;114;261;327;174;143;62;776;111;237;284;85;45;14;301;3;21;43;89;97;48;160;216;172;533;659;410;126;13;21.0;797.0;192.0;524;852;1036;36;1579;832;282;30;989.0
621931702;32;62;62504;62193;Calais;620261;6219317;H;1;1384;1167;11;206;640;732;78;207;292;257;334;58;100;211;372;231;93;103;1164;185;254;289;232;107;98;554;128;151;168;76;15;17;604;57;103;118;156;89;81;182;302;192;491;491;666;221;11;63.0;704.0;347.0;479;814;1099;43;1083;1326;442;23;1061.0
621931801;32;62;62504;62193;Calais;620261;6219318;H;1;2072;1745;38;289;561;1472;160;369;471;361;384;118;187;389;527;303;135;86;1738;173;190;420;396;506;53;488;111;95;170;37;54;21;1214;62;95;244;351;430;33;374;454;306;611;358;1375;720;12;139.0;1130.0;441.0;643;1109;1596;61;730;2586;1459;26;1677.0
621931802;32;62;62504;62193;Calais;620241;6219318;H;1;2408;1916;55;437;921;1471;168;358;466;375;549;171;142;443;533;282;166;179;1888;276;302;601;245;341;123;797;219;209;211;109;37;12;1084;57;92;387;133;303;111;431;505;341;638;681;1201;227;34;171.0;898.0;763.0;683;1229;1757;81;1463;2213;608;66;1828.0
