IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC
120910000;76;12;12000;12091;Drulhe;ZZZZZZ;1209100;Z;5;254;206;32;16;234;10;10;7;21;45;123;11;3;19;22;52;51;48;204;62;14;20;37;41;30;186;62;13;18;36;28;29;8;0;1;2;1;3;1;21;28;27;130;157;44;2;5;2.0;96.0;70.0;186;187;190;10
120920000;76;12;12000;12092;Durenque;ZZZZZZ;1209200;Z;5;335;235;57;42;313;21;0;5;22;58;150;0;1;19;36;73;53;53;233;39;38;36;70;36;14;220;38;37;34;66;31;14;12;0;1;2;4;5;0;19;16;23;177;204;22;3;9;7.0;121.0;36.0;198;219;235;0
120930000;76;12;12000;12093;Le Fel;ZZZZZZ;1209300;Z;5;181;85;75;20;178;3;0;9;16;18;42;0;5;13;15;19;13;20;82;32;9;10;10;16;5;81;32;8;10;10;16;5;1;0;1;0;0;0;0;7;9;7;62;73;11;0;1;2.0;41.0;6.0;77;81;85;0
120940000;76;12;12000;12094;Entraygues-sur-Truyère;ZZZZZZ;1209400;Z;5;996;498;338;160;715;205;2;56;104;120;216;6;26;53;93;137;86;97;490;162;45;73;146;32;32;377;130;34;46;116;21;30;113;32;11;27;30;11;2;41;67;62;328;370;114;18;14;40.0;211.0;135.0;331;426;490;10
120950000;76;12;12000;12095;Escandolières;ZZZZZZ;1209500;Z;5;148;99;22;27;143;5;1;2;13;22;61;0;1;5;17;24;25;27;97;39;10;13;20;6;9;93;39;9;12;20;5;8;4;0;1;1;0;1;1;12;16;14;57;82;16;2;1;1.0;49.0;15.0;72;96;100;0
120960000;76;12;12201;12096;Espalion;ZZZZZZ;1209600;Z;5;3149;2195;608;346;1742;1403;58;304;499;543;791;55;131;305;447;564;354;339;2193;315;179;507;614;363;215;1249;185;114;223;386;203;137;942;130;65;284;228;157;78;298;406;329;1162;1402;739;61;54;244.0;839.0;842.0;1558;1868;2143;35
120970000;76;12;12000;12097;Espeyrac;ZZZZZZ;1209700;Z;5;230;125;79;27;219;11;1;9;34;33;47;1;10;12;30;21;32;20;124;61;6;6;23;14;15;119;60;6;5;23;11;15;5;1;0;1;0;3;0;12;14;17;83;110;10;1;5;4.0;45.0;13.0;93;113;118;0
120980000;76;12;12000;12098;Estaing;ZZZZZZ;1209800;Z;5;467;252;145;70;383;85;3;21;43;72;112;1;13;21;48;60;58;50;247;95;22;38;63;22;7;204;82;15;29;49;22;7;43;13;7;9;14;0;0;26;27;27;172;199;49;3;4;0.0;122.0;66.0;185;218;256;0
120990000;76;12;12000;12099;Fayet;ZZZZZZ;1209900;Z;5;352;134;179;38;327;18;1;11;21;53;48;2;3;10;28;39;25;28;134;63;6;17;25;12;12;123;55;6;17;23;11;10;11;7;0;0;0;1;2;14;15;25;81;111;20;0;3;3.0;57.0;32.0;69;123;128;0
121000000;76;12;12302;12100;Firmi;ZZZZZZ;1210000;Z;5;1404;1139;88;178;1126;275;5;49;212;391;482;5;23;89;246;397;223;156;1126;113;88;337;379;128;82;900;98;67;243;317;100;76;223;14;21;93;61;27;6;119;161;152;706;845;278;78;16;16.0;684.0;264.0;893;1025;1134;10
121010000;76;12;12000;12101;Flagnac;ZZZZZZ;1210100;Z;5;580;447;69;63;539;41;2;16;58;142;229;1;4;21;57;148;119;98;428;70;18;65;142;68;66;400;59;16;63;137;63;63;28;11;2;2;5;5;3;35;62;60;290;371;73;4;3;10.0;178.0;136.0;382;427;444;0
121020000;76;12;12000;12102;Flavin;ZZZZZZ;1210200;Z;5;1130;979;60;91;981;149;5;62;89;292;532;2;10;70;118;274;245;259;950;125;38;64;363;224;135;826;104;37;56;340;198;91;124;22;1;8;23;26;44;93;134;138;613;791;169;44;19;15.0;478.0;296.0;884;940;987;5
121030000;76;12;12000;12103;Florentin-la-Capelle;ZZZZZZ;1210300;Z;5;311;142;159;9;289;20;1;5;16;37;84;3;1;13;32;29;37;29;140;61;19;14;31;11;5;129;58;18;8;30;10;5;10;2;1;6;0;1;0;10;13;12;108;116;23;6;4;0.0;62.0;14.0;97;132;143;0
121040000;76;12;12000;12104;Foissac;ZZZZZZ;1210400;Z;5;264;205;43;16;253;10;1;7;30;70;97;3;3;12;30;44;58;56;195;51;5;27;47;31;34;190;48;5;26;46;30;34;6;3;0;1;1;1;0;25;27;31;121;158;42;0;5;2.0;90.0;57.0;172;192;205;0
121050000;76;12;12000;12105;La Fouillade;ZZZZZZ;1210500;Z;5;672;501;102;69;580;90;5;15;72;143;266;2;8;26;78;141;134;112;491;98;45;73;147;74;54;431;96;41;62;108;70;54;59;3;4;11;39;3;0;44;84;68;305;380;105;20;16;23.0;250.0;107.0;429;460;487;10
121060000;76;12;12000;12106;Gabriac;ZZZZZZ;1210600;Z;5;338;213;81;44;322;16;0;11;29;64;109;1;6;7;31;65;48;54;213;81;20;15;36;36;24;204;77;19;13;36;34;24;9;4;1;2;0;2;0;10;22;36;144;192;18;0;3;1.0;115.0;44.0;169;206;212;5
121070000;76;12;12000;12107;Gaillac-d'Aveyron;ZZZZZZ;1210700;Z;5;264;139;123;2;258;6;1;6;18;38;76;1;2;9;24;43;22;38;136;57;15;12;21;14;17;131;56;15;11;19;14;16;4;1;0;1;2;0;0;14;15;23;87;108;25;3;6;0.0;62.0;26.0;106;131;140;0
121080000;76;12;12000;12108;Galgan;ZZZZZZ;1210800;Z;5;207;165;24;18;190;17;11;4;15;47;88;10;1;4;16;45;47;42;160;33;14;20;39;30;24;145;32;13;20;27;29;24;15;1;1;0;12;1;0;18;26;26;95;126;36;5;3;11.0;87.0;28.0;125;143;155;0
121090000;76;12;12000;12109;Gissac;ZZZZZZ;1210900;Z;5;85;47;36;2;83;2;0;0;8;11;28;0;0;4;3;8;10;21;47;12;1;10;9;9;5;47;12;1;10;9;9;5;0;0;0;0;0;0;0;3;4;1;39;41;4;0;2;1.0;19.0;9.0;41;46;46;0
121100000;76;12;12000;12110;Golinhac;ZZZZZZ;1211000;Z;5;309;168;106;35;306;2;1;10;25;39;93;2;7;13;23;48;38;36;168;64;12;18;41;19;14;165;64;12;17;40;18;14;2;0;0;0;1;1;0;14;13;23;119;136;24;5;8;1.0;92.0;24.0;149;157;165;0
121110000;76;12;12000;12111;Goutrens;ZZZZZZ;1211100;Z;5;306;221;44;42;293;12;6;8;25;52;130;6;3;9;19;47;71;66;213;67;24;16;46;30;30;201;62;23;16;43;28;29;11;5;1;0;3;2;0;17;41;33;130;187;30;7;4;4.0;117.0;40.0;180;210;206;0
121130000;76;12;12000;12113;Gramond;ZZZZZZ;1211300;Z;5;210;156;29;26;201;9;0;2;10;35;109;0;1;6;14;37;41;57;153;40;17;15;27;27;28;146;40;15;13;25;24;28;7;0;2;2;1;2;0;13;22;30;91;140;13;0;3;4.0;85.0;25.0;138;145;158;0
121150000;76;12;12000;12115;L'Hospitalet-du-Larzac;ZZZZZZ;1211500;Z;5;222;115;96;11;217;5;0;4;19;40;52;1;1;9;21;33;28;22;115;25;10;7;28;19;26;111;24;10;6;27;18;26;4;1;0;1;1;1;0;11;15;33;56;89;24;8;2;2.0;38.0;31.0;80;111;115;5
121160000;76;12;12000;12116;Huparlac;ZZZZZZ;1211600;Z;5;191;121;54;16;175;15;2;8;15;34;62;1;5;11;19;35;28;22;121;63;13;14;12;11;8;108;56;10;12;12;10;8;12;6;3;2;0;1;0;8;16;12;85;97;17;1;7;6.0;50.0;12.0;85;113;120;0
121180000;76;12;12000;12118;Lacroix-Barrez;ZZZZZZ;1211800;Z;5;408;251;120;37;387;21;0;15;47;61;128;2;8;26;54;66;52;42;250;101;22;28;57;29;12;239;96;20;24;57;29;12;11;5;2;4;0;0;0;10;30;39;172;201;38;1;12;8.0;110.0;44.0;192;230;251;5
121190000;76;12;12000;12119;Laguiole;ZZZZZZ;1211900;Z;5;1087;595;342;150;620;460;17;89;108;141;240;23;44;85;109;125;102;107;586;157;36;77;167;110;39;362;103;28;40;93;62;36;223;54;8;37;74;47;3;91;109;70;325;389;189;7;17;53.0;198.0;209.0;416;519;585;15
121200000;76;12;12000;12120;Laissac-Sévérac l'Église;ZZZZZZ;1212000;Z;5;1292;973;124;195;968;319;44;65;180;260;424;44;29;96;176;266;197;165;952;143;75;135;292;177;130;717;116;52;97;207;137;108;232;27;23;38;83;39;22;107;211;168;487;624;322;58;27;49.0;457.0;337.0;723;829;945;5
121210000;76;12;12000;12121;Lanuéjouls;ZZZZZZ;1212100;Z;5;439;359;43;37;375;50;12;26;60;99;162;14;2;31;46;84;87;95;355;102;9;33;82;81;48;298;96;8;29;75;44;46;44;6;1;4;7;26;0;25;80;65;189;257;100;6;2;16.0;213.0;99.0;285;316;335;0
121220000;76;12;12000;12122;Lapanouse-de-Cernon;ZZZZZZ;1212200;Z;5;125;58;65;3;118;6;0;2;10;13;33;1;0;3;14;16;12;12;57;15;10;11;9;6;6;52;13;8;10;9;6;6;5;2;2;1;0;0;0;5;9;9;35;46;8;0;4;1.0;30.0;9.0;28;56;60;0
121240000;76;12;12000;12124;Lassouts;ZZZZZZ;1212400;Z;5;265;132;83;50;255;11;0;7;20;32;73;1;5;9;16;28;37;36;132;57;16;13;27;15;4;124;54;16;13;24;15;2;8;3;0;0;3;0;2;11;10;21;91;115;15;0;2;2.0;51.0;17.0;71;117;133;0
121250000;76;12;12000;12125;Laval-Roquecezière;ZZZZZZ;1212500;Z;5;317;135;178;4;310;4;0;10;26;28;71;4;5;16;25;33;22;30;135;77;12;15;15;10;6;130;76;12;14;13;9;6;4;0;0;1;2;1;0;13;15;17;90;115;18;0;2;0.0;62.0;11.0;73;125;135;0
121270000;76;12;12000;12127;Lédergues;ZZZZZZ;1212700;Z;5;505;304;110;91;500;5;2;8;29;76;189;4;1;16;43;89;76;75;299;77;69;54;44;28;27;297;77;68;53;44;28;27;2;0;1;1;0;0;0;17;41;41;205;268;32;1;4;1.0;179.0;33.0;232;274;305;0
121280000;76;12;12000;12128;Lescure-Jaoul;ZZZZZZ;1212800;Z;5;199;120;51;29;195;4;0;7;11;27;74;2;0;6;20;36;28;27;120;48;15;7;25;15;10;117;47;15;7;23;15;10;3;1;0;0;2;0;0;10;10;10;88;106;11;3;2;0.0;43.0;16.0;98;111;120;5
121290000;76;12;12000;12129;Lestrade-et-Thouels;ZZZZZZ;1212900;Z;5;300;202;67;31;292;8;2;5;19;48;128;0;8;5;11;57;55;66;200;46;24;22;38;34;36;193;45;24;22;37;29;36;7;1;0;0;1;5;0;14;24;39;125;182;14;0;5;1.0;116.0;25.0;174;187;206;0
121300000;76;12;12000;12130;Livinhac-le-Haut;ZZZZZZ;1213000;Z;5;674;499;66;109;645;29;2;12;88;174;223;1;2;34;89;152;121;100;496;89;27;155;123;60;42;473;85;26;145;118;58;41;23;4;1;10;5;2;1;32;74;64;329;404;82;4;13;4.0;301.0;114.0;425;448;505;0
121310000;76;12;12000;12131;La Loubière;ZZZZZZ;1213100;Z;5;619;585;7;27;610;9;1;12;43;146;383;3;3;19;44;147;196;172;580;57;15;34;222;174;79;573;56;15;34;218;173;78;7;1;0;0;4;1;1;32;59;86;408;528;51;0;6;4.0;325.0;159.0;531;572;583;0
121330000;76;12;12402;12133;Luc-la-Primaube;ZZZZZZ;1213300;Z;5;3054;2768;107;180;2149;901;29;361;449;755;1174;18;98;334;433;848;575;461;2604;90;56;267;868;804;519;1917;85;46;230;731;521;304;686;5;10;37;137;282;215;377;494;445;1452;1921;818;124;29;165.0;1407.0;936.0;2422;2596;2732;20
121340000;76;12;12000;12134;Lugan;ZZZZZZ;1213400;Z;5;195;137;40;18;188;6;3;3;20;46;65;0;3;8;26;39;37;24;135;55;5;10;29;23;13;130;55;5;10;29;18;13;5;0;0;0;0;5;0;11;13;21;92;120;17;3;0;0.0;90.0;21.0;108;125;135;0
121350000;76;12;12000;12135;Lunac;ZZZZZZ;1213500;Z;5;282;180;76;26;269;13;1;4;28;40;107;1;2;14;25;47;43;47;178;82;7;29;26;20;13;169;80;7;29;24;16;12;9;2;0;0;2;4;1;17;18;26;119;134;29;0;17;2.0;80.0;30.0;146;166;181;0
121360000;76;12;12000;12136;Maleville;ZZZZZZ;1213600;Z;5;561;413;90;58;553;7;1;10;39;144;219;2;2;13;33;148;118;96;397;121;24;26;101;79;46;390;117;23;25;101;79;45;7;4;1;1;0;0;1;32;39;59;283;343;60;9;10;6.0;182.0;112.0;373;396;411;0
121370000;76;12;12000;12137;Manhac;ZZZZZZ;1213700;Z;5;386;311;47;28;377;7;1;3;35;91;181;2;3;9;40;74;80;103;284;58;19;25;29;72;81;276;57;18;25;25;69;81;7;0;1;0;3;3;0;32;47;54;178;264;38;9;9;2.0;141.0;90.0;280;298;318;0
121380000;76;12;12000;12138;Marcillac-Vallon;ZZZZZZ;1213800;Z;5;951;751;105;95;678;268;16;64;141;212;317;14;38;73;130;197;148;151;747;151;46;125;205;134;85;535;114;33;74;152;98;64;209;37;13;51;50;35;21;111;133;111;396;475;256;53;20;41.0;384.0;238.0;492;669;747;5
121390000;76;12;12000;12139;Marnhagues-et-Latour;ZZZZZZ;1213900;Z;5;124;62;58;4;121;2;0;5;12;24;21;0;0;4;12;19;13;14;61;19;7;3;10;11;11;60;18;7;3;10;11;11;1;1;0;0;0;0;0;2;10;9;41;54;5;0;3;0.0;26.0;12.0;48;58;65;0
121400000;76;12;12000;12140;Martiel;ZZZZZZ;1214000;Z;5;639;450;99;89;618;17;2;11;61;112;265;0;3;16;54;125;113;140;423;57;11;51;116;99;89;409;56;11;47;112;94;89;11;1;0;4;1;5;0;33;70;86;261;367;77;5;6;3.0;232.0;112.0;406;429;456;5
121410000;76;12;12000;12141;Martrin;ZZZZZZ;1214100;Z;5;177;107;62;8;163;14;1;9;14;23;60;1;4;11;16;19;15;41;104;45;10;6;19;17;7;92;41;10;6;18;10;7;12;4;0;0;1;7;0;15;11;11;70;81;22;0;4;5.0;45.0;14.0;62;97;110;15
121420000;76;12;12000;12142;Mayran;ZZZZZZ;1214200;Z;5;287;247;30;10;276;8;0;10;15;65;157;3;1;11;22;67;69;73;239;45;12;29;41;58;53;231;45;12;29;40;52;52;6;0;0;0;1;4;1;22;32;43;150;212;28;9;7;1.0;116.0;73.0;217;232;247;0
121430000;76;12;12000;12143;Mélagues;ZZZZZZ;1214300;Z;5;82;29;43;10;81;1;0;1;6;2;20;0;1;2;1;6;9;10;28;18;0;1;8;1;0;27;17;0;1;8;1;0;1;1;0;0;0;0;0;3;4;1;21;27;2;0;0;0.0;13.0;2.0;24;25;25;0
121440000;76;12;12000;12144;Meljac;ZZZZZZ;1214400;Z;5;108;67;39;2;105;3;0;0;4;13;50;0;0;2;6;30;16;13;67;26;11;7;12;7;4;64;23;11;7;12;7;4;3;3;0;0;0;0;0;4;5;5;53;63;3;0;1;0.0;28.0;14.0;39;58;70;0
121450101;76;12;12401;12145;Millau;120011;1214501;H;1;1923;1295;145;483;309;1606;122;399;429;211;134;140;211;369;356;116;76;27;1288;669;150;224;144;82;20;223;131;39;36;9;9;0;1059;538;111;185;135;69;20;390;344;191;369;397;875;199;24;42.0;696.0;507.0;160;799;1182;75
121450102;76;12;12401;12145;Millau;120011;1214501;H;1;1602;1243;127;231;181;1411;40;242;438;355;169;64;99;343;382;209;99;47;1208;190;184;403;268;131;32;152;25;30;39;46;9;3;1046;162;150;363;220;122;29;256;307;216;464;481;721;229;41;78.0;799.0;338.0;508;913;1201;41
121450103;76;12;12401;12145;Millau;120031;1214501;H;1;1833;1468;145;220;306;1525;18;327;416;419;289;36;135;312;420;347;144;74;1464;138;147;539;388;189;63;259;36;44;100;32;38;9;1203;99;103;439;356;151;55;267;375;245;581;704;734;172;30;285.0;837.0;321.0;714;1135;1452;38
121450104;76;12;12401;12145;Millau;120011;1214501;H;1;1294;1032;89;173;213;1075;22;188;284;358;181;33;99;199;334;235;85;47;1020;158;179;342;279;31;32;155;20;39;60;20;14;3;858;139;136;279;258;17;29;153;268;156;455;459;545;197;28;17.0;705.0;301.0;383;747;1019;41
121450105;76;12;12401;12145;Millau;120031;1214501;A;3;156;142;7;7;68;89;0;19;38;33;53;5;0;18;45;44;21;10;142;15;4;57;66;0;0;68;10;4;26;28;0;0;75;5;0;31;38;0;0;17;36;33;56;64;78;3;0;46.0;66.0;22.0;113;128;142;1
121450106;76;12;12401;12145;Millau;120021;1214501;H;1;879;824;20;36;502;376;5;27;191;284;318;1;13;66;293;221;153;77;821;4;22;389;282;94;30;467;3;21;158;177;77;30;352;1;1;231;103;16;0;64;126;115;518;481;340;286;3;261.0;425.0;106.0;654;698;819;12
121450107;76;12;12401;12145;Millau;120021;1214501;H;1;1275;1104;68;103;742;525;122;58;188;364;370;52;89;116;255;300;170;121;1102;1;90;540;294;163;14;638;1;71;262;159;131;14;456;0;19;270;135;31;0;113;214;175;601;681;399;94;23;79.0;644.0;319.0;754;871;981;11
121450108;76;12;12401;12145;Millau;120021;1214501;H;1;2038;1862;91;85;1878;159;0;85;220;741;815;0;3;90;179;693;526;371;1809;9;15;200;723;550;313;1685;9;15;182;722;453;304;124;0;0;18;1;97;8;135;289;310;1128;1523;311;148;28;17.0;1108.0;498.0;1702;1814;1865;12
121450109;76;12;12401;12145;Millau;120031;1214501;H;1;1289;1098;59;132;880;405;3;43;201;350;500;4;21;89;290;378;159;156;1083;19;51;425;422;107;56;737;16;45;246;306;75;50;344;3;6;180;117;32;7;89;145;210;653;878;205;29;15;185.0;619.0;199.0;836;968;1095;4
121450110;76;12;12401;12145;Millau;120031;1214501;D;3;739;548;134;58;729;11;0;32;79;181;256;0;5;23;91;171;136;123;532;60;42;102;180;106;43;521;60;35;102;176;106;43;11;0;7;0;4;0;0;41;68;68;371;459;78;0;11;21.0;299.0;90.0;472;536;548;5
121460000;76;12;12402;12146;Le Monastère;ZZZZZZ;1214600;Z;5;1071;976;31;64;822;247;10;80;140;295;451;10;44;71;146;317;205;183;893;48;24;152;296;265;108;701;43;22;111;216;211;98;190;5;2;41;78;54;10;153;136;150;537;798;169;12;9;4.0;627.0;260.0;824;936;950;10
121470000;76;12;12000;12147;Montagnol;ZZZZZZ;1214700;Z;5;174;65;102;7;167;6;0;4;17;19;25;0;1;8;17;18;11;10;65;17;30;7;7;2;3;61;17;26;7;7;2;3;4;0;4;0;0;0;0;6;16;6;38;38;22;0;5;2.0;37.0;6.0;41;54;63;0
121480000;76;12;12000;12148;Montbazens;ZZZZZZ;1214800;Z;5;813;646;80;87;650;162;10;66;95;203;272;10;15;78;110;185;123;126;645;90;41;102;224;83;105;507;83;26;89;174;66;69;137;6;15;13;50;16;36;78;111;129;328;435;191;24;20;31.0;329.0;214.0;530;599;644;5
121490000;76;12;12000;12149;Montclar;ZZZZZZ;1214900;Z;5;175;84;88;2;164;9;2;5;13;21;43;3;3;4;22;19;17;15;83;25;24;7;7;15;5;74;25;15;7;7;14;5;8;0;8;0;0;0;0;9;6;10;58;64;17;4;3;0.0;26.0;19.0;47;74;87;0
121500000;76;12;12000;12150;Monteils;ZZZZZZ;1215000;Z;5;370;227;143;0;350;18;1;9;32;49;136;2;2;17;26;64;68;48;225;69;10;20;68;28;30;213;65;10;17;67;26;28;11;4;0;3;1;2;1;15;30;34;148;175;41;2;11;4.0;99.0;49.0;170;213;228;5
121510000;76;12;12000;12151;Montézic;ZZZZZZ;1215100;Z;5;242;115;80;47;228;15;1;12;16;33;54;0;4;9;19;22;39;22;114;38;10;10;26;16;15;108;38;9;10;23;14;15;6;0;1;0;3;2;0;13;20;17;65;89;26;1;0;1.0;53.0;33.0;90;107;117;0
121520000;76;12;12000;12152;Montfranc;ZZZZZZ;1215200;Z;5;88;61;7;20;79;9;0;0;13;12;36;0;0;5;15;15;11;16;61;6;5;27;17;1;6;56;5;5;24;16;1;6;5;1;0;3;1;0;0;3;5;9;44;50;8;0;3;0.0;34.0;8.0;43;53;64;0
121530000;76;12;12000;12153;Montjaux;ZZZZZZ;1215300;Z;5;380;200;179;1;373;4;2;15;36;54;93;2;6;23;33;47;44;45;190;70;16;11;40;28;25;184;70;16;11;40;25;23;4;0;1;0;0;3;0;21;22;38;118;171;21;4;8;2.0;71.0;40.0;129;185;199;0
121540000;76;12;12000;12154;Montlaur;ZZZZZZ;1215400;Z;5;508;301;189;18;468;37;7;26;36;73;159;4;13;26;43;87;60;68;293;104;23;21;60;52;32;262;91;20;19;56;45;30;30;11;3;2;4;7;2;33;40;49;180;227;66;0;7;0.0;121.0;85.0;219;284;298;5
121550000;76;12;12000;12155;Fondamente;ZZZZZZ;1215500;Z;5;331;166;131;34;307;21;1;3;24;46;92;2;6;10;26;45;40;37;163;59;25;13;27;20;19;145;57;20;11;27;15;16;16;2;5;2;0;4;3;19;22;18;109;129;32;4;5;5.0;82.0;43.0;115;157;166;0
121560000;76;12;12000;12156;Montpeyroux;ZZZZZZ;1215600;Z;5;357;241;72;43;329;27;4;9;39;67;121;4;5;21;47;53;55;55;229;102;20;25;29;25;27;216;101;20;20;29;22;23;13;1;0;5;0;3;4;23;20;37;161;202;33;0;6;12.0;108.0;24.0;227;218;241;5
121570000;76;12;12000;12157;Montrozier;ZZZZZZ;1215700;Z;5;803;673;75;55;725;78;1;22;89;221;340;1;10;41;80;184;168;189;625;136;39;45;166;142;97;558;128;36;41;151;114;89;66;8;4;4;14;28;9;72;109;112;380;527;133;55;13;4.0;288.0;245.0;582;644;669;0
121580000;76;12;12000;12158;Montsalès;ZZZZZZ;1215800;Z;5;213;144;59;10;211;2;0;3;19;40;81;1;1;8;16;34;33;51;141;67;2;8;16;16;32;139;66;2;7;16;16;32;2;1;0;1;0;0;0;18;30;21;75;118;20;0;5;0.0;57.0;39.0;126;135;143;0
121590000;76;12;12000;12159;Morlhon-le-Haut;ZZZZZZ;1215900;Z;5;325;250;42;33;321;2;0;9;22;70;149;1;1;12;24;65;60;87;241;81;13;14;61;38;34;239;81;12;13;61;38;34;1;0;0;1;0;0;0;15;25;27;183;219;24;0;7;1.0;106.0;63.0;227;239;250;0
121600000;76;12;12000;12160;Mostuéjouls;ZZZZZZ;1216000;Z;5;345;159;167;19;318;24;1;9;52;39;59;0;10;17;29;47;32;25;147;48;8;18;40;20;14;131;42;6;16;38;17;13;15;5;2;2;2;3;1;14;24;26;95;125;26;0;8;5.0;85.0;21.0;106;151;159;0
121610000;76;12;12000;12161;Mouret;ZZZZZZ;1216100;Z;5;343;230;88;25;334;8;0;10;29;63;128;1;1;13;32;53;68;61;228;91;8;20;42;40;26;220;88;8;18;40;40;25;8;3;0;2;2;0;1;23;24;33;149;188;32;0;10;5.0;111.0;46.0;198;210;227;0
121620000;76;12;12000;12162;Moyrazès;ZZZZZZ;1216200;Z;5;625;450;89;85;607;14;2;12;43;113;280;0;5;24;50;117;104;150;442;144;33;54;71;73;68;429;141;32;51;66;71;68;13;3;1;3;4;2;0;30;53;57;310;391;51;14;8;3.0;233.0;107.0;400;432;450;0
121630000;76;12;12000;12163;Murasson;ZZZZZZ;1216300;Z;5;172;83;75;14;169;4;0;5;13;22;43;0;2;6;13;25;19;18;82;28;13;10;12;15;5;79;28;13;10;11;13;5;3;0;0;0;1;2;0;10;9;8;55;66;15;0;3;0.0;20.0;8.0;44;75;83;5
121640000;76;12;12000;12164;Mur-de-Barrez;ZZZZZZ;1216400;Z;5;587;375;118;94;405;179;6;54;85;58;171;6;14;80;63;84;58;69;370;101;49;78;98;24;21;252;75;23;52;64;24;15;116;26;26;25;34;0;5;54;69;69;183;224;135;13;16;31.0;131.0;154.0;212;306;362;5
121650000;76;12;12000;12165;Muret-le-Château;ZZZZZZ;1216500;Z;5;213;144;47;22;206;3;0;5;19;43;78;2;4;8;17;43;32;39;137;42;7;16;31;25;16;136;42;7;16;30;25;16;0;0;0;0;0;0;0;9;16;18;101;130;9;0;6;0.0;63.0;40.0;115;142;145;0
121660000;76;12;12000;12166;Murols;ZZZZZZ;1216600;Z;5;90;53;27;10;87;3;0;1;12;15;25;0;1;4;11;18;14;5;52;30;14;3;3;1;1;49;30;12;2;3;1;1;3;0;2;1;0;0;0;6;4;2;41;46;5;0;2;0.0;10.0;6.0;31;49;50;5
121670000;76;12;12000;12167;Najac;ZZZZZZ;1216700;Z;5;942;386;394;163;781;159;7;42;71;96;169;5;5;48;70;93;74;90;376;178;40;47;65;29;16;310;158;29;34;45;28;16;63;19;11;13;19;1;0;43;73;59;210;265;99;8;21;9.0;132.0;101.0;219;347;391;5
121680000;76;12;12000;12168;Nant;ZZZZZZ;1216800;Z;5;896;418;422;56;791;102;7;23;74;137;177;5;12;44;95;117;74;71;411;135;35;56;83;64;38;339;111;28;46;72;49;33;70;23;6;10;11;15;5;49;71;72;226;302;101;19;15;5.0;156.0;134.0;267;386;410;5
121690000;76;12;12000;12169;Naucelle;ZZZZZZ;1216900;Z;5;1241;919;124;198;1055;175;6;46;136;274;457;6;23;65;115;276;243;191;907;94;87;230;255;99;142;778;82;62;186;222;93;133;128;12;25;44;33;6;8;103;132;152;532;671;225;31;23;29.0;422.0;345.0;733;821;920;15
121700000;76;12;12000;12170;Naussac;ZZZZZZ;1217000;Z;5;284;176;97;11;282;2;0;5;18;58;95;0;1;7;24;65;35;44;172;72;4;10;41;20;25;171;72;4;10;41;19;25;1;0;0;0;0;1;0;16;23;20;117;153;17;0;6;0.0;61.0;48.0;132;164;175;0
121710000;76;12;12000;12171;Nauviale;ZZZZZZ;1217100;Z;5;332;237;64;31;321;11;1;8;18;82;128;0;3;10;43;66;59;56;226;55;31;28;40;41;32;219;52;31;26;40;39;32;8;3;0;2;0;3;0;27;29;38;144;195;39;3;4;5.0;117.0;64.0;205;225;231;0
121720000;76;12;12000;12172;Le Nayrac;ZZZZZZ;1217200;Z;5;439;259;121;59;406;13;22;9;28;55;145;22;3;15;44;82;50;43;254;75;30;26;55;44;24;229;75;30;25;53;22;24;5;0;0;1;2;2;0;19;34;27;179;205;49;12;5;21.0;125.0;54.0;206;225;235;0
121740000;76;12;12402;12174;Olemps;ZZZZZZ;1217400;Z;5;1536;1428;17;90;1179;350;13;110;231;372;702;11;33;121;225;454;324;260;1280;70;28;139;508;319;217;1055;69;27;129;459;212;159;222;1;0;8;49;106;58;178;251;222;776;1124;288;71;16;74.0;817.0;409.0;1280;1355;1411;10
