IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;P17_RP_VOIT1;P17_RP_VOIT2P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
370010000;24;37;00255;37001;Abilly;ZZZZZZ;3700100;Z;5;600;477;67;55;588;10;2;15;103;160;197;1;6;40;107;168;85;70;475;134;62;65;118;50;46;465;130;59;65;117;49;45;9;3;3;0;1;1;1;37;59;76;305;386;80;17;11;1.0;169.0;154.0;337;427;193;233;482;15;826;177;40;20;470.0
370020000;24;37;37000;37002;Ambillou;ZZZZZZ;3700200;Z;5;758;677;35;46;709;45;8;49;99;158;363;4;16;64;94;178;147;174;669;141;47;62;161;144;114;629;134;46;57;140;141;111;37;6;1;5;20;3;2;59;110;122;386;500;164;78;13;17.0;231.0;224.0;552;637;246;391;665;10;1342;360;152;30;663.0
370030101;24;37;37701;37003;Amboise;ZZZZZZ;3700301;H;1;1688;1297;219;171;1076;592;77;199;276;296;449;90;105;238;243;237;175;209;1282;346;102;283;261;194;96;799;232;58;131;181;121;77;463;106;40;147;78;71;19;232;301;261;504;687;573;178;38;77.0;739.0;396.0;787;1098;694;404;1224;36;1515;946;377;97;1248.0
370030102;24;37;37701;37003;Amboise;ZZZZZZ;3700301;H;1;1570;1340;76;153;840;730;40;270;284;445;301;45;82;325;404;228;109;148;1339;229;69;520;234;114;173;753;165;54;294;138;63;40;586;64;16;226;96;51;133;182;329;239;590;557;773;354;10;61.0;818.0;436.0;790;984;685;300;1301;18;1082;1283;662;13;1313.0
370030103;24;37;37701;37003;Amboise;ZZZZZZ;3700301;H;1;1259;950;247;62;859;400;13;91;198;292;357;6;29;85;217;342;152;120;911;24;7;84;461;132;203;554;24;7;38;210;114;161;356;0;0;46;251;18;42;129;231;223;367;442;505;357;3;273.0;410.0;208.0;630;881;422;459;937;69;1244;1356;1001;11;897.0
370030104;24;37;37701;37003;Amboise;ZZZZZZ;3700301;H;1;1105;1025;23;57;495;608;70;137;323;213;282;43;58;289;284;179;111;62;1014;40;45;483;357;64;25;438;40;45;118;169;52;15;573;0;0;362;189;11;10;139;213;200;472;385;628;554;11;227.0;652.0;116.0;494;800;566;234;957;46;800;1124;959;30;982.0
370030105;24;37;37701;37003;Amboise;ZZZZZZ;3700301;H;1;1361;1155;60;146;1163;196;13;78;179;266;619;12;12;106;213;266;226;320;1119;138;83;232;268;273;126;968;133;79;170;202;269;114;150;4;3;62;66;4;11;112;242;206;596;910;217;47;27;93.0;646.0;298.0;914;1056;596;460;1139;7;2025;405;65;57;1108.0
370040000;24;37;37000;37004;Anché;ZZZZZZ;3700400;Z;5;233;184;27;21;226;5;2;7;24;50;102;1;9;9;27;51;32;56;180;70;16;20;32;24;19;175;68;16;17;32;24;19;4;1;0;3;0;0;0;12;26;29;117;155;25;1;4;1.0;73.0;62.0;144;168;72;97;184;0;357;55;1;4;179.0
370050000;24;37;37000;37005;Antogny-le-Tillac;ZZZZZZ;3700500;Z;5;284;224;43;17;281;3;1;13;36;68;106;1;5;13;34;65;63;43;216;62;22;24;68;31;9;215;62;21;24;68;31;9;1;0;1;0;0;0;0;20;32;29;143;179;39;5;6;0.0;90.0;62.0;178;208;97;111;220;0;410;89;13;11;216.0
370060000;24;37;37104;37006;Artannes-sur-Indre;ZZZZZZ;3700600;Z;5;1222;1093;48;81;1180;18;21;54;153;292;572;10;22;62;174;326;201;298;1092;231;41;86;334;269;131;1056;224;40;85;332;248;128;17;6;1;1;0;6;3;92;190;150;661;899;185;56;8;26.0;493.0;362.0;900;1031;401;630;1068;10;2237;366;124;16;1072.0
370070000;24;37;37000;37007;Assay;ZZZZZZ;3700700;Z;5;97;77;10;10;95;0;2;7;13;15;40;1;2;2;13;21;18;20;73;45;8;2;8;6;4;72;45;8;2;8;5;4;0;0;0;0;0;0;0;8;9;4;56;64;9;1;4;0.0;38.0;19.0;69;73;28;45;85;0;136;21;2;9;74.0
370080000;24;37;37000;37008;Athée-sur-Cher;ZZZZZZ;3700800;Z;5;1083;1000;38;45;1059;16;1;25;120;235;619;0;6;36;146;284;229;299;992;233;51;41;285;238;144;971;232;50;39;281;233;136;16;1;0;2;2;5;6;67;156;170;607;858;136;19;6;8.0;313.0;378.0;867;957;340;618;996;10;2279;321;36;13;991.0
370090000;24;37;37000;37009;Autrèche;ZZZZZZ;3700900;Z;5;185;161;14;10;183;1;0;8;27;43;83;0;3;8;40;42;21;47;161;50;12;12;45;30;12;159;48;12;12;45;30;12;1;1;0;0;0;0;0;16;20;45;80;113;42;24;6;1.0;47.0;52.0;134;155;57;98;155;0;286;105;66;9;156.0
370100000;24;37;37203;37010;Auzouer-en-Touraine;ZZZZZZ;3701000;Z;5;840;758;32;50;823;11;2;15;80;235;425;0;3;11;107;268;202;168;753;76;29;40;234;218;155;743;74;29;40;230;214;155;8;1;0;0;3;4;0;56;112;151;439;621;125;20;11;2.0;248.0;267.0;618;727;243;484;763;5;1629;349;49;18;747.0
370110000;24;37;37111;37011;Avoine;ZZZZZZ;3701100;Z;5;940;815;39;85;756;179;16;52;134;266;346;11;16;83;190;253;133;129;815;112;45;156;270;122;110;669;91;43;154;236;109;36;142;20;1;2;33;13;73;74;133;162;446;456;350;171;8;20.0;340.0;375.0;634;720;389;332;796;9;1010;706;404;15;807.0
370120000;24;37;37000;37012;Avon-les-Roches;ZZZZZZ;3701200;Z;5;295;225;37;33;294;0;2;9;35;63;116;2;2;9;27;96;52;37;224;85;35;12;52;18;22;223;85;34;12;52;18;22;0;0;0;0;0;0;0;14;18;41;152;193;26;1;6;1.0;62.0;63.0;183;214;100;114;225;0;477;62;2;9;218.0
370130000;24;37;37000;37013;Avrillé-les-Ponceaux;ZZZZZZ;3701300;Z;5;280;201;36;43;272;5;2;14;39;48;98;4;3;16;30;62;48;38;197;66;32;15;30;27;28;191;66;29;15;30;24;28;3;0;2;0;0;1;0;16;23;32;131;161;37;9;3;0.0;40.0;57.0;131;182;60;122;200;5;400;72;22;9;195.0
370140000;24;37;37112;37014;Azay-le-Rideau;ZZZZZZ;3701400;Z;5;1822;1467;194;161;1504;311;46;109;284;373;655;40;51;154;284;399;253;286;1450;340;94;207;430;250;129;1185;275;71;156;341;218;124;258;61;22;51;88;31;5;151;248;265;803;958;486;173;23;59.0;497.0;618.0;1079;1324;646;678;1445;35;2380;945;328;49;1443.0
370150000;24;37;37000;37015;Azay-sur-Cher;ZZZZZZ;3701500;Z;5;1438;1307;60;71;1366;67;4;52;146;255;850;5;22;55;152;307;309;456;1220;216;70;96;446;253;140;1178;207;65;89;432;247;139;40;8;5;8;13;5;1;123;186;215;783;1126;157;43;24;4.0;563.0;461.0;1045;1252;480;772;1308;15;2732;310;85;40;1284.0
370160000;24;37;37000;37016;Azay-sur-Indre;ZZZZZZ;3701600;Z;5;215;163;31;21;206;9;2;6;22;54;79;2;4;12;16;48;39;42;162;57;9;10;51;20;15;154;55;9;9;47;20;14;8;2;0;1;4;0;1;16;22;30;95;137;26;0;0;1.0;49.0;56.0;128;152;64;88;160;10;335;50;0;0;157.0
370180101;24;37;37701;37018;Ballan-Miré;ZZZZZZ;3701801;H;4;1185;1114;20;51;1038;145;15;73;115;287;624;7;23;71;184;317;202;310;1078;93;41;135;367;304;138;958;88;37;131;359;230;113;118;5;3;4;8;73;25;99;186;149;680;894;194;36;26;10.0;585.0;411.0;969;1063;459;604;1110;0;2093;402;59;77;1093.0
370180102;24;37;37701;37018;Ballan-Miré;ZZZZZZ;3701801;H;4;1069;1001;6;62;711;357;17;100;231;253;400;9;21;111;248;312;166;134;986;59;20;201;477;123;106;668;57;18;87;397;60;49;317;2;2;114;79;63;57;111;145;168;577;575;420;252;6;24.0;673.0;258.0;768;880;515;365;1005;15;1270;839;483;12;990.0
370180103;24;37;37701;37018;Ballan-Miré;ZZZZZZ;3701801;H;4;1342;1276;23;43;1059;282;6;74;179;273;744;5;16;105;183;312;244;411;1262;57;20;38;447;458;242;1004;56;20;35;369;381;143;258;1;0;3;78;77;99;133;214;219;710;907;356;151;13;5.0;664.0;525.0;1120;1229;477;752;1235;0;2250;798;326;18;1252.0
370190000;24;37;37000;37019;Barrou;ZZZZZZ;3701900;Z;5;306;217;58;31;302;3;0;11;50;57;99;0;2;11;49;66;47;42;217;64;37;23;59;27;7;214;62;37;23;58;27;7;2;1;0;0;1;0;0;19;37;27;135;162;49;7;7;2.0;107.0;57.0;163;201;109;92;219;0;342;106;16;14;214.0
370200000;24;37;37301;37020;Beaulieu-lès-Loches;ZZZZZZ;3702000;Z;5;1010;861;45;104;866;144;8;65;154;275;359;8;21;107;203;266;127;129;854;309;50;149;186;76;84;742;252;42;121;179;65;83;112;57;8;28;7;11;1;86;136;144;495;585;270;84;6;11.0;420.0;301.0;581;727;420;307;860;5;1240;495;163;9;845.0
370210000;24;37;37000;37021;Beaumont-Louestault;ZZZZZZ;3702100;Z;5;722;614;47;61;692;29;3;35;96;164;317;4;8;33;106;161;120;181;595;187;47;42;119;97;101;570;180;45;42;118;93;90;24;6;2;0;1;4;11;61;119;97;338;479;129;23;6;2.0;217.0;196.0;457;579;217;362;613;10;1213;289;45;10;601.0
370220000;24;37;37111;37022;Beaumont-en-Véron;ZZZZZZ;3702200;Z;5;1395;1198;85;112;1352;40;15;54;178;271;681;13;17;70;213;308;269;308;1198;266;54;194;372;228;83;1163;251;51;190;369;219;83;30;14;3;4;2;7;0;85;185;196;732;925;257;50;15;8.0;371.0;668.0;984;1127;500;627;1191;10;2099;503;110;36;1183.0
370230000;24;37;37000;37023;Beaumont-Village;ZZZZZZ;3702300;Z;5;164;122;32;11;160;4;2;9;21;39;50;2;1;7;29;37;16;29;121;42;22;14;17;14;13;118;42;22;14;17;12;13;2;0;0;0;0;2;0;5;10;16;90;102;16;0;4;0.0;51.0;31.0;99;111;50;61;115;5;224;26;0;8;122.0
370240000;24;37;37201;37024;Benais;ZZZZZZ;3702400;Z;5;502;410;46;46;490;11;4;17;68;101;220;5;11;29;66;118;83;97;410;168;30;18;108;36;50;399;164;28;17;108;32;50;10;4;2;1;0;3;0;29;63;73;245;325;78;14;7;1.0;101.0;186.0;336;387;173;213;420;0;747;150;31;16;393.0
370250000;24;37;37000;37025;Berthenay;ZZZZZZ;3702500;Z;5;287;266;8;13;287;0;0;4;32;53;177;1;1;8;33;66;77;80;265;61;15;15;100;38;36;265;61;15;15;100;38;36;0;0;0;0;0;0;0;20;22;44;180;243;21;3;2;0.0;105.0;99.0;207;256;81;175;270;5;649;54;13;5;262.0
370260000;24;37;37000;37026;Betz-le-Château;ZZZZZZ;3702600;Z;5;374;265;66;43;373;1;2;16;49;73;124;2;3;33;34;83;44;65;265;144;37;36;22;19;7;265;144;37;36;22;19;7;0;0;0;0;0;0;0;11;35;36;183;224;32;0;9;0.0;120.0;58.0;177;235;142;93;260;15;495;62;0;14;262.0
370270000;24;37;37701;37027;Bléré;ZZZZZZ;3702700;Z;5;2759;2404;122;233;2091;652;59;309;537;635;865;39;109;339;548;617;344;408;2400;657;200;387;562;367;227;1819;554;172;233;397;304;158;568;103;29;144;162;62;68;340;490;415;1159;1440;924;376;40;24.0;1212.0;901.0;1709;2041;1140;901;2350;49;3210;1699;661;89;2356.0
370280000;24;37;37000;37028;Bossay-sur-Claise;ZZZZZZ;3702800;Z;5;559;375;116;68;546;10;2;24;65;94;191;3;3;37;71;97;87;78;373;165;55;41;78;22;11;367;163;53;41;78;22;9;3;1;2;0;0;0;0;17;41;67;250;333;35;0;7;2.0;197.0;67.0;293;336;144;192;378;10;688;57;0;12;362.0
370290000;24;37;37000;37029;Bossée;ZZZZZZ;3702900;Z;5;193;154;13;26;188;5;4;13;23;39;74;3;2;11;22;41;31;43;151;65;17;18;16;14;20;147;65;16;18;16;14;17;4;0;1;0;0;0;3;4;22;33;95;126;27;10;1;0.0;65.0;43.0;126;148;66;81;156;10;278;50;17;2;150.0
370300000;24;37;37000;37030;Le Boulay;ZZZZZZ;3703000;Z;5;335;310;13;13;331;4;0;8;37;90;175;1;0;12;47;108;67;75;304;58;25;19;70;52;80;300;58;25;17;69;52;79;4;0;0;2;1;0;1;15;46;67;182;253;55;12;2;1.0;79.0;109.0;265;303;101;202;320;0;652;126;35;5;303.0
370310000;24;37;37201;37031;Bourgueil;ZZZZZZ;3703100;Z;5;2145;1780;135;230;1681;451;25;177;341;453;784;20;52;176;354;474;286;417;1760;418;121;338;579;186;119;1420;374;93;265;408;173;107;338;44;27;72;171;12;11;208;321;298;953;1096;636;256;48;54.0;747.0;773.0;1249;1517;812;705;1753;40;2408;1234;439;122;1716.0
370320000;24;37;37000;37032;Bournan;ZZZZZZ;3703200;Z;5;151;114;17;19;151;0;1;8;7;30;68;1;5;5;11;25;28;39;114;68;13;9;12;5;7;114;68;13;9;12;5;7;0;0;0;0;0;0;0;3;13;23;75;103;10;0;1;0.0;52.0;20.0;80;109;47;62;115;0;251;20;0;1;105.0
370330000;24;37;37000;37033;Boussay;ZZZZZZ;3703300;Z;5;211;118;56;37;207;0;3;7;18;26;64;2;6;6;15;35;23;31;118;58;6;10;35;8;1;117;57;6;10;35;8;1;0;0;0;0;0;0;0;11;16;12;79;91;22;0;5;0.0;48.0;30.0;99;106;55;51;115;0;172;39;0;7;116.0
370340000;24;37;37000;37034;Braslou;ZZZZZZ;3703400;Z;5;211;149;31;31;210;0;1;5;25;48;70;0;2;8;30;40;36;33;147;58;20;8;32;18;11;147;58;20;8;32;18;11;0;0;0;0;0;0;0;9;25;11;104;114;32;7;3;0.0;72.0;41.0;117;137;66;71;151;0;227;73;18;4;146.0
370350000;24;37;37000;37035;Braye-sous-Faye;ZZZZZZ;3703500;Z;5;194;151;23;21;191;3;2;10;31;44;63;1;2;15;25;36;32;40;151;76;4;7;42;8;13;148;76;4;7;41;8;10;3;0;0;0;1;0;2;14;21;24;92;120;29;8;1;0.0;57.0;42.0;136;140;68;72;141;0;239;70;17;1;149.0
370360000;24;37;37000;37036;Braye-sur-Maulne;ZZZZZZ;3703600;Z;5;110;78;24;7;104;3;3;7;17;18;33;1;0;12;16;17;12;20;78;47;9;4;13;4;2;75;46;7;4;13;4;2;3;1;2;0;0;0;0;3;9;5;62;71;7;0;1;0.0;36.0;15.0;55;75;37;39;77;0;153;13;0;7;74.0
370370000;24;37;37000;37037;Brèches;ZZZZZZ;3703700;Z;5;154;111;19;25;153;1;0;8;16;35;53;1;1;7;13;38;24;27;111;43;19;8;22;12;7;110;42;19;8;22;12;7;1;1;0;0;0;0;0;16;12;18;65;88;21;1;2;1.0;24.0;38.0;83;105;39;66;107;0;201;44;2;3;105.0
370380000;24;37;37000;37038;Bréhémont;ZZZZZZ;3703800;Z;5;469;349;100;20;430;11;3;23;70;87;166;9;12;22;57;104;58;86;344;200;39;37;38;23;7;331;194;37;36;38;22;5;10;6;2;1;0;1;0;28;63;33;226;289;55;0;4;2.0;114.0;123.0;253;314;123;191;349;5;648;111;0;5;338.0
370390000;24;37;37000;37039;Bridoré;ZZZZZZ;3703900;Z;5;264;229;17;18;240;6;20;23;53;62;70;0;22;17;48;69;39;33;229;41;21;31;74;39;23;206;41;21;31;73;17;23;5;0;0;0;1;4;0;15;27;46;141;155;71;19;3;1.0;49.0;112.0;206;193;89;104;209;9;357;115;39;3;229.0
370400000;24;37;37000;37040;Brizay;ZZZZZZ;3704000;Z;5;150;131;9;10;150;0;0;5;14;30;82;0;0;6;15;44;20;46;130;44;4;6;47;13;16;130;44;4;6;47;13;16;0;0;0;0;0;0;0;12;10;16;94;110;19;14;2;0.0;45.0;44.0;113;127;55;73;123;0;246;31;20;3;130.0
370410000;24;37;37000;37041;Bueil-en-Touraine;ZZZZZZ;3704100;Z;5;175;135;22;18;172;3;1;11;25;36;63;2;3;7;24;41;22;37;135;88;8;10;12;7;10;132;86;8;9;12;7;10;3;2;0;1;0;0;0;7;26;27;75;111;23;3;1;0.0;45.0;28.0;90;122;55;67;129;0;265;53;8;1;130.0
370420000;24;37;37000;37042;Candes-Saint-Martin;ZZZZZZ;3704200;Z;5;190;106;67;17;182;9;1;9;30;23;44;0;3;15;26;24;14;25;105;51;10;6;27;10;2;97;47;10;6;24;9;1;9;3;0;0;3;1;1;4;13;14;75;73;29;14;4;0.0;39.0;40.0;58;97;54;43;108;0;151;42;23;6;103.0
370430000;24;37;37701;37043;Cangey;ZZZZZZ;3704300;Z;5;514;438;46;31;510;4;0;12;64;118;244;1;8;15;65;118;95;135;424;99;26;40;111;108;39;420;98;26;39;110;107;39;4;1;0;1;1;1;0;22;46;74;295;386;50;6;2;3.0;197.0;125.0;359;422;146;277;450;0;938;119;12;5;430.0
370440000;24;37;37000;37044;La Celle-Guenand;ZZZZZZ;3704400;Z;5;216;139;51;25;214;2;0;6;22;34;77;0;0;15;21;41;26;36;138;73;16;15;23;4;7;138;73;16;15;23;4;7;0;0;0;0;0;0;0;4;21;18;96;118;17;6;4;1.0;60.0;30.0;85;128;53;75;135;0;242;38;11;10;133.0
370450000;24;37;37000;37045;La Celle-Saint-Avant;ZZZZZZ;3704500;Z;5;545;491;25;28;524;18;1;25;94;152;220;2;9;42;105;164;84;85;491;107;54;83;152;48;47;473;104;48;80;149;46;45;17;2;6;3;3;1;2;41;70;71;309;360;126;44;5;2.0;225.0;163.0;370;449;217;232;496;5;803;261;89;10;485.0
370460000;24;37;37000;37046;Céré-la-Ronde;ZZZZZZ;3704600;Z;5;313;213;74;27;310;3;1;6;32;65;109;1;2;10;39;57;54;49;213;99;15;22;38;17;21;210;99;15;22;38;17;18;3;0;0;0;0;0;3;8;35;32;138;165;40;1;8;0.0;98.0;59.0;141;195;100;96;210;5;354;90;1;15;206.0
370470000;24;37;37000;37047;Cerelles;ZZZZZZ;3704700;Z;5;494;469;6;19;474;19;0;9;42;98;320;1;3;12;35;121;117;179;437;70;18;18;142;156;34;418;70;18;16;140;144;31;19;0;0;2;2;12;3;35;70;41;323;421;47;12;1;0.0;147.0;196.0;404;450;123;326;468;0;1083;114;24;1;464.0
370480000;24;37;37000;37048;Chambon;ZZZZZZ;3704800;Z;5;238;152;57;29;234;4;1;11;31;41;68;1;8;7;35;44;29;28;145;56;13;20;30;17;9;142;55;12;20;29;17;9;3;1;1;0;1;0;0;16;23;19;94;116;31;4;5;0.0;64.0;40.0;124;139;70;69;155;5;249;65;4;7;146.0
370490000;24;37;37000;37049;Chambourg-sur-Indre;ZZZZZZ;3704900;Z;5;649;558;36;56;629;18;4;23;92;156;283;3;10;37;92;159;112;144;550;156;42;44;158;82;67;533;146;40;44;155;81;67;14;9;1;0;3;1;0;29;71;97;362;438;111;41;9;7.0;216.0;202.0;450;526;216;310;555;5;1023;221;78;16;549.0
370500101;24;37;37701;37050;Chambray-lès-Tours;ZZZZZZ;3705001;H;1;2091;1913;54;124;1180;910;429;144;266;415;657;301;163;166;292;438;249;304;1898;64;24;351;633;745;81;1093;52;24;138;440;376;64;804;13;0;213;192;369;18;340;516;290;768;938;942;301;33;328.0;917.0;575.0;1289;1699;974;725;1503;45;2260;1657;616;52;1874.0
370500102;24;37;37701;37050;Chambray-lès-Tours;ZZZZZZ;3705001;H;1;1391;1253;35;103;564;823;252;111;295;254;341;190;82;76;328;262;175;140;1250;3;14;125;838;181;89;523;3;12;48;366;72;21;724;0;1;76;472;108;67;239;252;160;601;557;682;276;14;144.0;628.0;470.0;780;1024;618;406;1015;37;1206;1199;598;25;1237.0
370500103;24;37;37701;37050;Chambray-lès-Tours;ZZZZZZ;3705001;H;1;1365;1268;27;70;501;863;48;196;423;286;314;49;43;233;477;229;139;97;1264;8;6;255;315;296;384;475;8;6;88;182;120;71;789;0;0;167;133;177;312;168;379;240;481;516;717;439;35;153.0;755.0;336.0;1027;1101;756;344;1224;47;1038;1531;975;109;1255.0
370500104;24;37;37701;37050;Chambray-lès-Tours;ZZZZZZ;3705001;H;1;1125;1054;21;49;769;339;193;71;102;194;494;47;159;77;106;163;220;283;1049;86;6;150;528;168;111;734;75;6;148;349;97;59;301;6;0;2;171;71;51;110;204;205;536;634;395;41;26;181.0;428.0;378.0;803;837;397;440;862;9;1400;666;76;52;1037.0
370510000;24;37;37000;37051;Champigny-sur-Veude;ZZZZZZ;3705100;Z;5;516;419;55;43;500;15;4;26;73;158;157;2;12;19;69;125;87;104;413;194;21;26;98;34;39;400;186;21;26;96;31;39;12;8;0;0;2;2;0;42;52;83;242;290;125;32;4;9.0;201.0;112.0;352;382;211;171;426;5;598;241;63;11;415.0
370520000;24;37;37000;37052;Chançay;ZZZZZZ;3705200;Z;5;527;467;23;37;503;24;5;19;60;141;242;3;5;32;82;137;101;106;463;112;31;29;151;70;69;441;110;28;26;140;68;68;22;2;3;3;11;2;1;37;54;96;279;366;97;45;4;4.0;194.0;162.0;385;445;180;265;473;5;923;207;94;7;461.0
370530000;24;37;37000;37053;Chanceaux-près-Loches;ZZZZZZ;3705300;Z;5;80;60;8;13;80;0;0;2;4;10;43;0;1;1;4;16;20;17;60;15;3;2;22;11;7;60;15;3;2;22;11;7;0;0;0;0;0;0;0;3;9;7;41;48;11;0;1;0.0;22.0;18.0;52;59;15;43;54;0;92;31;0;5;59.0
370540000;24;37;37105;37054;Chanceaux-sur-Choisille;ZZZZZZ;3705400;Z;5;1430;1375;19;36;1326;101;7;36;139;362;831;5;16;42;199;495;305;313;1341;120;29;57;577;477;81;1257;113;29;50;570;423;72;82;7;0;7;5;54;9;113;182;209;871;1093;276;89;6;13.0;523.0;540.0;1151;1314;500;814;1375;25;2804;695;200;16;1347.0
370550000;24;37;37000;37055;Channay-sur-Lathan;ZZZZZZ;3705500;Z;5;392;315;30;46;387;3;1;17;53;80;165;1;6;17;55;92;65;79;315;170;11;19;40;37;38;310;168;10;18;39;37;38;3;1;1;1;0;0;0;20;32;61;202;274;39;15;2;2.0;110.0;86.0;260;301;114;187;317;10;739;93;43;5;309.0
370560000;24;37;37000;37056;La Chapelle-aux-Naux;ZZZZZZ;3705600;Z;5;284;236;31;17;282;2;2;11;34;68;121;0;2;10;26;65;67;66;232;83;14;20;55;33;27;231;83;14;19;55;33;27;1;0;0;1;0;0;0;17;29;40;150;214;20;0;2;2.0;85.0;73.0;203;229;84;145;230;0;509;48;0;3;229.0
370570000;24;37;37000;37057;La Chapelle-Blanche-Saint-Martin;ZZZZZZ;3705700;Z;5;363;293;36;35;348;14;2;15;34;73;168;1;6;17;40;88;61;79;285;111;26;24;56;36;31;276;107;24;22;56;35;31;8;4;1;2;0;1;0;21;43;43;185;238;54;10;0;2.0;112.0;96.0;220;273;102;171;302;5;575;110;17;0;280.0
370580000;24;37;37000;37058;La Chapelle-sur-Loire;ZZZZZZ;3705800;Z;5;801;618;92;90;769;25;5;31;118;149;316;8;20;48;84;165;131;163;609;318;67;59;94;32;39;586;305;65;57;90;30;38;18;13;2;0;3;0;0;46;65;106;401;548;56;7;14;3.0;205.0;225.0;470;575;237;338;614;30;1285;120;15;28;606.0
370590000;24;37;37000;37059;Charentilly;ZZZZZZ;3705900;Z;5;539;500;18;20;523;16;0;19;50;101;330;0;6;20;48;129;112;186;475;95;18;25;148;92;95;463;95;15;24;147;90;90;12;0;3;1;1;2;5;52;68;96;284;428;60;21;13;0.0;166.0;210.0;429;486;166;321;505;0;1118;116;44;22;493.0
370600000;24;37;37701;37060;Chargé;ZZZZZZ;3706000;Z;5;589;519;10;60;582;5;2;12;61;136;308;1;2;25;51;166;135;139;490;80;27;43;152;97;92;484;79;27;40;151;96;92;5;1;0;3;0;1;0;35;71;93;320;456;60;5;4;5.0;208.0;171.0;446;495;171;324;507;0;1147;147;17;10;512.0
370610000;24;37;37000;37061;Charnizay;ZZZZZZ;3706100;Z;5;351;215;85;51;348;3;0;14;37;62;103;3;3;15;32;69;43;51;213;119;24;22;26;8;14;212;119;23;22;26;8;14;1;0;1;0;0;0;0;24;27;23;141;180;29;0;6;0.0;82.0;26.0;161;195;91;104;214;0;424;64;0;14;208.0
370620000;24;37;37000;37062;Château-la-Vallière;ZZZZZZ;3706200;Z;5;910;754;41;115;802;104;21;41;152;231;309;8;27;65;172;234;126;122;753;176;78;140;214;69;76;664;147;66;129;193;60;69;86;27;11;11;21;9;7;95;128;119;412;519;220;45;15;11.0;352.0;248.0;511;627;329;297;744;5;1154;470;97;26;733.0
370630000;24;37;37203;37063;Château-Renault;ZZZZZZ;3706300;Z;5;2898;2486;49;363;1717;1152;89;315;625;716;741;58;164;411;685;686;266;216;2466;367;214;640;806;294;145;1497;289;157;335;462;156;98;942;77;56;300;336;129;44;335;534;393;1224;1131;1321;677;34;200.0;1477.0;585.0;1374;1923;1210;713;2400;55;2385;2467;1266;74;2394.0
370640000;24;37;37000;37064;Chaumussay;ZZZZZZ;3706400;Z;5;208;108;80;20;206;2;1;4;10;34;59;1;2;6;13;37;25;24;108;61;14;13;10;7;3;106;61;13;12;10;7;3;2;0;1;1;0;0;0;10;7;15;76;98;7;0;3;0.0;54.0;7.0;80;100;43;57;105;0;206;12;0;8;102.0
370650000;24;37;37101;37065;Chaveignes;ZZZZZZ;3706500;Z;5;465;251;176;38;322;140;0;6;26;87;132;0;2;6;44;86;52;60;243;81;16;33;77;17;18;241;81;16;33;76;17;17;0;0;0;0;0;0;0;14;30;36;171;221;26;2;4;1.0;110.0;77.0;204;239;111;129;246;0;474;71;7;7;244.0
370660000;24;37;37000;37066;Chédigny;ZZZZZZ;3706600;Z;5;311;244;36;31;303;8;3;4;35;61;141;2;2;12;38;82;29;79;241;100;17;11;49;36;28;234;99;17;9;47;34;28;7;1;0;2;2;2;0;20;39;49;136;190;51;16;3;1.0;94.0;77.0;195;223;104;119;230;0;413;124;34;6;237.0
370670000;24;37;37112;37067;Cheillé;ZZZZZZ;3706700;Z;5;871;756;48;67;831;36;10;41;107;178;419;6;19;61;134;184;166;185;715;206;46;89;147;108;118;684;202;39;85;138;101;118;28;4;7;4;7;6;0;70;114;113;459;596;153;35;7;3.0;264.0;290.0;592;719;299;419;741;25;1470;303;79;17;739.0
370680000;24;37;37000;37068;Chemillé-sur-Dême;ZZZZZZ;3706800;Z;5;369;297;36;36;363;6;4;12;42;91;147;0;4;19;57;85;46;87;296;132;32;20;53;43;17;290;130;31;19;53;42;16;6;2;1;1;0;1;1;23;51;50;173;231;63;17;3;3.0;107.0;106.0;230;276;126;151;293;10;541;150;41;5;291.0
