IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;P17_RP_VOIT1;P17_RP_VOIT2P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
372010000;24;37;37205;37201;Rivière;ZZZZZZ;3720100;Z;5;371;314;21;36;359;10;2;15;39;99;159;1;7;16;53;99;61;77;312;60;13;18;106;73;42;301;59;13;18;99;70;42;10;1;0;0;6;3;0;26;44;50;194;223;90;42;1;7.0;128.0;116.0;196;299;133;166;310;5;510;185;92;1;310.0
372020000;24;37;37000;37202;La Roche-Clermault;ZZZZZZ;3720200;Z;5;285;223;27;35;281;3;2;8;24;54;136;2;2;7;23;73;57;60;211;64;34;15;42;28;29;209;64;34;14;42;28;28;2;0;0;1;0;0;1;22;31;38;132;180;34;10;9;1.0;81.0;72.0;193;215;84;132;221;5;442;59;14;17;220.0
372030000;24;37;37701;37203;Rochecorbon;ZZZZZZ;3720300;Z;5;1528;1324;51;153;1300;224;31;78;182;309;723;24;39;89;203;283;243;443;1298;270;72;197;380;276;103;1098;254;67;155;323;210;89;195;14;5;42;55;64;14;135;194;194;801;1018;296;132;10;40.0;704.0;439.0;995;1241;553;688;1277;25;2391;636;288;21;1301.0
372040000;24;37;37000;37204;Rouziers-de-Touraine;ZZZZZZ;3720400;Z;5;531;504;13;14;521;6;1;13;36;148;306;1;5;21;41;163;108;165;484;115;21;30;108;129;81;475;113;20;29;107;129;77;6;1;0;1;1;0;3;47;73;83;301;410;91;22;3;0.0;158.0;220.0;426;491;183;308;500;10;1058;250;65;7;497.0
372050000;24;37;37000;37205;Saché;ZZZZZZ;3720500;Z;5;633;532;60;40;605;26;4;42;77;123;286;1;18;37;69;136;120;151;531;109;30;17;149;133;92;510;106;29;17;144;127;86;19;2;1;0;4;6;6;45;84;110;292;439;91;0;2;1.0;173.0;193.0;463;501;172;329;533;15;1182;189;0;3;519.0
372060000;24;37;37000;37206;Saint-Antoine-du-Rocher;ZZZZZZ;3720600;Z;5;725;669;17;39;692;33;1;25;56;137;449;3;0;29;52;150;166;268;639;96;27;24;157;182;152;612;95;27;24;157;175;133;27;1;0;0;0;7;19;65;97;128;378;575;92;7;2;0.0;195.0;307.0;554;652;217;435;662;0;1515;194;13;3;662.0
372070000;24;37;37000;37207;Saint-Aubin-le-Dépeint;ZZZZZZ;3720700;Z;5;177;135;17;25;171;4;1;6;23;36;69;0;1;12;24;41;19;38;134;54;16;21;24;14;6;132;52;16;21;24;14;6;1;1;0;0;0;0;0;10;23;20;82;103;30;3;3;3.0;43.0;24.0;116;120;51;69;135;5;246;65;7;4;134.0
372080101;24;37;37701;37208;Saint-Avertin;370151;3720801;H;1;1312;1151;43;118;565;744;115;222;234;228;351;35;60;283;252;221;101;199;1142;117;66;266;251;284;158;501;69;51;220;96;49;15;638;48;15;46;151;235;143;194;293;208;457;609;534;111;8;112.0;688.0;337.0;805;957;610;348;1041;21;1380;828;186;11;1142.0
372080102;24;37;37701;37208;Saint-Avertin;370151;3720801;H;1;864;803;13;48;624;237;4;45;137;172;445;5;10;54;139;227;104;264;801;66;11;225;419;66;14;584;59;11;159;300;41;14;215;7;0;66;119;22;0;79;86;135;503;654;135;62;14;49.0;534.0;191.0;716;755;396;358;799;11;1431;266;96;22;793.0
372080103;24;37;37701;37208;Saint-Avertin;370151;3720801;H;1;900;835;25;41;511;386;42;124;189;144;336;0;26;158;152;212;93;192;827;40;34;95;595;58;4;464;36;34;76;270;42;4;360;3;0;19;322;16;0;70;116;145;503;482;345;261;8;155.0;482.0;160.0;555;702;439;264;792;14;1021;627;460;24;831.0
372080104;24;37;37701;37208;Saint-Avertin;370161;3720801;H;1;941;890;9;42;697;244;19;68;134;167;502;19;2;68;151;162;188;300;885;57;11;129;358;153;177;668;57;11;76;350;148;25;217;0;0;54;7;5;152;89;191;122;487;657;227;3;6;3.0;464.0;385.0;814;849;432;417;871;13;1466;437;5;14;882.0
372080105;24;37;37701;37208;Saint-Avertin;370161;3720801;H;1;896;843;12;41;747;149;4;19;81;242;497;0;8;19;153;212;167;284;828;77;29;286;250;110;75;679;77;29;153;244;110;66;149;0;0;134;6;0;10;77;85;142;539;636;201;142;7;116.0;483.0;178.0;667;788;358;430;842;14;1502;452;320;21;837.0
372080106;24;37;37701;37208;Saint-Avertin;370161;3720801;H;1;943;922;0;21;811;132;4;45;84;181;608;0;7;61;72;201;251;330;920;11;4;58;332;386;128;791;11;4;58;329;304;85;129;0;0;0;4;82;43;45;145;168;564;723;199;114;0;64.0;499.0;282.0;786;881;309;572;918;6;1785;468;245;0;917.0
372080107;24;37;37701;37208;Saint-Avertin;370161;3720801;H;1;1303;1208;11;84;1086;212;2;90;115;187;813;4;6;111;139;203;237;508;1177;59;19;82;344;260;413;1018;59;19;82;340;255;263;154;0;0;0;0;5;149;147;191;282;587;955;244;40;9;33.0;648.0;425.0;1088;1148;404;745;1206;8;2566;493;80;9;1189.0
372100000;24;37;37000;37210;Saint-Benoît-la-Forêt;ZZZZZZ;3721000;Z;5;307;250;27;29;286;20;2;6;33;73;136;2;4;14;42;65;49;73;243;41;13;17;93;47;32;226;41;13;16;80;46;30;16;0;0;1;13;0;2;24;30;42;154;194;49;38;7;4.0;102.0;81.0;206;245;88;157;252;0;503;89;67;13;243.0
372110000;24;37;37000;37211;Saint-Branchs;ZZZZZZ;3721100;Z;5;1171;1095;23;53;1072;98;13;45;136;288;613;6;19;71;166;301;218;314;1069;277;51;103;322;163;154;984;276;51;88;275;150;145;85;1;0;15;47;13;9;121;143;178;654;862;222;107;11;20.0;436.0;361.0;799;1019;403;616;1077;10;2137;449;187;21;1057.0
