DEPCOM;LIBCOM;UU2010;REG;DEP
06009;Bairols;06000;93;06
08116;Bairon et ses environs;08000;44;08
35014;Bais;35000;53;35
53016;Bais;53000;52;53
59044;Baisieux;59702;32;59
52035;Baissey;52000;44;52
59045;Baives;59000;32;59
07022;Baix;07112;84;07
66014;Baixas;66105;76;66
80052;Baizieux;80000;32;80
47019;Bajamont;47000;75;47
32026;Bajonnette;32000;76;32
62077;Bajus;62000;32;62
09034;Balacet;09000;76;09
46016;Baladou;46000;76;46
60044;Balagny-sur-Thérain;60301;32;60
09035;Balaguères;09000;76;09
12018;Balaguier-d'Olt;12000;76;12
12019;Balaguier-sur-Rance;12000;76;12
39034;Balaiseaux;39000;27;39
01027;Balan;01201;84;01
08043;Balan;08401;44;08
39035;Balanod;39104;27;39
64088;Balansun;64000;75;64
17030;Balanzac;17000;75;17
34023;Balaruc-les-Bains;34502;76;34
34024;Balaruc-le-Vieux;34502;76;34
80053;Balâtre;80000;32;80
35015;Balazé;35000;53;35
07023;Balazuc;07000;84;07
42011;Balbigny;42105;84;42
67018;Balbronn;67000;44;67
67019;Baldenheim;67000;44;67
68015;Baldersheim;68701;44;68
64089;Baleix;64000;75;64
31043;Balesta;31000;76;31
47020;Baleyssagues;47000;75;47
68016;Balgau;68109;44;68
08044;Balham;08000;44;08
82009;Balignac;82000;76;82
10027;Balignicourt;10000;44;10
27036;Bâlines;27000;28;27
62078;Balinghem;62208;32;62
64090;Baliracq-Maumusson;64000;75;64
64091;Baliros;64601;75;64
33026;Balizac;33000;75;33
91044;Ballainvilliers;00851;11;91
74025;Ballaison;74000;84;74
91045;Ballancourt-sur-Essonne;91402;11;91
37018;Ballan-Miré;37701;24;37
17031;Ballans;17000;75;17
08045;Ballay;08000;44;08
87007;Balledent;87000;75;87
14035;Balleroy-sur-Drôme;14000;28;14
68017;Ballersdorf;68000;44;68
88031;Balléville;88000;44;88
17032;Ballon;17000;75;17
26022;Ballons;26000;84;26
72023;Ballon-Saint Mars;72000;52;72
71017;Ballore;71000;27;71
53018;Ballots;53000;52;53
77019;Balloy;77000;11;77
31044;Balma;31701;76;31
10028;Balnot-la-Grange;10000;44;10
10029;Balnot-sur-Laignes;10000;44;10
2A028;Balogna;2A000;94;2A
21044;Balot;21000;27;21
68018;Balschwiller;68000;44;68
48016;Balsièges;48000;76;48
68019;Baltzenheim;68000;44;68
16026;Balzac;16601;75;16
59046;Bambecque;59000;32;59
57047;Bambiderstroff;57000;44;57
48017;Banassac-Canilhac;48101;76;48
64092;Banca;64000;75;64
02044;Bancigny;02000;32;02
62079;Bancourt;62000;32;62
88032;Ban-de-Laveline;88107;44;88
88033;Ban-de-Sapt;88000;44;88
83009;Bandol;00757;93;83
97602;Bandraboua;9F208;06;976
97603;Bandrele;9F205;06;976
01028;Baneins;01000;84;01
24023;Baneuil;24000;75;24
56009;Bangor;56000;53;56
65060;Banios;65000;76;65
23016;Banize;23000;75;23
29004;Bannalec;29202;53;29
25041;Bannans;25000;27;25
18020;Bannay;18000;24;18
51034;Bannay;51000;44;51
57048;Bannay;57000;44;57
07024;Banne;07000;84;07
18021;Bannegon;18000;24;18
46017;Bannes;46000;76;46
51035;Bannes;51000;44;51
52037;Bannes;52000;44;52
53019;Bannes;53000;52;53
14036;Banneville-la-Campagne;14000;28;14
81022;Bannières;81000;76;81
55027;Bannoncourt;55000;44;55
77020;Bannost-Villegagnon;77000;11;77
08046;Banogne-Recouvrance;08000;44;08
04018;Banon;04000;93;04
40024;Banos;40000;75;40
39037;Bans;39000;27;39
63029;Bansat;63000;84;63
88106;Ban-sur-Meurthe-Clefcy;88403;44;88
71018;Bantanges;71301;27;71
59047;Banteux;59000;32;59
95046;Banthelu;95000;11;95
55028;Bantheville;55000;44;55
59048;Bantigny;59000;32;59
59049;Bantouzelle;59000;32;59
68020;Bantzenheim;68000;44;68
90007;Banvillars;90000;27;90
14038;Banville;14000;28;14
61024;Banvou;61000;28;61
66015;Banyuls-dels-Aspres;66000;76;66
66016;Banyuls-sur-Mer;66118;76;66
89028;Baon;89000;27;89
76055;Baons-le-Comte;76000;28;76
62080;Bapaume;62116;32;62
19016;Bar;19000;75;19
49017;Baracé;49000;52;49
11026;Baraigne;11000;76;11
36012;Baraize;36000;24;36
62081;Baralle;62000;32;62
12056;Baraqueville;12101;76;12
62082;Barastre;62000;32;62
05012;Baratier;05201;93;05
65061;Barbachen;65000;76;65
2B029;Barbaggio;2B000;94;2B
11027;Barbaira;11000;76;11
08047;Barbaise;08000;44;08
54044;Barbas;54000;44;54
47021;Barbaste;47301;75;47
85011;Barbâtre;85000;52;85
31045;Barbazan;31000;76;31
65062;Barbazan-Debat;65501;76;65
65063;Barbazan-Dessus;65000;76;65
13010;Barbentane;00754;93;13
73029;Barberaz;73601;84;73
10030;Barberey-Saint-Sulpice;10601;44;10
03016;Barberier;03000;84;03
14039;Barbery;14000;28;14
60045;Barbery;60000;32;60
14040;Barbeville;14000;28;14
77021;Barbey;77000;11;77
88035;Barbey-Seroux;88000;44;88
16027;Barbezières;16000;75;16
16028;Barbezieux-Saint-Hilaire;16107;75;16
26023;Barbières;26000;84;26
21045;Barbirey-sur-Ouche;21000;27;21
77022;Barbizon;77123;11;77
51036;Barbonne-Fayel;51000;44;51
54045;Barbonville;54000;44;54
10031;Barbuise;10000;44;10
08048;Barby;08000;44;08
73030;Barby;73601;84;73
27037;Barc;27000;28;27
26024;Barcelonne;26000;84;26
32027;Barcelonne-du-Gers;00263;76;32
04019;Barcelonnette;04106;93;04
57050;Barchain;57000;44;57
05013;Barcillonnette;05000;93;05
32028;Barcugnan;32000;76;32
64093;Barcus;64000;75;64
77023;Barcy;77000;11;77
42012;Bard;42000;84;42
16029;Bardenac;16000;75;16
82010;Bardigues;82000;76;82
21046;Bard-le-Régulier;21000;27;21
21047;Bard-lès-Époisses;21000;27;21
70048;Bard-lès-Pesmes;70000;27;70
64094;Bardos;64000;75;64
24024;Bardou;24000;75;24
76056;Bardouville;76000;28;76
65481;Barèges;65000;76;65
65064;Bareilles;65000;76;65
67020;Barembach;67304;44;67
31046;Baren;31000;76;31
76057;Barentin;76401;28;76
50029;Barenton;50000;28;50
02046;Barenton-Bugny;02000;32;02
02047;Barenton-Cel;02000;32;02
02048;Barenton-sur-Serre;02000;32;02
39038;Barésia-sur-l'Ain;39000;27;39
50030;Barfleur;50000;28;50
83010;Bargème;83000;93;83
83011;Bargemon;83114;93;83
21048;Barges;21000;27;21
43019;Barges;43000;84;43
70049;Barges;70000;27;70
60046;Bargny;60000;32;60
46263;Barguelonne-en-Quercy;46000;76;46
33027;Barie;33000;75;33
64095;Barinque;64000;75;64
54046;Barisey-au-Plain;54000;44;54
54047;Barisey-la-Côte;54000;44;54
02049;Barisis-aux-Bois;02000;32;02
71019;Barizey;71000;27;71
09037;Barjac;09000;76;09
30029;Barjac;30000;76;30
48018;Barjac;48000;76;48
83012;Barjols;83109;93;83
21049;Barjon;21000;27;21
28024;Barjouville;28501;24;28
55029;Bar-le-Duc;55301;44;55
04020;Barles;04000;93;04
08049;Bar-lès-Buzancy;08000;44;08
65065;Barlest;65000;76;65
80054;Barleux;80000;32;80
18022;Barlieu;18000;24;18
62083;Barlin;00752;32;62
62084;Barly;62000;32;62
80055;Barly;80000;32;80
28025;Barmainville;28000;24;28
07025;Barnas;07000;84;07
26025;Barnave;26000;84;26
71020;Barnay;71000;27;71
50031;Barneville-Carteret;50000;28;50
14041;Barneville-la-Bertran;14000;28;14
27039;Barneville-sur-Seine;27000;28;27
76058;Baromesnil;76000;28;76
30030;Baron;30000;76;30
33028;Baron;33102;75;33
60047;Baron;60000;32;60
71021;Baron;71000;27;71
14042;Baron-sur-Odon;14601;28;14
57051;Baronville;57000;44;57
14043;Barou-en-Auge;14000;28;14
10032;Baroville;10000;44;10
27040;Barquet;27000;28;27
67021;Barr;67213;44;67
03017;Barrais-Bussolles;03000;84;03
32029;Barran;32000;76;32
65066;Barrancoueu;65000;76;65
04021;Barras;04000;93;04
64096;Barraute-Camu;64000;75;64
38027;Barraux;38000;84;38
81023;Barre;81000;76;81
48019;Barre-des-Cévennes;48000;76;48
04022;Barrême;04000;93;04
16030;Barret;16000;75;16
39040;Barretaine;39000;27;39
26026;Barret-de-Lioure;26000;84;26
05014;Barret-sur-Méouge;05000;93;05
2B030;Barrettali;2B000;94;2B
15018;Barriac-les-Bosquets;15000;84;15
16031;Barro;16000;75;16
37019;Barrou;37000;24;37
65067;Barry;65203;76;65
82011;Barry-d'Islemade;82101;76;82
24025;Bars;24000;75;24
32030;Bars;32000;76;32
26027;Barsac;26000;84;26
33030;Barsac;33000;75;33
57052;Barst;57000;44;57
10033;Bar-sur-Aube;10201;44;10
10034;Bar-sur-Seine;10105;44;10
25043;Bart;25601;27;25
68021;Bartenheim;68205;44;68
65068;Barthe;65000;76;65
25044;Bartherans;25000;27;25
65070;Bartrès;65302;76;65
27042;Barville;27000;28;27
61026;Barville;61000;28;61
88036;Barville;88000;44;88
45021;Barville-en-Gâtinais;45000;24;45
17034;Barzan;17000;75;17
64097;Barzun;00171;75;64
02050;Barzy-en-Thiérache;02000;32;02
02051;Barzy-sur-Marne;02000;32;02
40025;Bascons;40000;75;40
32031;Bascous;32000;76;32
43020;Bas-en-Basset;43301;84;43
63030;Bas-et-Lezat;63000;84;63
59050;Bas-Lieu;59209;32;59
54049;Baslieux;54000;44;54
51037;Baslieux-lès-Fismes;51000;44;51
51038;Baslieux-sous-Châtillon;51000;44;51
14044;Basly;14000;28;14
40026;Bas-Mauco;40000;75;40
16032;Bassac;16000;75;16
34025;Bassan;34000;76;34
33031;Bassanne;33000;75;33
44009;Basse-Goulaine;44701;52;44
57287;Basse-Ham;57000;44;57
67022;Bassemberg;67116;44;67
14045;Basseneville;14000;28;14
33032;Bassens;33701;75;33
73031;Bassens;73601;84;73
97203;Basse-Pointe;9B102;02;972
40027;Bassercles;40000;75;40
57574;Basse-Rentgen;57000;44;57
86018;Basses;86000;75;86
88037;Basse-sur-le-Rupt;88402;44;88
97105;Basse-Terre;9A501;01;971
62085;Basseux;62000;32;62
77024;Bassevelle;77000;11;77
15019;Bassignac;15000;84;15
19017;Bassignac-le-Bas;19000;75;19
19018;Bassignac-le-Haut;19000;75;19
70052;Bassigney;70000;27;70
24026;Bassillac et Auberoche;24000;75;24
64098;Bassillon-Vauzé;64000;75;64
57053;Bassing;57000;44;57
02052;Bassoles-Aulers;02000;32;02
52038;Bassoncourt;52000;44;52
89029;Bassou;89000;27;89
32032;Bassoues;32000;76;32
51039;Bassu;51000;44;51
51040;Bassuet;51000;44;51
48020;Bassurels;48000;76;48
64100;Bassussarry;00751;75;64
74029;Bassy;74000;84;74
64099;Bastanès;64000;75;64
2A031;Bastelica;2A000;94;2A
2A032;Bastelicaccia;2A103;94;2A
40028;Bastennes;40000;75;40
2B033;Bastia;2B501;94;2B
23017;Basville;23000;75;23
54050;Bathelémont;54000;44;54
26028;Bathernay;26000;84;26
54051;Batilly;54000;44;54
45022;Batilly-en-Gâtinais;45000;24;45
45023;Batilly-en-Puisaye;45000;24;45
40029;Bats;40000;75;40
65071;Batsère;65000;76;65
25045;Battenans-les-Mines;25000;27;25
25046;Battenans-Varin;25000;27;25
68022;Battenheim;68000;44;68
88038;Battexey;88000;44;88
54052;Battigny;54000;44;54
70054;Battrans;70000;27;70
67023;Batzendorf;67000;44;67
44010;Batz-sur-Mer;44601;52;44
21050;Baubigny;21000;27;21
50033;Baubigny;50000;28;50
56010;Baud;56204;53;56
51041;Baudement;51000;44;51
71022;Baudemont;71110;27;71
40030;Baudignan;40000;75;40
83014;Baudinard-sur-Verdon;83000;93;83
70055;Baudoncourt;70304;27;70
55031;Baudonvilliers;55000;44;55
50034;Baudre;50000;28;50
52039;Baudrecourt;52000;44;52
57054;Baudrecourt;57000;44;57
64101;Baudreix;64601;75;64
55032;Baudrémont;55000;44;55
36013;Baudres;36000;24;36
28026;Baudreville;28000;24;28
88039;Baudricourt;88000;44;88
71023;Baudrières;71000;27;71
83015;Bauduen;83000;93;83
49018;Baugé-en-Anjou;49306;52;49
18023;Baugy;18000;24;18
60048;Baugy;60000;32;60
71024;Baugy;71109;27;71
70056;Baulay;70000;27;70
45024;Baule;45209;24;45
21051;Baulme-la-Roche;21000;27;21
91047;Baulne;91402;11;91
55033;Baulny;55000;44;55
35016;Baulon;35000;53;35
09044;Baulou;09000;76;09
25047;Baume-les-Dames;25201;27;25
39041;Baume-les-Messieurs;39000;27;39
50036;Baupte;50000;28;50
33033;Baurech;33701;75;33
59052;Bauvin;00752;32;59
54053;Bauzemont;54000;44;54
41013;Bauzy;41000;24;41
25048;Bavans;25601;27;25
59053;Bavay;59201;32;59
80056;Bavelincourt;80000;32;80
14046;Bavent;14000;28;14
39042;Baverans;39402;27;39
90008;Bavilliers;00555;27;90
59054;Bavinchove;59000;32;59
62086;Bavincourt;62000;32;62
31047;Bax;31000;76;31
70057;Bay;70000;27;70
24027;Bayac;24201;75;24
52265;Bayard-sur-Marne;52000;44;52
33034;Bayas;33000;75;33
29005;Baye;29000;53;29
51042;Baye;51000;44;51
88040;Bayecourt;88000;44;88
10035;Bayel;10000;44;10
80057;Bayencourt;80000;32;80
62087;Bayenghem-lès-Éperlecques;00264;32;62
62088;Bayenghem-lès-Seninghem;62210;32;62
03018;Bayet;03000;84;03
14047;Bayeux;14303;28;14
54054;Bayon;54000;44;54
64102;Bayonne;00751;75;64
04023;Bayons;04000;93;04
33035;Bayon-sur-Gironde;33124;75;33
08052;Bayonville;08000;44;08
80058;Bayonvillers;80000;32;80
54055;Bayonville-sur-Mad;54000;44;54
52040;Bay-sur-Aube;52000;44;52
16034;Bazac;16000;75;16
36014;Bazaiges;36000;24;36
54056;Bazailles;54000;44;54
78048;Bazainville;78000;11;78
51043;Bazancourt;51109;44;51
60049;Bazancourt;60000;32;60
89030;Bazarnes;89000;27;89
33036;Bazas;33122;75;33
17035;Bazauges;17000;75;17
88041;Bazegney;88000;44;88
08053;Bazeilles;08401;44;08
55034;Bazeilles-sur-Othain;55000;44;55
23018;Bazelat;23000;75;23
78049;Bazemont;78301;11;78
47022;Bazens;47000;75;47
80059;Bazentin;80000;32;80
14049;Bazenville;14000;28;14
65072;Bazet;65000;76;65
32033;Bazian;32000;76;32
60050;Bazicourt;60000;32;60
31048;Baziège;31110;76;31
88042;Bazien;88000;44;88
65073;Bazillac;65000;76;65
27045;Bazincourt-sur-Epte;27000;28;27
55035;Bazincourt-sur-Saulx;55000;44;55
62089;Bazinghen;62000;32;62
76059;Bazinval;76000;28;76
58023;Bazoches;58000;27;58
61028;Bazoches-au-Houlme;61000;28;61
28028;Bazoches-en-Dunois;28000;24;28
77025;Bazoches-lès-Bray;77000;11;77
45025;Bazoches-les-Gallerandes;45000;24;45
28029;Bazoches-les-Hautes;28000;24;28
78050;Bazoches-sur-Guyonne;00851;11;78
61029;Bazoches-sur-Hoëne;61000;28;61
45026;Bazoches-sur-le-Betz;45000;24;45
02054;Bazoches-sur-Vesles;02000;32;02
85013;Bazoges-en-Paillers;85000;52;85
85014;Bazoges-en-Pareds;85000;52;85
88043;Bazoilles-et-Ménil;88000;44;88
88044;Bazoilles-sur-Meuse;88000;44;88
58024;Bazolles;58000;27;58
57055;Bazoncourt;57000;44;57
27046;Bazoques;27000;28;27
65074;Bazordan;65000;76;65
53025;Bazougers;53000;52;53
72025;Bazouges Cré sur Loir;72000;52;72
35019;Bazouges-la-Pérouse;35000;53;35
59055;Bazuel;59000;32;59
32034;Bazugues;32000;76;32
31049;Bazus;31000;76;31
65075;Bazus-Aure;65000;76;65
65076;Bazus-Neste;65000;76;65
80060;Béalcourt;80000;32;80
62090;Béalencourt;62000;32;62
58025;Béard;58000;27;58
01170;Béard-Géovreissiat;01202;84;01
76060;Beaubec-la-Rosière;76000;28;76
71025;Beaubery;71000;27;71
27047;Beaubray;27000;28;27
30032;Beaucaire;00456;76;30
32035;Beaucaire;32000;76;32
80061;Beaucamps-le-Jeune;80000;32;80
80062;Beaucamps-le-Vieux;80000;32;80
59056;Beaucamps-Ligny;59000;32;59
35021;Beaucé;35401;53;35
41173;Beauce la Romaine;41000;24;41
65077;Beaucens;65000;76;65
31050;Beauchalot;31000;76;31
95051;Beauchamp;00851;11;95
50038;Beauchamps;50000;28;50
80063;Beauchamps;00453;32;80
45027;Beauchamps-sur-Huillard;45000;24;45
07027;Beauchastel;07203;84;07
28030;Beauche;28000;24;28
52042;Beauchemin;52000;44;52
41014;Beauchêne;41000;24;41
77026;Beauchery-Saint-Martin;77000;11;77
55036;Beauclair;55000;44;55
50039;Beaucoudray;50000;28;50
90009;Beaucourt;00267;27;90
80064;Beaucourt-en-Santerre;80000;32;80
80065;Beaucourt-sur-l'Ancre;80000;32;80
80066;Beaucourt-sur-l'Hallue;80000;32;80
49020;Beaucouzé;49701;52;49
38030;Beaucroissant;38701;84;38
65078;Beaudéan;65301;76;65
60051;Beaudéduit;60000;32;60
59057;Beaudignies;59000;32;59
62091;Beaudricourt;62000;32;62
61032;Beaufai;61000;28;61
72026;Beaufay;72000;52;72
50040;Beauficel;50000;28;50
27048;Beauficel-en-Lyons;27000;28;27
38031;Beaufin;38000;84;38
31051;Beaufort;31000;76;31
34026;Beaufort;34000;76;34
38032;Beaufort;38000;84;38
59058;Beaufort;59000;32;59
73034;Beaufort;73106;84;73
62092;Beaufort-Blavincourt;62000;32;62
49021;Beaufort-en-Anjou;49204;52;49
55037;Beaufort-en-Argonne;55000;44;55
80067;Beaufort-en-Santerre;80000;32;80
39043;Beaufort-Orbagna;39000;27;39
26035;Beaufort-sur-Gervanne;26000;84;26
85015;Beaufou;85000;52;85
14231;Beaufour-Druval;14000;28;14
88045;Beaufremont;88000;44;88
47023;Beaugas;47000;75;47
17036;Beaugeay;17000;75;17
45028;Beaugency;45207;24;45
60052;Beaugies-sous-Bois;60000;32;60
04024;Beaujeu;04000;93;04
69018;Beaujeu;69102;84;69
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;70000;27;70
62093;Beaulencourt;62000;32;62
07028;Beaulieu;07000;84;07
15020;Beaulieu;15000;84;15
21052;Beaulieu;21000;27;21
34027;Beaulieu;34120;76;34
36015;Beaulieu;36000;24;36
38033;Beaulieu;38401;84;38
43021;Beaulieu;43000;84;43
58026;Beaulieu;58000;27;58
61034;Beaulieu;61000;28;61
63031;Beaulieu;63000;84;63
55038;Beaulieu-en-Argonne;55000;44;55
60053;Beaulieu-les-Fontaines;60000;32;60
37020;Beaulieu-lès-Loches;37301;24;37
85016;Beaulieu-sous-la-Roche;85000;52;85
79029;Beaulieu-sous-Parthenay;79000;75;79
19019;Beaulieu-sur-Dordogne;19000;75;19
49022;Beaulieu-sur-Layon;49000;52;49
45029;Beaulieu-sur-Loire;45000;24;45
06011;Beaulieu-sur-Mer;06701;93;06
53026;Beaulieu-sur-Oudon;53000;52;53
16035;Beaulieu-sur-Sonnette;16000;75;16
03019;Beaulon;03000;84;03
14053;Beaumais;14000;28;14
32036;Beaumarchés;32000;76;32
02055;Beaumé;02000;32;02
88046;Beauménil;88000;44;88
62094;Beaumerie-Saint-Martin;62000;32;62
84012;Beaumes-de-Venise;00754;93;84
14054;Beaumesnil;14000;28;14
84013;Beaumettes;00754;93;84
80068;Beaumetz;80000;32;80
62095;Beaumetz-lès-Aire;62000;32;62
62096;Beaumetz-lès-Cambrai;62000;32;62
62097;Beaumetz-lès-Loges;62000;32;62
07029;Beaumont;07000;84;07
19020;Beaumont;19000;75;19
32037;Beaumont;32000;76;32
43022;Beaumont;43000;84;43
54057;Beaumont;54000;44;54
63032;Beaumont;63701;84;63
74031;Beaumont;74000;84;74
89031;Beaumont;89000;27;89
86019;Beaumont Saint-Cyr;86000;75;86
82013;Beaumont-de-Lomagne;82103;76;82
84014;Beaumont-de-Pertuis;84000;93;84
77027;Beaumont-du-Gâtinais;77000;11;77
87009;Beaumont-du-Lac;87000;75;87
84015;Beaumont-du-Ventoux;84109;93;84
27050;Beaumontel;27203;28;27
08055;Beaumont-en-Argonne;08000;44;08
14055;Beaumont-en-Auge;14000;28;14
02056;Beaumont-en-Beine;02000;32;02
59059;Beaumont-en-Cambrésis;59000;32;59
26036;Beaumont-en-Diois;26000;84;26
55039;Beaumont-en-Verdunois;55000;44;55
37022;Beaumont-en-Véron;37111;24;37
80069;Beaumont-Hamel;80000;32;80
58027;Beaumont-la-Ferrière;58000;27;58
76062;Beaumont-le-Hareng;76000;28;76
27051;Beaumont-le-Roger;27203;28;27
28031;Beaumont-les-Autels;28000;24;28
63033;Beaumont-lès-Randan;63000;84;63
26037;Beaumont-lès-Valence;26204;84;26
37021;Beaumont-Louestault;37000;24;37
26038;Beaumont-Monteux;26000;84;26
24028;Beaumontois en Périgord;24000;75;24
53027;Beaumont-Pied-de-Boeuf;53000;52;53
72028;Beaumont-Pied-de-Boeuf;72000;52;72
58028;Beaumont-Sardolles;58000;27;58
72027;Beaumont-sur-Dême;72000;52;72
71026;Beaumont-sur-Grosne;71000;27;71
31052;Beaumont-sur-Lèze;31000;76;31
95052;Beaumont-sur-Oise;00459;11;95
72029;Beaumont-sur-Sarthe;72000;52;72
51044;Beaumont-sur-Vesle;51000;44;51
21053;Beaumont-sur-Vingeanne;21000;27;21
37023;Beaumont-Village;37000;24;37
70059;Beaumotte-Aubertans;70000;27;70
70060;Beaumotte-lès-Pin;70000;27;70
51045;Beaunay;51000;44;51
21054;Beaune;21401;27;21
03020;Beaune-d'Allier;03000;84;03
45030;Beaune-la-Rolande;45000;24;45
43023;Beaune-sur-Arzon;43000;84;43
21055;Beaunotte;21000;27;21
01029;Beaupont;01000;84;01
24029;Beaupouyet;24000;75;24
49023;Beaupréau-en-Mauges;49402;52;49
31053;Beaupuy;31701;76;31
32038;Beaupuy;32000;76;32
47024;Beaupuy;00455;75;47
82014;Beaupuy;82000;76;82
80070;Beauquesne;80000;32;80
59060;Beaurain;59000;32;59
62099;Beaurains;62502;32;62
60055;Beaurains-lès-Noyon;60000;32;60
62100;Beaurainville;62111;32;62
13012;Beaurecueil;00759;93;13
01030;Beauregard;00758;84;01
46020;Beauregard;46000;76;46
26039;Beauregard-Baret;26000;84;26
24030;Beauregard-de-Terrasson;24105;75;24
24031;Beauregard-et-Bassac;24000;75;24
63034;Beauregard-l'Évêque;63000;84;63
63035;Beauregard-Vendon;63000;84;63
38034;Beaurepaire;38202;84;38
60056;Beaurepaire;60000;32;60
76064;Beaurepaire;76000;28;76
85017;Beaurepaire;85000;52;85
71027;Beaurepaire-en-Bresse;71000;27;71
59061;Beaurepaire-sur-Sambre;59000;32;59
02057;Beaurevoir;02000;32;02
26040;Beaurières;26000;84;26
02058;Beaurieux;02000;32;02
59062;Beaurieux;59000;32;59
24032;Beauronne;24000;75;24
26041;Beausemblant;00269;84;26
55040;Beausite;55000;44;55
06012;Beausoleil;06501;93;06
22209;Beaussais-sur-Mer;00458;53;22
79030;Beaussais-Vitré;79000;75;79
76065;Beaussault;76000;28;76
31054;Beauteville;31000;76;31
77433;Beautheil-Saints;77000;11;77
33037;Beautiran;33207;75;33
02059;Beautor;02402;32;02
76066;Beautot;76000;28;76
61035;Beauvain;61000;28;61
60057;Beauvais;60501;32;60
17037;Beauvais-sur-Matha;17000;75;17
81024;Beauvais-sur-Tescou;81000;76;81
80071;Beauval;80103;32;80
76063;Beauval-en-Caux;76000;28;76
26042;Beauvallon;00651;84;26
69179;Beauvallon;69000;84;69
07030;Beauvène;07000;84;07
71028;Beauvernois;71000;27;71
04025;Beauvezer;04000;93;04
31055;Beauville;31000;76;31
47025;Beauville;47000;75;47
28032;Beauvilliers;28000;24;28
89032;Beauvilliers;89000;27;89
50042;Beauvoir;50000;28;50
60058;Beauvoir;60000;32;60
77029;Beauvoir;77000;11;77
89033;Beauvoir;89000;27;89
38035;Beauvoir-de-Marc;38000;84;38
76067;Beauvoir-en-Lyons;76000;28;76
38036;Beauvoir-en-Royans;38000;84;38
85018;Beauvoir-sur-Mer;85122;52;85
79031;Beauvoir-sur-Niort;79000;75;79
62881;Beauvoir-Wavans;62000;32;62
62101;Beauvois;62000;32;62
59063;Beauvois-en-Cambrésis;59307;32;59
02060;Beauvois-en-Vermandois;02000;32;02
26043;Beauvoisin;26000;84;26
30033;Beauvoisin;30113;76;30
43024;Beaux;43000;84;43
43025;Beauzac;43000;84;43
31056;Beauzelle;31701;76;31
47026;Beauziac;47000;75;47
57056;Bébing;57000;44;57
68023;Beblenheim;68122;44;68
32039;Beccas;32000;76;32
76068;Bec-de-Mortagne;76000;28;76
79032;Béceleuf;79000;75;79
54058;Béchamps;54000;44;54
35022;Bécherel;35000;53;35
16036;Bécheresse;16000;75;16
57057;Béchy;57000;44;57
49026;Bécon-les-Granits;49000;52;49
80073;Bécordel-Bécourt;80000;32;80
62102;Bécourt;62000;32;62
02061;Becquigny;02000;32;02
80074;Becquigny;80000;32;80
34028;Bédarieux;34302;76;34
84016;Bédarrides;00754;93;84
18024;Beddes;18000;24;18
32040;Bédéchan;32000;76;32
35023;Bédée;35209;53;35
09045;Bédeilhac-et-Aynat;09000;76;09
09046;Bédeille;09000;76;09
64103;Bédeille;64000;75;64
17038;Bedenac;17000;75;17
84017;Bédoin;84103;93;84
48050;Bédouès-Cocurès;48000;76;48
64104;Bedous;64000;75;64
46021;Béduer;46000;76;46
18025;Beffes;18000;24;18
39045;Beffia;39000;27;39
08056;Beffu-et-le-Morthomme;08000;44;08
40031;Bégaar;40000;75;40
33038;Bégadan;33000;75;33
56011;Béganne;56000;53;56
22004;Bégard;22118;53;22
33039;Bègles;33701;75;33
88047;Begnécourt;88000;44;88
65079;Bégole;65000;76;65
49027;Bégrolles-en-Mauges;49000;52;49
03021;Bègues;03000;84;03
33040;Béguey;33121;75;33
64105;Béguios;64000;75;64
62103;Béhagnies;62000;32;62
64106;Béhasque-Lapiste;64000;75;64
80076;Béhen;80000;32;80
80077;Béhencourt;80000;32;80
60059;Béhéricourt;60000;32;60
55041;Behonne;55301;44;55
64107;Béhorléguy;64000;75;64
78053;Béhoust;78102;11;78
57058;Behren-lès-Forbach;57501;44;57
49028;Béhuard;49000;52;49
56012;Beignon;56000;53;56
72031;Beillé;72000;52;72
89034;Beine;89000;27;89
51046;Beine-Nauroy;51000;44;51
67025;Beinheim;67000;44;67
21056;Beire-le-Châtel;21000;27;21
21057;Beire-le-Fort;21000;27;21
23019;Beissat;23000;75;23
36016;Bélâbre;36000;24;36
48038;Bel-Air-Val-d'Ance;48000;76;48
21058;Belan-sur-Ource;21000;27;21
34029;Bélarga;34000;76;34
46022;Bélaye;46000;76;46
31057;Belberaud;31701;76;31
76069;Belbeuf;00755;28;76
31058;Belbèze-de-Lauragais;31000;76;31
