INSEE_COM;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle2
66136;a;6;7.78;3;66136-a-6
66136;d;1;23.33;1;66136-d-1
66136;m;2;13.33;1;66136-m-2
66136;m;3;10.12;12;66136-m-3
66136;m;4;10.1;24;66136-m-4
66136;m;5;9.17;9;66136-m-5
66136;m;6;7.654999999999999;2;66136-m-6
66136;m;7;7.279999999999999;2;66136-m-7
66138;a;2;10.26;1;66138-a-2
66140;a;1;10.47;1;66140-a-1
66140;a;2;10.555;6;66140-a-2
66140;a;3;8.96;3;66140-a-3
66140;a;4;6.43;2;66140-a-4
66141;a;2;10.94;5;66141-a-2
66141;a;3;8.75;1;66141-a-3
66141;a;4;7.32;2;66141-a-4
66141;m;4;10.094999999999999;2;66141-m-4
66141;m;7;6.38;1;66141-m-7
66144;a;1;11.77;1;66144-a-1
66144;a;2;11.754999999999999;8;66144-a-2
66144;a;3;10.5;13;66144-a-3
66144;a;4;10.14;1;66144-a-4
66145;a;3;8.89;1;66145-a-3
66145;a;4;5.97;1;66145-a-4
66145;m;2;12.9;2;66145-m-2
66145;m;4;10.87;1;66145-m-4
66145;m;5;8.09;2;66145-m-5
66148;a;2;11.93;4;66148-a-2
66148;a;3;10.08;2;66148-a-3
66148;a;4;9.79;1;66148-a-4
66149;a;1;13.33;1;66149-a-1
66149;a;2;9.965;8;66149-a-2
66149;a;3;8.695;12;66149-a-3
66149;a;4;8.85;1;66149-a-4
66149;m;3;8.77;1;66149-m-3
66149;m;4;7.460000000000001;2;66149-m-4
66149;m;5;8.48;1;66149-m-5
66161;a;3;8.475;2;66161-a-3
66161;a;4;8.68;1;66161-a-4
66161;m;3;11.6;1;66161-m-3
66161;m;4;4.46;1;66161-m-4
66164;a;2;12.39;8;66164-a-2
66164;a;3;9.05;5;66164-a-3
66164;a;4;9.07;2;66164-a-4
66164;a;12;12.31;1;66164-a-12
66164;m;5;10.07;1;66164-m-5
66165;a;2;17.14;1;66165-a-2
66168;m;3;6.275;2;66168-m-3
66168;m;4;11.26;1;66168-m-4
66169;m;3;8.14;1;66169-m-3
66171;a;1;18.165;8;66171-a-1
66171;a;2;12.34;26;66171-a-2
66171;a;3;11.21;15;66171-a-3
66171;a;5;12.5;1;66171-a-5
66171;m;3;16.28;1;66171-m-3
66171;m;4;13.13;3;66171-m-4
66171;m;6;12.79;1;66171-m-6
66172;a;1;13.364999999999998;4;66172-a-1
66172;a;2;12.175;34;66172-a-2
66172;a;3;10.0;18;66172-a-3
66172;a;4;8.97;3;66172-a-4
66172;m;3;10.41;1;66172-m-3
66172;m;4;9.74;1;66172-m-4
66172;m;5;10.0;2;66172-m-5
66173;m;4;11.0;1;66173-m-4
66174;a;2;10.88;1;66174-a-2
66174;a;4;7.37;1;66174-a-4
66174;m;4;9.07;1;66174-m-4
66175;a;3;8.52;1;66175-a-3
66175;a;4;9.605;2;66175-a-4
66176;m;3;8.47;1;66176-m-3
66177;a;2;10.73;1;66177-a-2
66177;a;4;9.1;1;66177-a-4
66177;m;4;10.53;1;66177-m-4
66177;m;8;8.56;1;66177-m-8
66178;a;2;9.38;1;66178-a-2
66178;a;3;7.67;1;66178-a-3
66178;a;4;7.33;1;66178-a-4
66178;m;3;10.87;1;66178-m-3
66178;m;5;8.0;1;66178-m-5
66178;m;6;9.35;1;66178-m-6
66180;a;1;14.0;1;66180-a-1
66180;a;2;11.559999999999999;18;66180-a-2
66180;a;3;10.16;10;66180-a-3
66180;a;4;8.23;1;66180-a-4
66180;m;4;10.0;1;66180-m-4
66182;a;1;14.475;2;66182-a-1
66182;a;2;18.0;1;66182-a-2
66182;a;3;9.2;3;66182-a-3
66182;a;5;8.515;2;66182-a-5
66182;m;3;11.92;1;66182-m-3
66186;a;2;11.31;1;66186-a-2
66186;a;3;11.01;2;66186-a-3
66186;a;4;9.68;1;66186-a-4
66186;m;3;8.9;1;66186-m-3
66187;m;3;6.91;1;66187-m-3
66189;a;1;14.23;4;66189-a-1
66189;a;2;10.93;3;66189-a-2
66189;a;3;16.5;1;66189-a-3
66189;m;5;9.47;3;66189-m-5
66190;a;3;5.56;2;66190-a-3
66190;m;3;11.19;1;66190-m-3
66195;a;2;11.8;3;66195-a-2
66195;a;3;9.77;7;66195-a-3
66195;a;5;6.85;1;66195-a-5
66195;m;3;13.39;1;66195-m-3
66195;m;4;10.53;1;66195-m-4
66195;m;5;10.0;1;66195-m-5
66196;a;1;17.855;2;66196-a-1
66196;a;4;6.87;1;66196-a-4
66204;m;3;10.415;2;66204-m-3
66205;m;4;7.484999999999999;2;66205-m-4
66207;m;2;8.91;1;66207-m-2
66208;a;2;11.69;7;66208-a-2
66208;a;3;10.0;5;66208-a-3
66210;a;1;13.91;5;66210-a-1
66210;a;2;9.62;1;66210-a-2
66210;a;3;9.055;10;66210-a-3
66210;m;2;9.17;1;66210-m-2
66210;m;4;2.23;1;66210-m-4
66210;m;5;8.745000000000001;2;66210-m-5
66212;a;2;9.78;1;66212-a-2
66212;a;5;4.8;1;66212-a-5
66213;a;2;11.83;1;66213-a-2
66213;a;3;8.170000000000002;2;66213-a-3
66213;a;4;6.38;1;66213-a-4
66213;m;3;9.6;1;66213-m-3
66213;m;5;8.18;2;66213-m-5
66214;a;4;7.06;1;66214-a-4
66214;m;3;9.58;1;66214-m-3
66217;a;3;7.67;1;66217-a-3
66217;m;3;8.73;1;66217-m-3
66217;m;4;9.41;1;66217-m-4
66217;m;5;8.28;1;66217-m-5
66222;a;1;17.67;1;66222-a-1
66222;a;3;8.16;1;66222-a-3
66222;m;3;9.58;1;66222-m-3
66225;m;3;12.54;1;66225-m-3
66226;a;4;8.965;2;66226-a-4
66226;m;5;6.56;1;66226-m-5
66227;a;1;11.46;1;66227-a-1
66227;a;2;11.89;1;66227-a-2
66227;a;3;10.89;1;66227-a-3
66227;a;4;13.11;1;66227-a-4
66227;m;2;11.11;1;66227-m-2
66227;m;3;11.86;1;66227-m-3
66227;m;4;10.4;3;66227-m-4
66227;m;5;9.325;2;66227-m-5
66228;a;2;8.69;1;66228-a-2
66228;m;4;12.16;1;66228-m-4
66230;a;1;15.22;1;66230-a-1
66230;a;2;9.65;1;66230-a-2
66230;m;3;8.55;3;66230-m-3
66230;m;4;8.36;1;66230-m-4
66230;m;5;8.08;1;66230-m-5
66231;m;5;8.47;1;66231-m-5
67001;a;1;19.05;2;67001-a-1
67001;a;2;13.29;3;67001-a-2
67001;a;3;11.48;1;67001-a-3
67001;m;4;12.23;1;67001-m-4
67004;a;2;8.79;1;67004-a-2
67004;a;3;8.89;1;67004-a-3
67004;a;5;6.96;1;67004-a-5
67004;m;5;10.9;1;67004-m-5
67004;m;6;8.39;1;67004-m-6
67005;m;7;6.88;1;67005-m-7
67008;a;3;8.530000000000001;2;67008-a-3
67008;a;6;7.14;1;67008-a-6
67010;a;3;9.92;1;67010-a-3
67010;m;5;9.14;1;67010-m-5
67019;m;3;7.89;1;67019-m-3
67020;m;5;6.529999999999999;2;67020-m-5
67021;a;1;12.96;1;67021-a-1
67021;a;2;11.71;5;67021-a-2
67021;a;3;10.36;2;67021-a-3
67025;a;4;6.08;1;67025-a-4
67025;m;5;9.31;1;67025-m-5
67028;a;3;10.2;7;67028-a-3
67028;m;5;8.31;1;67028-m-5
67031;a;2;10.405000000000001;2;67031-a-2
67033;a;3;9.78;1;67033-a-3
67034;a;2;11.7;1;67034-a-2
67043;a;1;16.54;13;67043-a-1
67043;a;2;13.57;36;67043-a-2
67043;a;3;10.51;24;67043-a-3
67043;a;4;10.29;3;67043-a-4
67045;a;1;15.18;1;67045-a-1
67045;a;2;13.16;3;67045-a-2
67045;a;3;9.59;1;67045-a-3
67045;a;4;9.32;1;67045-a-4
67045;a;5;6.54;1;67045-a-5
67045;m;4;6.98;2;67045-m-4
67045;m;5;8.46;1;67045-m-5
67046;a;2;10.53;5;67046-a-2
67046;a;3;11.33;4;67046-a-3
67046;a;4;7.105;4;67046-a-4
67046;m;6;5.91;1;67046-m-6
67049;a;2;10.88;1;67049-a-2
67049;m;3;7.78;1;67049-m-3
67052;a;2;13.47;5;67052-a-2
67052;a;3;7.404999999999999;2;67052-a-3
67052;a;4;9.445;2;67052-a-4
67052;a;5;6.75;1;67052-a-5
67059;a;2;8.125;2;67059-a-2
67059;a;3;8.24;2;67059-a-3
67060;a;2;9.57;1;67060-a-2
67060;a;4;8.95;1;67060-a-4
67061;a;2;11.260000000000002;2;67061-a-2
67061;a;3;6.25;1;67061-a-3
67061;m;4;4.23;1;67061-m-4
67063;a;4;7.73;1;67063-a-4
67063;m;4;7.73;1;67063-m-4
67063;m;5;6.67;1;67063-m-5
67065;a;4;8.72;1;67065-a-4
67066;a;1;10.71;1;67066-a-1
67066;a;2;8.6;5;67066-a-2
67066;a;3;8.75;9;67066-a-3
67066;m;2;8.15;1;67066-m-2
67066;m;5;7.055;2;67066-m-5
67067;a;1;14.2;3;67067-a-1
67067;a;2;12.5;19;67067-a-2
67067;a;3;11.46;34;67067-a-3
67067;a;4;10.885;6;67067-a-4
67073;a;1;10.46;1;67073-a-1
67073;a;2;10.42;1;67073-a-2
67073;a;3;10.76;1;67073-a-3
67073;m;4;8.41;1;67073-m-4
67073;m;5;7.85;1;67073-m-5
67073;m;6;8.21;1;67073-m-6
67077;m;4;5.27;2;67077-m-4
67080;a;2;10.47;1;67080-a-2
67080;a;3;10.305;4;67080-a-3
67080;a;5;8.15;1;67080-a-5
67080;m;4;8.455;2;67080-m-4
67081;a;2;12.86;1;67081-a-2
67084;a;3;7.29;1;67084-a-3
67084;m;5;9.09;1;67084-m-5
67089;a;2;10.57;2;67089-a-2
67089;a;3;9.08;1;67089-a-3
67095;a;3;6.35;1;67095-a-3
67097;a;2;11.7;1;67097-a-2
67097;a;3;10.885;2;67097-a-3
67097;a;4;9.68;1;67097-a-4
67098;a;4;8.71;1;67098-a-4
67101;a;1;12.5;3;67101-a-1
67101;a;2;8.3;4;67101-a-2
67101;a;3;9.795;2;67101-a-3
67101;a;4;10.67;3;67101-a-4
67101;m;2;10.1;2;67101-m-2
67101;m;5;9.96;1;67101-m-5
67106;a;2;13.33;5;67106-a-2
67106;a;3;8.31;5;67106-a-3
67106;a;4;8.79;1;67106-a-4
67106;m;4;6.92;1;67106-m-4
67108;a;2;12.31;3;67108-a-2
67108;a;3;11.07;1;67108-a-3
67108;a;4;10.004999999999999;2;67108-a-4
67109;a;2;9.5;1;67109-a-2
67109;a;4;9.09;1;67109-a-4
67112;a;3;9.46;3;67112-a-3
67115;a;1;9.74;1;67115-a-1
67115;a;3;10.120000000000001;2;67115-a-3
67115;m;5;8.85;1;67115-m-5
67118;a;1;16.740000000000002;2;67118-a-1
67118;a;2;12.12;10;67118-a-2
67118;a;3;11.02;12;67118-a-3
67118;a;4;9.94;3;67118-a-4
67118;m;4;12.24;1;67118-m-4
67118;m;5;13.58;1;67118-m-5
67119;a;2;12.39;1;67119-a-2
67119;a;3;10.69;2;67119-a-3
67120;a;2;11.33;1;67120-a-2
67120;m;3;10.29;1;67120-m-3
67123;a;3;8.25;1;67123-a-3
67124;a;2;12.57;2;67124-a-2
67124;a;3;13.35;1;67124-a-3
67124;a;4;12.34;2;67124-a-4
67124;m;3;11.91;2;67124-m-3
67125;a;3;8.32;1;67125-a-3
67125;m;5;4.38;1;67125-m-5
67127;a;2;10.09;1;67127-a-2
67127;a;3;10.245000000000001;4;67127-a-3
67127;a;4;8.635;2;67127-a-4
67127;m;4;10.375;2;67127-m-4
67128;a;3;10.76;4;67128-a-3
67128;a;4;10.335;2;67128-a-4
67130;a;1;14.635000000000002;2;67130-a-1
67130;a;2;11.585;8;67130-a-2
67130;a;3;9.95;10;67130-a-3
67130;a;4;9.29;1;67130-a-4
67130;m;3;10.4;2;67130-m-3
67130;m;5;8.925;2;67130-m-5
67131;a;2;13.1;5;67131-a-2
67131;a;3;10.77;7;67131-a-3
67131;a;4;10.844999999999999;4;67131-a-4
67131;m;6;9.85;1;67131-m-6
67137;a;2;13.21;1;67137-a-2
67137;a;3;11.62;3;67137-a-3
67137;a;4;11.54;2;67137-a-4
67137;m;5;10.705;2;67137-m-5
67138;a;4;6.64;1;67138-a-4
67144;a;2;11.67;3;67144-a-2
67149;a;3;8.95;1;67149-a-3
67150;a;2;10.835;2;67150-a-2
67150;a;4;9.17;4;67150-a-4
67151;a;1;12.27;1;67151-a-1
67151;a;2;10.95;3;67151-a-2
67151;a;3;10.14;3;67151-a-3
67152;a;1;42.5;1;67152-a-1
67152;a;2;10.73;1;67152-a-2
67152;a;3;10.71;8;67152-a-3
67152;a;4;9.27;3;67152-a-4
67152;m;3;9.47;1;67152-m-3
67152;m;5;10.94;1;67152-m-5
67154;a;4;9.205;2;67154-a-4
67155;a;2;12.89;1;67155-a-2
67155;a;3;11.01;2;67155-a-3
67155;m;5;7.33;1;67155-m-5
67156;a;2;12.9;1;67156-a-2
67156;m;5;8.88;1;67156-m-5
67160;m;4;7.72;1;67160-m-4
67165;a;1;11.36;1;67165-a-1
67165;a;2;7.31;1;67165-a-2
67165;a;3;7.3;1;67165-a-3
67167;a;2;9.38;1;67167-a-2
67167;a;3;10.260000000000002;4;67167-a-3
67168;m;2;11.8;1;67168-m-2
67169;a;3;10.13;4;67169-a-3
67173;a;3;10.45;1;67173-a-3
67176;a;2;11.885;2;67176-a-2
67176;a;3;11.04;1;67176-a-3
67177;a;3;8.18;1;67177-a-3
67180;a;1;15.0;25;67180-a-1
67180;a;2;12.2;73;67180-a-2
67180;a;3;10.4;75;67180-a-3
67180;a;4;9.985;22;67180-a-4
67180;a;5;10.14;3;67180-a-5
67180;m;3;10.71;1;67180-m-3
67180;m;4;10.585;4;67180-m-4
67180;m;5;8.82;1;67180-m-5
67182;a;2;11.7;1;67182-a-2
67182;a;3;9.78;1;67182-a-3
67182;a;5;12.0;1;67182-a-5
67184;a;2;14.39;1;67184-a-2
67184;a;5;9.85;1;67184-a-5
67185;m;3;7.58;1;67185-m-3
67186;a;3;6.98;1;67186-a-3
67187;a;3;7.66;2;67187-a-3
67194;a;1;14.42;1;67194-a-1
67194;a;2;10.620000000000001;2;67194-a-2
67194;a;3;10.43;1;67194-a-3
67194;a;4;7.74;2;67194-a-4
67194;m;7;5.86;1;67194-m-7
67196;m;5;8.81;1;67196-m-5
67196;m;6;5.26;1;67196-m-6
67201;a;4;4.85;1;67201-a-4
67202;a;1;21.33;1;67202-a-1
67202;a;2;9.23;1;67202-a-2
67202;a;3;9.71;1;67202-a-3
67202;a;4;10.54;1;67202-a-4
67202;a;5;9.11;1;67202-a-5
67204;a;1;15.715;16;67204-a-1
67204;a;2;13.940000000000001;36;67204-a-2
67204;a;3;12.15;21;67204-a-3
67204;a;4;12.1;5;67204-a-4
67204;a;5;10.2;1;67204-a-5
67204;m;5;11.54;1;67204-m-5
67205;a;1;11.95;1;67205-a-1
67205;a;2;16.31;1;67205-a-2
67205;a;3;8.85;3;67205-a-3
67205;a;4;9.0;1;67205-a-4
67205;a;5;9.24;1;67205-a-5
67205;m;2;13.26;1;67205-m-2
67205;m;4;11.67;1;67205-m-4
67210;a;3;12.094999999999999;2;67210-a-3
67212;a;2;13.5;4;67212-a-2
67212;a;3;10.94;5;67212-a-3
67212;a;4;11.69;5;67212-a-4
67212;a;5;9.44;1;67212-a-5
67212;m;2;14.0;1;67212-m-2
67212;m;7;10.59;2;67212-m-7
67214;a;2;13.37;1;67214-a-2
67214;a;3;11.97;1;67214-a-3
67214;a;4;10.66;2;67214-a-4
67214;m;5;8.0;1;67214-m-5
67216;a;3;10.08;1;67216-a-3
67216;a;4;6.44;1;67216-a-4
67217;a;4;6.25;1;67217-a-4
67218;a;1;17.37;31;67218-a-1
67218;a;2;13.65;53;67218-a-2
67218;a;3;11.575;32;67218-a-3
67218;a;4;9.67;13;67218-a-4
67218;a;5;9.55;4;67218-a-5
67218;a;6;13.45;1;67218-a-6
67218;m;2;17.64;1;67218-m-2
67218;m;4;14.29;1;67218-m-4
67218;m;6;11.2;2;67218-m-6
67221;a;4;7.81;1;67221-a-4
67222;a;1;12.54;1;67222-a-1
67222;a;2;7.96;3;67222-a-2
67222;a;3;11.275;2;67222-a-3
67222;a;5;6.33;3;67222-a-5
67223;a;3;9.485;2;67223-a-3
67225;a;3;7.03;1;67225-a-3
67226;a;3;9.95;1;67226-a-3
67230;a;2;11.52;1;67230-a-2
67230;a;3;10.79;2;67230-a-3
67230;m;4;9.65;1;67230-m-4
67238;a;3;8.29;1;67238-a-3
67238;m;4;9.12;1;67238-m-4
67240;a;2;12.24;1;67240-a-2
67240;a;3;8.8;2;67240-a-3
67247;a;4;9.5;1;67247-a-4
67247;a;5;8.4;1;67247-a-5
67252;a;4;9.370000000000001;2;67252-a-4
67253;a;2;8.86;1;67253-a-2
67253;a;4;7.62;1;67253-a-4
67255;a;2;9.17;1;67255-a-2
67256;a;2;14.08;10;67256-a-2
67256;a;3;11.219999999999999;4;67256-a-3
67256;a;4;9.06;1;67256-a-4
67259;a;2;9.78;1;67259-a-2
67261;a;1;16.0;1;67261-a-1
67261;a;2;10.11;2;67261-a-2
67261;a;3;8.725;12;67261-a-3
67261;a;4;7.685;2;67261-a-4
67263;a;1;14.52;1;67263-a-1
67263;a;2;9.22;1;67263-a-2
67263;a;3;7.05;3;67263-a-3
67264;a;3;10.0;1;67264-a-3
67266;a;2;9.33;1;67266-a-2
67267;a;1;16.225;10;67267-a-1
67267;a;2;13.95;63;67267-a-2
67267;a;3;11.635;56;67267-a-3
67267;a;4;10.315000000000001;4;67267-a-4
67267;a;5;9.18;1;67267-a-5
67267;m;4;12.5;2;67267-m-4
67267;m;5;10.09;1;67267-m-5
67268;a;2;13.329999999999998;4;67268-a-2
67268;a;3;11.25;5;67268-a-3
67272;m;4;9.14;1;67272-m-4
67276;a;3;7.64;3;67276-a-3
67280;a;3;6.85;1;67280-a-3
67281;a;2;11.77;3;67281-a-2
67281;a;3;9.645;2;67281-a-3
67281;a;4;7.63;3;67281-a-4
67281;a;5;7.6;1;67281-a-5
67282;a;1;13.04;1;67282-a-1
67282;a;2;11.969999999999999;8;67282-a-2
67282;a;3;10.190000000000001;6;67282-a-3
67282;a;4;11.0;4;67282-a-4
67282;a;5;7.4399999999999995;2;67282-a-5
67282;m;4;9.76;1;67282-m-4
67282;m;5;9.379999999999999;2;67282-m-5
67282;m;6;9.58;1;67282-m-6
67283;a;1;13.355;2;67283-a-1
67283;a;2;10.13;1;67283-a-2
67283;a;3;9.02;3;67283-a-3
67286;a;3;10.54;1;67286-a-3
67286;m;5;10.16;1;67286-m-5
67291;a;1;12.9;1;67291-a-1
67291;a;5;5.91;1;67291-a-5
67291;m;6;7.06;1;67291-m-6
67295;m;4;9.0;1;67295-m-4
67296;a;1;15.175;2;67296-a-1
67296;a;2;8.46;1;67296-a-2
67296;a;3;12.16;1;67296-a-3
67296;a;4;12.24;1;67296-a-4
67296;m;4;9.38;1;67296-m-4
67296;m;5;11.47;1;67296-m-5
67299;a;3;7.455;2;67299-a-3
67300;a;1;13.09;9;67300-a-1
67300;a;2;11.8;37;67300-a-2
67300;a;3;9.84;19;67300-a-3
67300;a;4;8.71;3;67300-a-4
67300;a;5;8.57;3;67300-a-5
67300;m;4;10.32;2;67300-m-4
67300;m;5;8.37;1;67300-m-5
67301;a;2;8.405;2;67301-a-2
67301;a;3;10.56;1;67301-a-3
67301;a;4;8.54;1;67301-a-4
67301;m;9;7.22;1;67301-m-9
67302;a;3;11.19;1;67302-a-3
67304;m;5;6.55;2;67304-m-5
67304;m;6;7.88;2;67304-m-6
67305;a;3;9.41;4;67305-a-3
67305;a;4;6.88;1;67305-a-4
67305;m;3;9.01;1;67305-m-3
67306;a;2;7.7;1;67306-a-2
67309;a;3;11.55;5;67309-a-3
67309;a;4;9.78;3;67309-a-4
67309;m;6;10.34;1;67309-m-6
67311;a;3;8.95;1;67311-a-3
67313;a;1;14.5;3;67313-a-1
67313;a;2;12.14;12;67313-a-2
67313;a;3;9.54;13;67313-a-3
67313;a;4;9.87;3;67313-a-4
67313;m;3;8.16;1;67313-m-3
67313;m;4;8.64;1;67313-m-4
67313;m;5;9.625;2;67313-m-5
67314;a;3;6.85;2;67314-a-3
67314;a;4;6.775;2;67314-a-4
67315;a;3;6.8100000000000005;2;67315-a-3
67321;a;2;7.23;1;67321-a-2
67322;a;2;19.57;1;67322-a-2
67322;m;4;7.22;1;67322-m-4
67324;a;1;9.61;1;67324-a-1
67324;a;2;10.845;2;67324-a-2
67324;a;3;8.0;3;67324-a-3
67325;a;3;8.56;2;67325-a-3
67326;a;2;13.725000000000001;2;67326-a-2
67326;a;3;12.07;9;67326-a-3
67326;a;4;9.52;1;67326-a-4
67327;a;2;7.73;1;67327-a-2
67327;m;4;7.0;1;67327-m-4
67329;a;2;11.67;1;67329-a-2
67330;a;2;7.27;1;67330-a-2
67335;a;3;9.33;1;67335-a-3
67339;a;4;9.629999999999999;2;67339-a-4
67339;a;5;6.88;1;67339-a-5
67340;a;1;10.0;1;67340-a-1
67342;a;3;8.36;5;67342-a-3
67342;a;4;7.28;2;67342-a-4
67342;m;3;5.81;1;67342-m-3
67343;a;1;19.68;4;67343-a-1
67343;a;2;12.83;15;67343-a-2
67343;a;3;10.59;7;67343-a-3
67343;a;4;10.985;2;67343-a-4
67345;a;2;10.87;5;67345-a-2
67345;a;3;9.754999999999999;2;67345-a-3
67345;a;4;9.09;1;67345-a-4
67345;m;4;9.67;1;67345-m-4
67348;a;1;12.88;5;67348-a-1
67348;a;2;12.735;40;67348-a-2
67348;a;3;9.879999999999999;38;67348-a-3
67348;a;4;9.555;6;67348-a-4
67348;a;5;7.45;1;67348-a-5
67348;m;5;10.405;4;67348-m-5
67348;m;8;9.74;2;67348-m-8
67350;a;2;13.33;3;67350-a-2
67350;a;3;15.56;1;67350-a-3
67350;a;5;8.26;3;67350-a-5
67350;m;2;12.2;1;67350-m-2
67350;m;7;11.43;1;67350-m-7
67351;a;3;8.96;1;67351-a-3
67355;a;3;6.62;1;67355-a-3
67358;a;4;6.46;1;67358-a-4
67364;m;5;8.87;1;67364-m-5
67364;m;6;7.09;1;67364-m-6
67365;a;1;16.13;11;67365-a-1
67365;a;2;13.475000000000001;20;67365-a-2
67365;a;3;11.77;52;67365-a-3
67365;a;4;10.88;4;67365-a-4
67365;a;5;11.47;3;67365-a-5
67365;m;4;11.91;1;67365-m-4
67371;a;1;8.625;2;67371-a-1
67371;a;4;5.0;1;67371-a-4
67372;a;2;10.905000000000001;2;67372-a-2
67372;a;3;8.29;7;67372-a-3
67372;a;4;7.4399999999999995;6;67372-a-4
67372;m;4;10.06;2;67372-m-4
67372;m;5;6.55;1;67372-m-5
67375;a;2;14.77;1;67375-a-2
67375;m;4;9.95;1;67375-m-4
67377;a;3;6.6;1;67377-a-3
67378;a;2;13.94;1;67378-a-2
67378;a;5;6.9;1;67378-a-5
67378;m;4;10.36;1;67378-m-4
67378;m;5;10.68;1;67378-m-5
67382;a;3;9.79;1;67382-a-3
67382;a;4;10.06;2;67382-a-4
67382;m;6;8.11;3;67382-m-6
67384;a;3;6.21;2;67384-a-3
67388;a;1;9.7;1;67388-a-1
67388;a;2;7.39;3;67388-a-2
67388;a;3;6.41;1;67388-a-3
67388;a;4;7.5;1;67388-a-4
67388;m;8;8.96;1;67388-m-8
67389;a;2;11.895;2;67389-a-2
67389;a;4;10.92;1;67389-a-4
67397;a;2;10.47;1;67397-a-2
67397;a;4;8.54;1;67397-a-4
67403;a;3;7.39;1;67403-a-3
67403;a;4;7.56;1;67403-a-4
67403;a;5;7.0;1;67403-a-5
67404;a;3;7.01;1;67404-a-3
67405;a;2;8.45;1;67405-a-2
67405;a;3;10.62;1;67405-a-3
67407;a;3;9.62;1;67407-a-3
67411;a;1;16.46;7;67411-a-1
67411;a;2;13.37;19;67411-a-2
67411;a;3;10.205;10;67411-a-3
67411;a;4;10.719999999999999;4;67411-a-4
67411;m;4;10.85;1;67411-m-4
67411;m;5;10.1;1;67411-m-5
67414;a;2;7.25;1;67414-a-2
67414;a;3;6.36;1;67414-a-3
67414;m;4;9.01;1;67414-m-4
67416;a;4;7.16;1;67416-a-4
67418;a;3;9.11;1;67418-a-3
67421;a;1;17.06;1;67421-a-1
67421;a;3;8.16;1;67421-a-3
67434;a;2;8.09;2;67434-a-2
67434;a;4;5.39;3;67434-a-4
67434;m;5;4.91;1;67434-m-5
67437;a;1;14.555;2;67437-a-1
67437;a;2;11.05;14;67437-a-2
67437;a;3;7.95;13;67437-a-3
67437;a;4;7.07;8;67437-a-4
67437;a;5;6.82;1;67437-a-5
67437;m;3;8.75;1;67437-m-3
67437;m;4;9.45;1;67437-m-4
67437;m;5;7.62;1;67437-m-5
67442;a;2;12.07;1;67442-a-2
67442;a;3;9.23;1;67442-a-3
67444;a;2;12.91;1;67444-a-2
67445;m;3;6.71;1;67445-m-3
67445;m;5;7.79;1;67445-m-5
67447;a;1;17.795;20;67447-a-1
67447;a;2;13.24;71;67447-a-2
67447;a;3;11.12;73;67447-a-3
67447;a;4;10.06;9;67447-a-4
67447;a;5;10.0;3;67447-a-5
67447;m;3;12.36;1;67447-m-3
67447;m;6;10.39;1;67447-m-6
67448;a;1;12.14;2;67448-a-1
67448;a;2;7.73;4;67448-a-2
67448;a;3;7.04;4;67448-a-3
67448;a;4;6.89;2;67448-a-4
67449;a;3;9.33;1;67449-a-3
67449;a;4;7.4;1;67449-a-4
67450;a;5;6.53;1;67450-a-5
67452;a;4;10.0;1;67452-a-4
67458;a;2;11.629999999999999;2;67458-a-2
67458;a;3;11.49;8;67458-a-3
67458;a;4;9.120000000000001;2;67458-a-4
67458;a;6;7.48;1;67458-a-6
67462;a;1;15.17;5;67462-a-1
67462;a;2;10.48;27;67462-a-2
67462;a;3;9.8;24;67462-a-3
67462;a;4;8.9;15;67462-a-4
67462;a;5;8.379999999999999;8;67462-a-5
67462;m;3;9.21;1;67462-m-3
67462;m;4;7.0;1;67462-m-4
67463;a;2;12.97;1;67463-a-2
67463;m;4;7.2;1;67463-m-4
67464;m;5;6.54;2;67464-m-5
67465;a;3;9.43;1;67465-a-3
67468;a;2;9.22;1;67468-a-2
67470;a;3;7.69;1;67470-a-3
67471;a;1;17.66;1;67471-a-1
67471;a;2;14.265;18;67471-a-2
67471;a;3;11.465;18;67471-a-3
67471;a;4;10.475;8;67471-a-4
67472;a;2;11.98;1;67472-a-2
67472;a;3;9.23;1;67472-a-3
67473;a;4;8.91;1;67473-a-4
67474;a;3;8.43;1;67474-a-3
67476;a;3;10.61;1;67476-a-3
67477;a;2;9.5;2;67477-a-2
67478;a;5;5.73;1;67478-a-5
67480;m;7;7.75;1;67480-m-7
67481;a;3;10.85;3;67481-a-3
67482;a;1;19.895;576;67482-a-1
67482;a;2;14.35;671;67482-a-2
67482;a;3;12.125;516;67482-a-3
67482;a;4;11.415;170;67482-a-4
67482;a;5;11.14;39;67482-a-5
67482;a;6;11.34;10;67482-a-6
67482;a;7;10.54;2;67482-a-7
67482;a;8;7.325;2;67482-a-8
67482;d;1;28.235;2;67482-d-1
67482;l;1;23.215;2;67482-l-1
67482;l;6;3.95;1;67482-l-6
67482;m;2;18.11;1;67482-m-2
67482;m;3;10.77;1;67482-m-3
67482;m;4;22.46;3;67482-m-4
67482;m;5;11.4;3;67482-m-5
67485;m;6;9.33;2;67485-m-6
67486;a;2;11.94;1;67486-a-2
67486;a;3;10.15;1;67486-a-3
67492;a;1;13.12;3;67492-a-1
67492;a;3;9.02;3;67492-a-3
67492;a;4;7.93;2;67492-a-4
67492;m;5;7.92;1;67492-m-5
67495;a;2;11.965;4;67495-a-2
67495;a;3;10.754999999999999;6;67495-a-3
67495;a;4;9.45;5;67495-a-4
