INSEE_COM;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle2
62563;a;3;9.6;2;62563-a-3
62570;m;3;7.5;1;62570-m-3
62571;a;2;12.29;1;62571-a-2
62571;a;3;12.684999999999999;2;62571-a-3
62571;m;4;10.97;1;62571-m-4
62572;m;6;6.11;1;62572-m-6
62587;a;2;10.3;6;62587-a-2
62587;m;4;9.6;1;62587-m-4
62588;a;1;10.97;1;62588-a-1
62590;m;3;7.97;1;62590-m-3
62595;m;4;7.2;1;62595-m-4
62604;a;2;10.85;1;62604-a-2
62604;m;4;7.65;3;62604-m-4
62606;m;6;8.76;1;62606-m-6
62617;a;1;9.895;4;62617-a-1
62617;a;2;12.01;14;62617-a-2
62617;a;3;10.52;3;62617-a-3
62617;m;2;9.715;2;62617-m-2
62624;a;5;9.41;1;62624-a-5
62628;a;2;10.86;1;62628-a-2
62637;a;2;11.285;4;62637-a-2
62637;a;3;9.35;3;62637-a-3
62643;a;2;9.125;2;62643-a-2
62643;a;3;8.27;2;62643-a-3
62643;m;3;8.87;1;62643-m-3
62643;m;4;8.89;1;62643-m-4
62643;m;5;5.51;1;62643-m-5
62645;m;4;7.390000000000001;4;62645-m-4
62657;m;3;7.05;1;62657-m-3
62657;m;4;8.76;1;62657-m-4
62667;a;2;10.265;2;62667-a-2
62667;a;3;8.77;4;62667-a-3
62667;a;4;8.215;2;62667-a-4
62667;a;5;6.109999999999999;2;62667-a-5
62667;m;4;9.33;1;62667-m-4
62678;m;3;5.46;1;62678-m-3
62688;m;4;8.05;1;62688-m-4
62704;m;3;7.68;1;62704-m-3
62706;a;2;15.12;1;62706-a-2
62706;l;2;10.81;1;62706-l-2
62706;m;2;10.81;1;62706-m-2
62716;m;4;10.14;1;62716-m-4
62727;a;2;12.16;1;62727-a-2
62727;m;4;6.9;1;62727-m-4
62728;a;4;10.0;1;62728-a-4
62728;a;5;10.0;2;62728-a-5
62737;a;2;9.5;8;62737-a-2
62737;a;3;7.53;2;62737-a-3
62737;m;2;9.92;3;62737-m-2
62737;m;3;8.96;3;62737-m-3
62737;m;4;8.49;1;62737-m-4
62738;m;5;7.92;1;62738-m-5
62742;m;9;5.96;1;62742-m-9
62743;m;4;7.69;1;62743-m-4
62744;a;2;11.13;1;62744-a-2
62744;m;7;7.6;1;62744-m-7
62748;a;2;10.0;1;62748-a-2
62749;m;2;13.64;1;62749-m-2
62749;m;3;13.11;1;62749-m-3
62749;m;7;2.88;1;62749-m-7
62751;m;5;9.24;1;62751-m-5
62752;a;5;8.75;1;62752-a-5
62753;a;1;14.52;1;62753-a-1
62753;a;2;11.025;2;62753-a-2
62753;m;5;8.75;1;62753-m-5
62754;m;3;5.84;1;62754-m-3
62754;m;6;5.85;1;62754-m-6
62755;m;3;11.5;1;62755-m-3
62756;m;5;6.48;1;62756-m-5
62757;a;2;10.93;4;62757-a-2
62757;a;3;6.0;1;62757-a-3
62757;a;5;5.53;1;62757-a-5
62758;a;1;11.5;3;62758-a-1
62758;a;2;10.83;14;62758-a-2
62758;a;3;9.57;11;62758-a-3
62758;a;4;7.74;3;62758-a-4
62758;a;7;7.67;1;62758-a-7
62764;a;2;10.37;1;62764-a-2
62764;a;3;9.74;1;62764-a-3
62764;a;4;8.74;11;62764-a-4
62764;m;3;6.845000000000001;2;62764-m-3
62764;m;4;7.62;1;62764-m-4
62764;m;6;9.55;1;62764-m-6
62765;a;1;13.43;17;62765-a-1
62765;a;2;10.53;41;62765-a-2
62765;a;3;7.86;27;62765-a-3
62765;a;4;6.82;9;62765-a-4
62765;a;5;5.17;1;62765-a-5
62765;m;4;7.32;5;62765-m-4
62765;m;5;5.28;2;62765-m-5
62767;a;1;9.395;4;62767-a-1
62767;a;2;9.8;8;62767-a-2
62767;a;3;7.654999999999999;4;62767-a-3
62767;a;4;7.8;1;62767-a-4
62767;m;2;7.92;1;62767-m-2
62767;m;4;6.244999999999999;2;62767-m-4
62771;a;2;10.855;4;62771-a-2
62771;m;3;8.57;1;62771-m-3
62773;m;3;6.32;1;62773-m-3
62773;m;4;8.89;1;62773-m-4
62774;a;1;21.2;1;62774-a-1
62774;a;2;11.94;1;62774-a-2
62774;a;3;10.0;1;62774-a-3
62774;m;4;11.76;1;62774-m-4
62777;m;8;6.77;1;62777-m-8
62784;m;4;6.47;1;62784-m-4
62793;m;4;8.21;1;62793-m-4
62817;m;4;8.28;1;62817-m-4
62820;a;3;7.69;1;62820-a-3
62820;m;3;8.45;1;62820-m-3
62820;m;5;6.84;1;62820-m-5
62820;m;6;4.78;1;62820-m-6
62826;a;1;18.8;7;62826-a-1
62826;a;2;18.814999999999998;4;62826-a-2
62826;a;3;23.61;3;62826-a-3
62841;m;4;7.87;1;62841-m-4
62841;m;5;9.38;2;62841-m-5
62842;a;2;10.6;5;62842-a-2
62842;a;3;10.365;2;62842-a-3
62847;a;2;10.27;1;62847-a-2
62848;a;2;10.775;4;62848-a-2
62848;a;3;10.045;2;62848-a-3
62848;m;4;7.33;1;62848-m-4
62851;a;2;11.76;3;62851-a-2
62865;a;2;9.225000000000001;4;62865-a-2
62893;a;1;15.38;3;62893-a-1
62893;a;2;11.64;16;62893-a-2
62893;a;3;10.825;6;62893-a-3
62893;a;4;12.06;1;62893-a-4
62893;m;3;10.0;2;62893-m-3
62893;m;6;8.145;2;62893-m-6
62894;a;3;10.81;1;62894-a-3
62894;m;3;9.5;1;62894-m-3
62895;a;1;10.51;1;62895-a-1
62895;a;2;10.3;6;62895-a-2
62902;m;3;7.33;1;62902-m-3
62902;m;4;5.98;2;62902-m-4
62902;m;5;6.0;1;62902-m-5
62904;m;4;8.04;1;62904-m-4
62907;m;5;8.17;1;62907-m-5
62908;m;4;11.0;1;62908-m-4
63001;a;2;9.52;1;63001-a-2
63001;a;3;10.0;3;63001-a-3
63001;m;3;7.1;1;63001-m-3
63003;a;1;14.92;2;63003-a-1
63003;a;7;5.5;1;63003-a-7
63005;m;5;4.97;1;63005-m-5
63013;m;4;8.82;1;63013-m-4
63014;a;1;16.595;28;63014-a-1
63014;a;2;11.91;21;63014-a-2
63014;a;3;9.73;5;63014-a-3
63014;a;4;9.06;9;63014-a-4
63014;a;5;7.59;1;63014-a-5
63014;m;3;10.08;2;63014-m-3
63014;m;4;10.39;2;63014-m-4
63014;m;5;10.33;3;63014-m-5
63014;m;6;7.78;1;63014-m-6
63014;m;7;6.58;1;63014-m-7
63019;a;3;10.075;2;63019-a-3
63019;m;3;9.46;1;63019-m-3
63019;m;6;8.8;1;63019-m-6
63022;a;2;7.33;1;63022-a-2
63022;a;4;4.5;1;63022-a-4
63022;m;5;8.0;1;63022-m-5
63032;a;1;13.475;8;63032-a-1
63032;a;2;12.135000000000002;32;63032-a-2
63032;a;3;10.4;17;63032-a-3
63032;a;4;9.45;8;63032-a-4
63032;a;5;7.6;1;63032-a-5
63032;a;6;6.86;1;63032-a-6
63032;m;3;9.66;1;63032-m-3
63032;m;4;10.0;3;63032-m-4
63032;m;5;9.3;2;63032-m-5
63032;m;6;8.93;2;63032-m-6
63040;a;1;12.629999999999999;2;63040-a-1
63040;a;2;13.75;1;63040-a-2
63040;a;3;8.155;2;63040-a-3
63040;a;4;6.975;2;63040-a-4
63040;a;6;6.3;1;63040-a-6
63040;m;3;8.395;2;63040-m-3
63040;m;4;5.38;1;63040-m-4
63040;m;6;7.59;1;63040-m-6
63042;a;2;11.96;2;63042-a-2
63042;a;3;8.66;1;63042-a-3
63042;m;2;6.54;2;63042-m-2
63042;m;4;8.274999999999999;2;63042-m-4
63042;m;5;6.9;2;63042-m-5
63042;m;6;7.41;2;63042-m-6
63042;m;8;5.62;1;63042-m-8
63050;a;1;12.4;1;63050-a-1
63052;a;3;8.69;1;63052-a-3
63052;m;2;5.49;1;63052-m-2
63054;m;5;4.88;1;63054-m-5
63055;a;3;8.415;4;63055-a-3
63063;a;2;11.58;3;63063-a-2
63063;a;3;7.23;1;63063-a-3
63063;a;4;9.03;1;63063-a-4
63063;a;5;5.31;1;63063-a-5
63063;a;6;6.0;1;63063-a-6
63063;m;4;6.5;1;63063-m-4
63063;m;5;6.86;3;63063-m-5
63066;a;4;4.14;1;63066-a-4
63069;m;3;10.0;1;63069-m-3
63069;m;5;9.495;2;63069-m-5
63069;m;6;8.33;1;63069-m-6
63070;a;2;11.54;1;63070-a-2
63070;a;3;8.64;2;63070-a-3
63070;m;4;9.51;1;63070-m-4
63070;m;5;8.55;1;63070-m-5
63075;a;1;15.22;41;63075-a-1
63075;a;2;12.08;63;63075-a-2
63075;a;3;10.15;75;63075-a-3
63075;a;4;9.364999999999998;24;63075-a-4
63075;a;5;7.565;2;63075-a-5
63075;a;6;10.3;1;63075-a-6
63075;m;1;12.08;1;63075-m-1
63075;m;7;8.36;1;63075-m-7
63080;a;3;8.9;3;63080-a-3
63080;m;3;8.0;1;63080-m-3
63080;m;8;4.73;1;63080-m-8
63084;a;3;9.575;2;63084-a-3
63084;m;3;11.67;1;63084-m-3
63089;m;6;8.19;1;63089-m-6
63091;m;3;6.64;1;63091-m-3
63092;a;2;7.89;1;63092-a-2
63092;m;5;5.2;1;63092-m-5
63099;a;1;11.11;1;63099-a-1
63099;a;3;10.0;1;63099-a-3
63099;m;3;7.7;1;63099-m-3
63099;m;5;5.99;1;63099-m-5
63099;m;6;11.82;1;63099-m-6
63103;a;1;15.85;2;63103-a-1
63103;a;2;17.2;3;63103-a-2
63103;a;4;6.8;1;63103-a-4
63103;m;3;7.61;2;63103-m-3
63103;m;4;7.81;1;63103-m-4
63103;m;5;7.22;1;63103-m-5
63106;a;1;12.11;1;63106-a-1
63106;m;3;7.42;1;63106-m-3
63109;m;4;8.48;1;63109-m-4
63111;m;4;6.99;1;63111-m-4
63113;a;1;16.52;435;63113-a-1
63113;a;2;12.655000000000001;618;63113-a-2
63113;a;3;10.45;373;63113-a-3
63113;a;4;9.4;123;63113-a-4
63113;a;5;8.9;36;63113-a-5
63113;a;6;9.63;3;63113-a-6
63113;a;7;8.29;5;63113-a-7
63113;d;1;22.2;1;63113-d-1
63113;m;2;16.25;1;63113-m-2
63113;m;3;10.5;5;63113-m-3
63113;m;4;9.41;13;63113-m-4
63113;m;5;8.645;12;63113-m-5
63113;m;6;10.26;5;63113-m-6
63113;m;7;9.22;1;63113-m-7
63113;m;9;10.91;1;63113-m-9
63116;m;6;5.08;1;63116-m-6
63121;a;3;8.095;2;63121-a-3
63124;a;2;12.2;7;63124-a-2
63124;a;3;9.99;18;63124-a-3
63124;a;4;10.47;1;63124-a-4
63124;m;3;6.71;1;63124-m-3
63124;m;4;10.23;1;63124-m-4
63124;m;5;8.27;8;63124-m-5
63125;a;2;10.97;1;63125-a-2
63126;m;4;9.64;1;63126-m-4
63126;m;6;9.62;1;63126-m-6
63141;a;2;12.66;1;63141-a-2
63143;a;3;7.69;1;63143-a-3
63148;a;2;9.49;3;63148-a-2
63148;a;3;11.42;2;63148-a-3
63148;m;5;7.05;2;63148-m-5
63150;a;1;9.6;1;63150-a-1
63150;m;3;8.274999999999999;4;63150-m-3
63160;a;1;11.52;1;63160-a-1
63163;m;5;6.035;2;63163-m-5
63164;a;1;12.33;3;63164-a-1
63164;a;2;11.04;9;63164-a-2
63164;a;3;10.24;9;63164-a-3
63164;a;4;9.61;1;63164-a-4
63164;m;3;7.47;1;63164-m-3
63164;m;5;7.92;1;63164-m-5
63165;a;3;8.82;1;63165-a-3
63167;m;1;15.0;1;63167-m-1
63167;m;3;6.83;3;63167-m-3
63175;a;4;4.7;1;63175-a-4
63178;a;1;12.79;12;63178-a-1
63178;a;2;10.59;21;63178-a-2
63178;a;3;9.04;21;63178-a-3
63178;a;4;6.76;3;63178-a-4
63178;a;5;5.32;1;63178-a-5
63178;m;3;5.08;4;63178-m-3
63178;m;4;7.26;2;63178-m-4
63178;m;5;8.28;3;63178-m-5
63178;m;10;6.18;1;63178-m-10
63181;a;3;11.06;2;63181-a-3
63181;a;4;8.2;2;63181-a-4
63188;m;3;6.4;1;63188-m-3
63193;a;1;14.28;1;63193-a-1
63193;a;2;12.075;6;63193-a-2
63193;a;3;8.995000000000001;4;63193-a-3
63193;a;4;9.12;2;63193-a-4
63193;m;3;7.565;2;63193-m-3
63193;m;4;8.635;2;63193-m-4
63193;m;6;8.68;1;63193-m-6
63195;a;3;7.57;3;63195-a-3
63195;m;3;8.21;1;63195-m-3
63195;m;4;8.16;1;63195-m-4
63195;m;5;7.98;5;63195-m-5
63199;m;4;9.44;1;63199-m-4
63200;a;3;7.62;1;63200-a-3
63203;a;5;6.53;1;63203-a-5
63204;m;4;7.890000000000001;2;63204-m-4
63207;m;4;7.22;1;63207-m-4
63207;m;6;5.62;1;63207-m-6
63210;a;4;8.365;2;63210-a-4
63213;m;5;7.67;1;63213-m-5
63214;a;2;12.51;2;63214-a-2
63214;a;3;8.25;3;63214-a-3
63214;a;4;8.7;1;63214-a-4
63214;m;2;13.94;1;63214-m-2
63214;m;3;11.1;2;63214-m-3
63214;m;7;10.29;1;63214-m-7
63215;m;2;12.47;2;63215-m-2
63222;m;3;9.2;1;63222-m-3
63224;a;1;21.43;1;63224-a-1
63226;a;3;6.94;1;63226-a-3
63226;m;7;7.09;1;63226-m-7
63229;m;4;6.41;1;63229-m-4
63229;m;5;9.2;1;63229-m-5
63231;a;1;8.0;1;63231-a-1
63234;a;2;9.69;1;63234-a-2
63234;a;3;7.62;1;63234-a-3
63241;a;2;12.05;1;63241-a-2
63245;a;3;8.97;1;63245-a-3
63250;m;4;8.37;1;63250-m-4
63253;a;4;7.06;1;63253-a-4
63254;a;3;8.98;1;63254-a-3
63254;a;4;7.0;1;63254-a-4
63258;m;3;6.33;1;63258-m-3
63262;m;4;11.83;1;63262-m-4
63263;a;3;8.02;1;63263-a-3
63272;a;2;12.445;2;63272-a-2
63272;a;3;11.23;1;63272-a-3
63272;a;4;7.37;1;63272-a-4
63272;m;6;7.47;3;63272-m-6
63272;m;7;6.38;1;63272-m-7
63275;a;3;6.75;1;63275-a-3
63276;a;2;11.0;2;63276-a-2
63276;a;3;9.705;2;63276-a-3
63276;m;3;9.09;1;63276-m-3
63280;m;5;7.21;1;63280-m-5
63283;a;3;7.035;2;63283-a-3
63283;a;4;5.17;2;63283-a-4
63284;a;1;8.77;1;63284-a-1
63284;a;2;10.215;6;63284-a-2
63284;a;3;10.3;3;63284-a-3
63284;a;4;8.06;1;63284-a-4
63284;m;2;11.88;1;63284-m-2
63284;m;3;6.82;1;63284-m-3
63284;m;4;8.05;1;63284-m-4
63284;m;5;4.17;1;63284-m-5
63285;a;3;7.95;1;63285-a-3
63288;m;5;6.72;1;63288-m-5
63291;a;4;6.78;1;63291-a-4
63300;a;1;15.0;6;63300-a-1
63300;a;2;9.39;19;63300-a-2
63300;a;3;8.11;16;63300-a-3
63300;a;4;8.19;11;63300-a-4
63300;a;5;6.26;1;63300-a-5
63300;a;6;5.085;4;63300-a-6
63300;m;4;9.59;2;63300-m-4
63300;m;6;4.43;3;63300-m-6
63302;m;5;6.855;2;63302-m-5
63307;a;2;12.5;1;63307-a-2
63307;a;3;10.715;6;63307-a-3
63307;a;4;9.38;3;63307-a-4
63307;m;4;7.05;3;63307-m-4
63307;m;5;8.5;1;63307-m-5
63307;m;6;7.93;1;63307-m-6
63308;a;1;18.18;1;63308-a-1
63308;a;2;12.335;8;63308-a-2
63308;a;3;10.9;5;63308-a-3
63308;a;4;10.95;3;63308-a-4
63308;m;3;9.32;1;63308-m-3
63315;a;2;7.86;1;63315-a-2
63315;a;3;9.58;3;63315-a-3
63315;m;4;8.52;3;63315-m-4
63317;m;5;9.44;1;63317-m-5
63321;m;3;5.0;1;63321-m-3
63338;m;4;5.07;1;63338-m-4
63345;m;4;6.41;1;63345-m-4
63347;m;5;5.63;1;63347-m-5
63354;m;3;6.02;1;63354-m-3
63356;a;4;9.26;1;63356-a-4
63372;m;3;10.25;1;63372-m-3
63378;m;6;4.97;1;63378-m-6
63380;m;10;2.79;1;63380-m-10
63395;a;3;9.16;2;63395-a-3
63396;m;3;8.93;1;63396-m-3
63396;m;5;7.81;1;63396-m-5
63404;a;2;12.73;1;63404-a-2
63404;m;3;8.83;1;63404-m-3
63404;m;4;6.35;1;63404-m-4
63405;m;5;4.33;1;63405-m-5
63411;m;2;10.26;1;63411-m-2
63411;m;4;6.5;1;63411-m-4
63413;m;3;6.34;1;63413-m-3
63415;a;4;6.07;1;63415-a-4
63415;m;4;6.45;1;63415-m-4
63417;a;2;13.79;1;63417-a-2
63417;a;3;9.35;1;63417-a-3
63420;m;4;8.25;2;63420-m-4
63420;m;5;9.09;2;63420-m-5
63430;a;2;7.07;8;63430-a-2
63430;a;3;7.415;4;63430-a-3
63430;a;4;6.4350000000000005;4;63430-a-4
63432;m;5;5.93;1;63432-m-5
63451;a;4;7.21;1;63451-a-4
63453;a;1;9.06;1;63453-a-1
63453;m;3;9.35;1;63453-m-3
63453;m;4;10.0;1;63453-m-4
63455;a;2;8.5;1;63455-a-2
63455;a;3;8.82;3;63455-a-3
63455;m;4;8.875;2;63455-m-4
63455;m;6;7.8;1;63455-m-6
63457;a;1;16.39;1;63457-a-1
63457;a;2;8.780000000000001;2;63457-a-2
63457;a;3;7.94;1;63457-a-3
63457;m;3;7.26;2;63457-m-3
63457;m;4;8.935;2;63457-m-4
63458;m;3;8.75;1;63458-m-3
63470;a;2;7.9;2;63470-a-2
63470;a;3;7.575;2;63470-a-3
63470;a;4;13.0;1;63470-a-4
63470;m;2;11.065;2;63470-m-2
63470;m;3;6.81;1;63470-m-3
63470;m;4;6.71;2;63470-m-4
63470;m;5;5.18;4;63470-m-5
64398;m;4;7.8;1;64398-m-4
65020;a;4;5.62;1;65020-a-4
65031;a;2;5.41;1;65031-a-2
65031;a;5;4.78;1;65031-a-5
65047;a;2;10.91;3;65047-a-2
65047;a;3;8.57;7;65047-a-3
65047;a;4;8.41;1;65047-a-4
65047;m;4;8.43;1;65047-m-4
65047;m;5;8.76;1;65047-m-5
65051;m;4;4.11;1;65051-m-4
65059;a;1;12.895;2;65059-a-1
65059;a;2;9.510000000000002;12;65059-a-2
65059;a;3;8.27;7;65059-a-3
65059;a;4;6.405;2;65059-a-4
65059;m;2;10.0;1;65059-m-2
65059;m;3;9.21;1;65059-m-3
65059;m;4;10.0;1;65059-m-4
65059;m;5;6.14;1;65059-m-5
65059;m;7;5.21;1;65059-m-7
65069;m;4;8.115;2;65069-m-4
65072;a;2;9.38;1;65072-a-2
65100;a;3;9.08;1;65100-a-3
65100;m;4;7.22;1;65100-m-4
65108;a;2;9.52;1;65108-a-2
65108;m;3;7.705;2;65108-m-3
65113;m;4;7.69;1;65113-m-4
65127;a;1;14.07;2;65127-a-1
65127;m;4;7.99;2;65127-m-4
65129;a;3;6.0;1;65129-a-3
65159;m;4;8.52;1;65159-m-4
65183;m;4;4.8;1;65183-m-4
65189;m;5;4.8;1;65189-m-5
65191;a;3;8.0;1;65191-a-3
65206;m;4;6.9;1;65206-m-4
65226;a;1;10.62;5;65226-a-1
65226;a;3;9.22;1;65226-a-3
65235;a;1;8.54;1;65235-a-1
65240;m;4;5.67;1;65240-m-4
65251;m;4;9.045;2;65251-m-4
65251;m;5;7.28;1;65251-m-5
65258;a;1;10.0;5;65258-a-1
65258;a;2;9.42;9;65258-a-2
65258;a;3;7.29;13;65258-a-3
65258;a;4;5.725;2;65258-a-4
65258;a;5;7.69;1;65258-a-5
65258;m;4;8.08;1;65258-m-4
65258;m;5;6.73;3;65258-m-5
65265;a;3;10.28;1;65265-a-3
65265;m;5;6.44;1;65265-m-5
65287;a;5;5.58;1;65287-a-5
65287;m;4;7.23;1;65287-m-4
65303;a;4;5.85;1;65303-a-4
65303;m;4;8.84;1;65303-m-4
65304;m;4;8.24;1;65304-m-4
65306;m;4;4.65;1;65306-m-4
65313;m;5;8.04;1;65313-m-5
65313;m;6;7.01;1;65313-m-6
65313;m;7;6.16;1;65313-m-7
65331;a;2;15.0;1;65331-a-2
65335;m;3;6.5;1;65335-m-3
65340;a;4;6.93;1;65340-a-4
65350;m;5;7.42;1;65350-m-5
65370;a;3;6.69;1;65370-a-3
65376;m;4;7.45;1;65376-m-4
65388;a;1;13.79;1;65388-a-1
65408;m;5;7.69;1;65408-m-5
65417;a;2;10.53;1;65417-a-2
65417;a;3;6.615;2;65417-a-3
65417;a;5;5.61;1;65417-a-5
65417;m;4;5.38;1;65417-m-4
65417;m;6;6.41;1;65417-m-6
65429;m;7;4.17;1;65429-m-7
65433;m;4;6.25;1;65433-m-4
65440;a;1;12.8;88;65440-a-1
65440;a;2;9.795;130;65440-a-2
65440;a;3;8.235;90;65440-a-3
65440;a;4;7.39;29;65440-a-4
65440;a;5;7.77;5;65440-a-5
65440;l;3;6.64;1;65440-l-3
65440;m;2;7.98;3;65440-m-2
65440;m;3;8.005;4;65440-m-3
65440;m;4;8.3;5;65440-m-4
65440;m;5;7.56;7;65440-m-5
65440;m;6;5.83;2;65440-m-6
65447;a;4;7.0;1;65447-a-4
65447;m;4;6.54;1;65447-m-4
65448;m;3;8.51;1;65448-m-3
65451;m;4;6.25;1;65451-m-4
65452;a;1;10.0;1;65452-a-1
65452;a;3;7.0;1;65452-a-3
65452;m;2;5.82;1;65452-m-2
65455;m;4;6.48;1;65455-m-4
65460;a;1;12.73;1;65460-a-1
65460;a;2;9.12;11;65460-a-2
65460;a;3;6.84;5;65460-a-3
65460;m;4;7.78;1;65460-m-4
66002;a;2;14.325;2;66002-a-2
66002;m;3;13.95;1;66002-m-3
66002;m;4;8.68;2;66002-m-4
66003;a;1;13.655000000000001;4;66003-a-1
66003;a;3;7.79;2;66003-a-3
66003;m;6;13.45;1;66003-m-6
66004;a;2;11.11;1;66004-a-2
66004;a;3;12.0;1;66004-a-3
66008;a;1;18.43;4;66008-a-1
66008;a;2;12.565000000000001;28;66008-a-2
66008;a;3;11.68;36;66008-a-3
66008;a;4;10.265;4;66008-a-4
66008;a;5;10.0;3;66008-a-5
66008;a;6;7.86;1;66008-a-6
66008;m;4;11.105;2;66008-m-4
66009;a;2;10.0;1;66009-a-2
66009;a;3;9.45;1;66009-a-3
66011;a;2;11.725000000000001;6;66011-a-2
66011;a;3;10.0;1;66011-a-3
66011;a;4;7.59;2;66011-a-4
66011;a;5;5.54;1;66011-a-5
66011;m;2;10.71;1;66011-m-2
66011;m;3;9.47;3;66011-m-3
66011;m;4;8.0;1;66011-m-4
66012;a;2;12.31;3;66012-a-2
66012;m;4;11.225;2;66012-m-4
66014;a;1;13.93;1;66014-a-1
66014;a;2;13.04;1;66014-a-2
66014;a;3;9.265;2;66014-a-3
66014;m;3;8.57;2;66014-m-3
66015;a;4;8.86;1;66015-a-4
66015;m;3;10.0;1;66015-m-3
66016;a;1;21.25;1;66016-a-1
66016;a;2;9.12;3;66016-a-2
66016;a;3;12.14;1;66016-a-3
66016;m;3;8.56;2;66016-m-3
66017;a;1;15.0;11;66017-a-1
66017;a;2;15.89;12;66017-a-2
66017;a;3;11.21;1;66017-a-3
66017;m;2;15.62;1;66017-m-2
66017;m;3;18.595;2;66017-m-3
66017;m;4;12.35;1;66017-m-4
66019;m;7;5.31;1;66019-m-7
66020;a;1;13.5;1;66020-a-1
66021;a;1;11.74;3;66021-a-1
66021;a;2;11.03;3;66021-a-2
66021;m;3;8.25;1;66021-m-3
66023;m;2;7.805;2;66023-m-2
66024;a;1;10.0;3;66024-a-1
66024;a;2;11.43;13;66024-a-2
66024;a;4;12.0;1;66024-a-4
66024;a;5;6.67;1;66024-a-5
66024;m;2;10.895;2;66024-m-2
66024;m;3;9.64;2;66024-m-3
66024;m;4;10.95;3;66024-m-4
66026;a;2;10.0;1;66026-a-2
66026;a;4;6.74;1;66026-a-4
66028;a;2;10.59;3;66028-a-2
66028;a;3;10.83;3;66028-a-3
66028;a;4;10.14;1;66028-a-4
66028;m;2;13.75;1;66028-m-2
66028;m;3;11.035;4;66028-m-3
66028;m;4;12.08;1;66028-m-4
66037;a;1;15.35;40;66037-a-1
66037;a;2;14.21;74;66037-a-2
66037;a;3;11.78;28;66037-a-3
66037;a;4;11.24;6;66037-a-4
66037;a;5;8.89;3;66037-a-5
66037;m;1;22.19;1;66037-m-1
66037;m;2;13.375;2;66037-m-2
66037;m;3;12.555;6;66037-m-3
66037;m;4;13.32;2;66037-m-4
66038;a;2;11.41;1;66038-a-2
66038;a;3;10.33;3;66038-a-3
66038;a;4;9.68;1;66038-a-4
66038;m;2;8.7;1;66038-m-2
66038;m;3;8.68;1;66038-m-3
66038;m;4;11.0;1;66038-m-4
66038;m;5;8.05;1;66038-m-5
66038;m;6;8.47;1;66038-m-6
66042;m;4;9.2;1;66042-m-4
66045;a;3;5.07;1;66045-a-3
66045;m;4;7.85;1;66045-m-4
66049;a;2;13.06;7;66049-a-2
66049;a;3;9.525;10;66049-a-3
66049;a;4;7.995;4;66049-a-4
66049;a;5;7.36;1;66049-a-5
66049;m;4;7.475;2;66049-m-4
66049;m;5;8.85;3;66049-m-5
66049;m;6;6.31;1;66049-m-6
66050;a;3;10.93;1;66050-a-3
66050;m;5;4.97;1;66050-m-5
66053;m;5;9.72;1;66053-m-5
66055;a;3;8.03;1;66055-a-3
66055;m;5;7.325;2;66055-m-5
66058;m;5;4.77;1;66058-m-5
66059;a;2;11.385;6;66059-a-2
66059;a;3;10.05;5;66059-a-3
66059;m;3;6.78;1;66059-m-3
66059;m;4;8.24;1;66059-m-4
66065;a;1;13.535;2;66065-a-1
66065;a;2;12.305;18;66065-a-2
66065;a;3;10.105;6;66065-a-3
66065;a;4;9.915;2;66065-a-4
66065;m;2;12.33;1;66065-m-2
66065;m;3;7.13;1;66065-m-3
66065;m;4;10.34;1;66065-m-4
66065;m;5;8.95;3;66065-m-5
66069;a;1;14.25;1;66069-a-1
66069;a;2;13.89;6;66069-a-2
66069;a;3;10.09;2;66069-a-3
66069;m;3;8.125;2;66069-m-3
66069;m;4;10.06;3;66069-m-4
66069;m;5;7.5;1;66069-m-5
66074;a;2;10.05;1;66074-a-2
66079;m;3;5.84;1;66079-m-3
66084;m;3;9.58;1;66084-m-3
66084;m;4;14.11;1;66084-m-4
66084;m;5;8.98;1;66084-m-5
66088;a;1;9.71;1;66088-a-1
66088;a;3;9.15;3;66088-a-3
66088;m;5;9.51;1;66088-m-5
66094;a;2;13.47;3;66094-a-2
66094;a;3;9.075;2;66094-a-3
66094;a;5;7.69;1;66094-a-5
66094;m;2;9.5;1;66094-m-2
66094;m;3;10.41;2;66094-m-3
66094;m;4;9.86;2;66094-m-4
66096;a;3;8.81;1;66096-a-3
66103;m;4;7.68;1;66103-m-4
66104;m;4;8.57;2;66104-m-4
66106;a;1;14.0;1;66106-a-1
66106;a;2;9.75;1;66106-a-2
66106;m;3;10.0;1;66106-m-3
66106;m;4;7.13;2;66106-m-4
66106;m;5;8.23;1;66106-m-5
66108;a;2;9.5;1;66108-a-2
66108;a;3;6.27;1;66108-a-3
66108;m;4;8.82;1;66108-m-4
66111;a;3;5.3;1;66111-a-3
66114;m;5;8.75;1;66114-m-5
66115;m;5;7.0;1;66115-m-5
66121;a;2;6.69;1;66121-a-2
66121;a;4;15.28;1;66121-a-4
66121;a;5;6.71;1;66121-a-5
66121;m;4;9.254999999999999;2;66121-m-4
66124;a;1;13.51;2;66124-a-1
66124;a;4;10.0;1;66124-a-4
66125;m;3;10.73;1;66125-m-3
66129;m;3;7.22;1;66129-m-3
66133;a;2;11.75;1;66133-a-2
66133;a;3;10.0;1;66133-a-3
66133;m;3;10.0;1;66133-m-3
66136;a;1;15.0;130;66136-a-1
66136;a;2;11.63;361;66136-a-2
66136;a;3;9.53;302;66136-a-3
66136;a;4;8.555;90;66136-a-4
66136;a;5;7.15;9;66136-a-5
